Dates,portfolio_returns,baseline_returns,djia_returns,SGX Index_returns,MXWO000G Index_returns
2017-04-24,0.0,0.010840069,0.010518463,0.01016907611413147,0.01400950275203472
2017-04-25,0.004520506225585938,0.01699678,0.021820353,0.016657223538880835,0.01911840805381772
2017-04-26,0.0044995927734375,0.016502822,0.020796917,0.015855377174157276,0.019706449640118705
2017-04-27,0.005465279663085938,0.017064866,0.021100612,0.01846969890669,0.02170579103354205
2017-04-28,0.004925934448242187,0.015119071,0.019114006,0.018493149130563952,0.021475278731711952
2017-05-01,0.009692637756347657,0.016877552,0.017797617,0.022161974478591855,0.02452839064778677
2017-05-02,0.008286676635742188,0.01808667,0.019570544,0.024659801550589267,0.027534459236957333
2017-05-03,0.010526480224609376,0.016792314,0.019960357,0.021596899729112055,0.02513995389753966
2017-05-04,0.016564389404296876,0.017384192,0.019647444,0.022819337205898214,0.02753916356964763
2017-05-05,0.018390631958007813,0.021543967,0.022346947,0.026862609677075263,0.032991485157830416
2017-05-08,0.0037561915283203127,0.02158222,0.022606822,0.02770227898353103,0.034097003340076225
2017-05-09,0.0077032579345703124,0.020534843,0.020830471,0.028473110536034196,0.034379263301500866
2017-05-10,0.00013296954345703126,0.021688662,0.01924052,0.029521562480852012,0.035527120477960195
2017-05-11,0.0003013760375976562,0.019478943,0.018087624,0.027750692348948367,0.033692430728701296
2017-05-12,0.0008968186645507812,0.017971704,0.0169775,0.028007131893892947,0.03601637107776281
2017-05-15,0.007625195251464844,0.02283406,0.02113027,0.03239005438182561,0.039831584889683434
2017-05-16,0.005127476745605469,0.022131478,0.021023715,0.03283031342358885,0.04267300183468977
2017-05-17,-0.015982720397949218,0.0035509532,0.002879629,0.013866646897875715,0.029651408947640873
2017-05-18,-0.009196213806152344,0.007250863,0.005609359,0.019826029597208236,0.030851013783694967
2017-05-19,0.0023686246948242187,0.014067433,0.012511344,0.025885264862713933,0.03778990450204657
2017-05-22,-0.010772268249511718,0.019300153,0.016890908,0.03244527587675459,0.04447476125511595
2017-05-23,-0.0124296376953125,0.021173498,0.01898749,0.03311398548658069,0.04412193630333536
2017-05-24,0.012929399291992187,0.023715328,0.022613665,0.03716860484027749,0.045989556381427404
2017-05-25,0.018389001403808593,0.028262619,0.026046121,0.044395812546474824,0.05163945994260714
2017-05-26,-0.010328332092285156,0.028581945,0.025916185,0.04478160655214372,0.051338382650421094
2017-05-29,-0.031317532470703124,0.028581945,0.025916185,0.04478160655214372,0.051112574681281504
2017-05-30,0.01275211297607422,0.02734289,0.023443477,0.04474227069274225,0.05088676671214192
2017-05-31,0.019702370300292968,0.026870344,0.022430213,0.04515605367529304,0.05331420238039253
2017-06-01,0.03339467852783203,0.034644894,0.029026031,0.051272779812231765,0.059406313214470624
2017-06-02,0.025368886291503905,0.03848108,0.032048713,0.0586883457682557,0.06780825139953914
2017-06-05,0.0012391604614257813,0.03721656,0.030965872,0.05760358379937493,0.06635461259820304
2017-06-06,0.007717649108886719,0.034334093,0.028639166,0.05460422452000793,0.0621630521710497
2017-06-07,0.012375445007324218,0.035956193,0.030462187,0.056583120831438995,0.06284518041115875
2017-06-08,0.020071497985839844,0.036233008,0.030892396,0.055418930684920494,0.05951451286635002
2017-06-09,0.012534916076660156,0.035372943,0.03524525,0.04543140469110381,0.05230277085195479
2017-06-12,0.02394581121826172,0.03435956,0.033478595,0.0418563802385719,0.04714211789057724
2017-06-13,0.01842862725830078,0.039026078,0.037994944,0.047901999245053964,0.054706684856753056
2017-06-14,0.027751557312011718,0.037991382,0.040238,0.04665384216788997,0.05620266265230289
2017-06-15,0.020729244079589842,0.0356667,0.039524533,0.04437236232260087,0.04814414075363417
2017-06-16,-0.003375340576171875,0.035960454,0.040710986,0.04521808329973383,0.05123959166392251
2017-06-19,-0.00765124755859375,0.044607855,0.047753647,0.05616328617821102,0.060643552712047945
2017-06-20,-0.007718141845703125,0.037612494,0.044743605,0.049343053325052656,0.05346003669379514
2017-06-21,-0.009476679077148437,0.037007935,0.041964162,0.05228189589764812,0.055101848802747384
2017-06-22,0.0030062618408203123,0.036535285,0.041344132,0.05245890726495497,0.0559674460177825
2017-06-23,0.006889188049316406,0.03815323,0.041221038,0.055506679909739294,0.05882297596085994
2017-06-26,0.02345271453857422,0.03848108,0.041940875,0.05325848425317464,0.05882768029355045
2017-06-27,0.02585199041748047,0.030097604,0.037128154,0.041466047479895234,0.050632732746859914
2017-06-28,0.02630075390625,0.03917077,0.044133745,0.05138019696675138,0.058216117043797345
2017-06-29,0.03288965948486328,0.03023388,0.03597811,0.03811720421892213,0.04761255115961803
2017-06-30,0.037037278198242186,0.03181347,0.039024744,0.0396535721120859,0.046441172319706576
2017-07-03,0.042667513061523436,0.03419782,0.045333885,0.037559694057788945,0.04444183092628323
2017-07-04,0.04527499731445313,0.03419782,0.045333885,0.037559694057788945,0.04274827115773644
2017-07-05,0.06321506860351563,0.035700794,0.04528037,0.04209995998332764,0.04582960906995347
2017-07-06,0.06531521545410156,0.025997497,0.0375846,0.03267902165665984,0.03920590864185922
2017-07-07,0.06560385729980468,0.032567088,0.042173944,0.04137300304323388,0.04321870442677723
2017-07-10,0.06548093640136719,0.03352507,0.04189069,0.04431033269816008,0.04690690125605685
2017-07-11,0.07114828466796876,0.032716148,0.04191749,0.04415752801356181,0.046859857929152815
2017-07-12,0.07712804125976562,0.040260766,0.04790697,0.05389466613311093,0.05796208307851534
2017-07-13,0.07208120373535157,0.042210825,0.048926506,0.05578883905506188,0.05989085948158273
2017-07-14,0.055511981323242185,0.0470816,0.053046197,0.06240255864636225,0.06720139248247654
2017-07-17,0.05300416540527344,0.047026195,0.05265591,0.06265219006179502,0.06760126076116116
2017-07-18,0.053855989807128905,0.047652166,0.04997969,0.06593824723949253,0.06989697511408026
2017-07-19,0.04741031573486328,0.053280823,0.05319267,0.07192864475104561,0.07538222703109576
2017-07-20,0.03874895495605469,0.053118978,0.05178275,0.07161471433466784,0.07788963635508311
2017-07-21,0.03703518908691406,0.052731566,0.050239567,0.07200126479917153,0.07629486757303491
2017-07-24,0.037360174438476564,0.05161174,0.04698372,0.07140517523747134,0.0749447240908879
2017-07-25,0.035146118286132816,0.05468578,0.05186307,0.07168128271211674,0.07521757538693152
2017-07-26,0.047142736938476565,0.054983903,0.05661201,0.07359814939910685,0.07734863809568616
2017-07-27,0.06653234631347656,0.05395773,0.060775045,0.0706661149560232,0.07684527449781266
2017-07-28,0.077307767578125,0.05254425,0.062418036,0.06912293893334762,0.07439431716611014
2017-07-31,0.08422003234863282,0.051777847,0.065377414,0.06596245392220111,0.07265841840334962
2017-08-01,0.08459224444580078,0.05435377,0.06892042,0.0681433247424824,0.07748976807639849
2017-08-02,0.07677030212402344,0.0548732,0.07146669,0.06976592894279572,0.07829891329914855
2017-08-03,0.07710780975341797,0.05256972,0.071946524,0.06740426446103444,0.07760267206096817
2017-08-04,0.07659602581787109,0.05455813,0.07519315,0.06936273638393006,0.07732982076492455
2017-08-07,0.09311314105224609,0.0562952,0.076439485,0.07257087830165909,0.08032177635602401
2017-08-08,0.09721791571044922,0.053744845,0.07482957,0.07003447182909467,0.077024039140048
2017-08-09,0.0927552026977539,0.053361695,0.07304638,0.07041345770525176,0.07470950745636751
2017-08-10,0.08325037799072266,0.03811487,0.06308474,0.05324184215881251,0.061739662228912945
2017-08-11,0.061995505798339845,0.03943906,0.06378119,0.05718980081682414,0.06308039704567914
2017-08-14,0.054229317687988284,0.049878933,0.07037026,0.06912293893334762,0.07192454250364602
2017-08-15,0.05564803131103516,0.049355246,0.07062719,0.06865090862052918,0.07023568706778953
2017-08-16,0.05514424188232422,0.050845437,0.07188664,0.0711653777868889,0.07376864091828593
2017-08-17,0.055895154663085936,0.034623586,0.0585451,0.054278947221110575,0.06440231453168373
2017-08-18,0.05996574304199219,0.03272467,0.054835662,0.05244377808826208,0.060935221338853186
2017-08-21,0.05929803021240234,0.03392537,0.0562587,0.05420027550230747,0.06207366984993192
2017-08-22,0.06552365338134766,0.044203393,0.065804295,0.066222675761319,0.07161405654607896
2017-08-23,0.06794678894042969,0.04059714,0.061531287,0.06159768644630001,0.06894669991061787
2017-08-24,0.06430830749511719,0.03843846,0.06013505,0.05972469437171931,0.0672813661382133
2017-08-25,0.06492483020019531,0.040175635,0.061608184,0.06021185386123063,0.06923836853742311
2017-08-28,0.06542117340087891,0.040682275,0.06135173,0.062352632363275665,0.07127534459236969
2017-08-29,0.07197144720458984,0.041559383,0.064124234,0.06487466611798183,0.07216916780354722
2017-08-30,0.08088441717529297,0.046366334,0.06544119,0.07186888450310853,0.07525050571576425
2017-08-31,0.04936850323486328,0.052352574,0.06815049,0.07958022586347886,0.08268335136660876
2017-09-01,0.042630815002441404,0.054438904,0.07007094,0.08015437811897436,0.08533659500399873
2017-09-04,0.044804738342285155,0.054438904,0.07007094,0.08015437811897436,0.0840805381756598
2017-09-05,0.042996379455566405,0.04647704,0.058670666,0.07364656276452418,0.08061814931551976
2017-09-06,0.053156133972167965,0.04975118,0.061314754,0.0765627115720803,0.08295149832996208
2017-09-07,0.05217907318115234,0.049563866,0.06020216,0.07978446974883298,0.0881074469586489
2017-09-08,0.05383172552490234,0.048001222,0.06083531,0.07616784006039554,0.08727007573975643
2017-09-11,0.044040505676269534,0.05936082,0.07346832,0.08658049591928275,0.09566260525944413
2017-09-12,0.039220803833007814,0.06292446,0.07646087,0.08834682729817864,0.09736086936068121
2017-09-13,0.026388744018554688,0.06372922,0.078374475,0.08815468675417873,0.09580843957284675
2017-09-14,0.02727401580810547,0.06255835,0.08057913,0.08637322619859014,0.09253892835301315
2017-09-15,0.032492645751953125,0.06452109,0.08373565,0.0876206268169195,0.09459001740603104
2017-09-18,0.04545899877929688,0.06607095,0.086802155,0.08770913250057293,0.09528625864421142
2017-09-19,0.03942678094482422,0.0672545,0.08872213,0.08833548041565889,0.09704097473773356
2017-09-20,0.03681848468017578,0.06793151,0.09075588,0.08789446491506102,0.09823587524109714
2017-09-21,0.059700433776855466,0.06467868,0.08815904,0.08331335021245144,0.09213435574163822
2017-09-22,0.05910381384277344,0.06536837,0.087689854,0.08367871982958489,0.0938090981794234
2017-09-25,0.06047422723388672,0.06300107,0.08508617,0.07688042428263105,0.08819212494707639
2017-09-26,0.06247676019287109,0.06307778,0.08451337,0.07790013079173252,0.0855247683116151
2017-09-27,0.052230494201660156,0.0674206,0.08725774,0.08355239120419924,0.08954226842922339
2017-09-28,0.05371765887451172,0.06870644,0.08922819,0.08494957067178838,0.09192266077056975
2017-09-29,0.048773865417480466,0.07266611,0.090390876,0.09033404465679078,0.09763842498941534
2017-10-02,0.04699706817626953,0.076821625,0.09781309,0.09286213008217413,0.09939784541562778
2017-10-03,0.04865840148925781,0.07914631,0.10190455,0.09516176493949462,0.1020934280472315
2017-10-04,0.051016342407226564,0.0804917,0.10287646,0.09678285622213868,0.10408336077527404
2017-10-05,0.05441769995117188,0.08659301,0.10841235,0.10382094921967479,0.10684950839723391
2017-10-06,0.05307174072265625,0.085426405,0.1083286,0.10433231539189486,0.10614385849367274
2017-10-09,0.05494759088134766,0.083467826,0.10771542,0.10388373530295038,0.10603095450910305
2017-10-10,0.05629856536865235,0.08598408,0.1111031,0.10477106151598885,0.11002493296325923
2017-10-11,0.05473891186523438,0.08794266,0.11315739,0.10836197160404827,0.11268758526603001
2017-10-12,0.05778222924804687,0.086107574,0.11160584,0.10852158441815836,0.11394834642705945
2017-10-13,0.05257488989257812,0.08706129,0.113100454,0.11034843250382578,0.11713788399115586
2017-10-16,0.05768312487792969,0.08896447,0.11724885,0.1121714982953199,0.11801288987157178
2017-10-17,0.05425775720214844,0.089696884,0.11921882,0.11412089271219983,0.11686032836242194
2017-10-18,0.052811491088867187,0.0905058,0.12701336,0.11454980487144349,0.11768358658324332
2017-10-19,0.05297752917480469,0.09086349,0.12727807,0.11352480315049963,0.1176600649197912
2017-10-20,0.05060766442871094,0.09644526,0.13533695,0.11768608319988125,0.11846450580985096
2017-10-23,0.050633102966308595,0.09208965,0.13267632,0.11162609147554092,0.11508209060544768
2017-10-24,0.058154882629394535,0.09385655,0.1408426,0.11275775389216977,0.11554781954179817
2017-10-25,0.04952002947998047,0.088755846,0.13537735,0.10833852138017415,0.11225008232582215
2017-10-26,0.05109057489013672,0.0901396,0.1388521,0.10881887274017366,0.1135249564849227
2017-10-27,0.050463292236328124,0.09894032,0.14047419,0.12601620788699108,0.12356400244625315
2017-10-30,0.05607423504638672,0.09543198,0.13631561,0.12409707182349693,0.12448605165357311
2017-10-31,0.056590285278320315,0.09646657,0.13770263,0.12511526541492898,0.12738392059086429
2017-11-01,0.05741706030273438,0.098212264,0.1405141,0.12563495263432994,0.1284941431058006
2017-11-02,0.05129183233642578,0.09842089,0.14446831,0.12572572769448742,0.1286211600884416
2017-11-03,0.05290902349853516,0.101822786,0.14558423,0.13259891266607107,0.13234228724655417
2017-11-06,0.05983438226318359,0.10322348,0.14603345,0.1354553012256901,0.1344545326245474
2017-11-07,0.0601472412109375,0.10301486,0.14646223,0.13667093057296462,0.13502846121277706
2017-11-08,0.07749791778564454,0.104607224,0.14676051,0.13978148930102438,0.13805805146539976
2017-11-09,0.07410463848876953,0.10045182,0.14182469,0.1341027528293452,0.13254927788493215
2017-11-10,0.07101319476318359,0.09946401,0.13989122,0.13364585169321963,0.13242226090229114
2017-11-13,0.07029767193603516,0.10054547,0.14074232,0.13485694228748604,0.13073340546643464
