Dates,portfolio_returns,baseline_returns,djia_returns,SXOP Index_returns,SAX Index_returns
2017-05-24,-0.0064164900512695315,0.023715328,0.022613665,0.02329396325459325,0.04056593737810715
2017-05-25,-0.009383896606445313,0.028262619,0.026046121,0.02346894138232725,0.04056593737810715
2017-05-26,-0.0201135673828125,0.028581945,0.025916185,0.0243657042869641,0.040335449097549735
2017-05-29,-0.02295249786376953,0.028581945,0.025916185,0.024956255468066547,0.037374561185773626
2017-05-30,-0.09879903475952148,0.02734289,0.023443477,0.023578302712161044,0.04299492925782774
2017-05-31,-0.10705979061889648,0.026870344,0.022430213,0.028171478565179344,0.04333179674479638
2017-06-01,-0.11355495245361329,0.034644894,0.029026031,0.03326771653543315,0.04632814439204283
2017-06-02,-0.11265806378173829,0.03848108,0.032048713,0.034339457567804,0.0513102372256304
2017-06-05,-0.08024334582519531,0.03721656,0.030965872,0.03315835520559936,0.047055068969185425
2017-06-06,-0.07521247283935546,0.034334093,0.028639166,0.02112860892388457,0.047055068969185425
2017-06-07,-0.09132551864624024,0.035956193,0.030462187,0.01795713035870524,0.049200382965143084
2017-06-08,-0.07853261094665527,0.036233008,0.030892396,0.02093175853018371,0.04833161944611892
2017-06-09,-0.09887868559265137,0.035372943,0.03524525,0.03188976377952753,0.05498031984681393
2017-06-12,-0.09365519592285156,0.03435956,0.033478595,0.0198818897637796,0.04358001489308897
2017-06-13,-0.09475787097167969,0.039026078,0.037994944,0.027143482064741962,0.05127477749016005
2017-06-14,-0.06694311584472656,0.037991382,0.040238,0.029090113735783053,0.050760611325839505
2017-06-15,-0.041066874908447265,0.0356667,0.039524533,0.021981627296587952,0.04065458671678321
2017-06-16,-0.07812283984375,0.035960454,0.040710986,0.03379265091863515,0.04944860111343567
2017-06-19,-0.07295543310546874,0.044607855,0.047753647,0.04146981627296596,0.05797666749406058
2017-06-20,-0.07569011804199219,0.037612494,0.044743605,0.03711723534558186,0.05448388355022875
2017-06-21,-0.07579075189208985,0.037007935,0.041964162,0.03643919510061248,0.050831530796780384
2017-06-22,-0.07541230603027343,0.036535285,0.041344132,0.031014873140857407,0.05361512003120458
2017-06-23,-0.061770068725585936,0.03815323,0.041221038,0.030599300087489085,0.05361512003120458
2017-06-26,-0.04320305859375,0.03848108,0.041940875,0.030293088363954557,0.051186128151483996
2017-06-27,-0.04643855908203125,0.030097604,0.037128154,0.01605424321959762,0.04086734512960546
2017-06-28,-0.055327286422729494,0.03917077,0.044133745,0.013845144356955346,0.040158150420197825
2017-06-29,-0.05646874842834473,0.03023388,0.03597811,-0.0072178477690288964,0.026577071735044873
2017-06-30,-0.0880358924407959,0.03181347,0.039024744,-0.006955380577427837,0.022853799510655626
2017-07-03,-0.0896256417388916,0.03419782,0.045333885,0.003543307086614183,0.0343072940675863
2017-07-04,-0.10506105070495605,0.03419782,0.045333885,-0.0009842519685039123,0.029839367398319282
2017-07-05,-0.10274944673156738,0.035700794,0.04528037,0.007086614173228366,0.03356263962270853
2017-07-06,-0.1049765372467041,0.025997497,0.0375846,-0.009558180227471576,0.027640863799156114
2017-07-07,-0.10284882423400879,0.032567088,0.042173944,-0.008311461067366605,0.026541611999574534
2017-07-10,-0.10311427378845214,0.03352507,0.04189069,-0.004133858267716506,0.030956349065636036
2017-07-11,-0.10785087101745605,0.032716148,0.04191749,-0.010520559930008755,0.027126697634835766
2017-07-12,-0.11058912129211426,0.040260766,0.04790697,0.012423447069116376,0.044289209602496396
2017-07-13,-0.122973884475708,0.042210825,0.048926506,0.014457567804024527,0.04006950108152197
2017-07-14,-0.13426923213195802,0.0470816,0.053046197,0.01019247594050749,0.04264033190312413
2017-07-17,-0.14171752955627442,0.047026195,0.05265591,0.01297025371828523,0.040938264600546136
2017-07-18,-0.12814991926574706,0.047652166,0.04997969,0.004461942257217893,0.024148079855324286
2017-07-19,-0.09439357218933106,0.053280823,0.05319267,0.007611548556430486,0.02574376795149105
2017-07-20,-0.08929822325134278,0.053118978,0.05178275,0.0015529308836396247,0.019272366228147948
2017-07-21,-0.11450338859558105,0.052731566,0.050239567,-0.016141732283464556,0.00966277791567683
2017-07-24,-0.11553617909240722,0.05161174,0.04698372,-0.014370078740157466,0.0008510336512889936
2017-07-25,-0.11447982989501954,0.05468578,0.05186307,-0.011657917760279931,0.0014893088897557389
2017-07-26,-0.11312081701660157,0.054983903,0.05661201,-0.007545931758530159,0.007233786035956245
2017-07-27,-0.12181078125,0.05395773,0.060775045,-0.00988626421697284,0.0045565760079430695
2017-07-28,-0.12196500076293945,0.05254425,0.062418036,-0.020866141732283384,-0.004131059182298371
2017-07-31,-0.12989060079956055,0.051777847,0.065377414,-0.020975503062117182,-0.008102549554980206
2017-08-01,-0.12790556491088867,0.05435377,0.06892042,-0.018022747156605446,0.003084996985922501
2017-08-02,-0.1319810138244629,0.0548732,0.07146669,-0.02701224846894131,0.0016311478316373051
2017-08-03,-0.1303495164794922,0.05256972,0.071946524,-0.021872265966754158,0.0003191376192334734
2017-08-04,-0.11867285565185547,0.05455813,0.07519315,-0.008902012248468927,0.007677032729335912
2017-08-07,-0.09585105914306641,0.0562952,0.076439485,-0.008114610673665748,0.009538668841530434
2017-08-08,-0.09077106674194337,0.053744845,0.07482957,-0.007874015748031421,0.012765504769334501
2017-08-09,-0.08714209106445313,0.053361695,0.07304638,-0.015879265091863496,0.0060281550299634366
2017-08-10,-0.08387929573059082,0.03811487,0.06308474,-0.022725284339457537,-0.004840253891706
2017-08-11,-0.06384610032653809,0.03943906,0.06378119,-0.03328958880139976,-0.016116449771284763
2017-08-14,-0.06900084213256837,0.049878933,0.07037026,-0.017716535433070793,-0.0060281550299634366
2017-08-15,-0.06242037394714355,0.049355246,0.07062719,-0.015835520559930028,-0.013137831991773286
2017-08-16,-0.06198854393005371,0.050845437,0.07188664,-0.007261592300962365,-0.008350767703272999
2017-08-17,-0.05954062126159668,0.034623586,0.0585451,-0.017935258092738382,-0.014928548633027125
2017-08-18,-0.057509466720581055,0.03272467,0.054835662,-0.026246719160104987,-0.021807737314279554
2017-08-21,-0.04892505242919922,0.03392537,0.0562587,-0.02952755905511811,-0.026204744512605887
2017-08-22,-0.02748617756652832,0.044203393,0.065804295,-0.019356955380577353,-0.014910818765291954
2017-08-23,-0.025054139053344728,0.04059714,0.061531287,-0.027755905511811018,-0.016098719903549392
2017-08-24,-0.024280831924438476,0.03843846,0.06013505,-0.02604986876640413,-0.020300698556788645
2017-08-25,-0.02168353352355957,0.040175635,0.061608184,-0.027384076990376163,-0.017251161306336686
2017-08-28,-0.008894585021972656,0.040682275,0.06135173,-0.036198600174978154,-0.02209141519804269
2017-08-29,-0.023074445755004884,0.041559383,0.064124234,-0.0458661417322834,-0.032250629410304495
2017-08-30,-0.02929951055908203,0.046366334,0.06544119,-0.03584864391951003,-0.024041700648913065
2017-08-31,-0.051885293670654295,0.052352574,0.06815049,-0.024737532808398955,-0.016151909506755106
2017-09-01,-0.04789595986938477,0.054438904,0.07007094,-0.014282589676290404,-0.008492606645154364
2017-09-04,-0.05252414566040039,0.054438904,0.07007094,-0.01616360454943129,-0.014059785114002962
2017-09-05,-0.05784444683837891,0.04647704,0.058670666,-0.017147856517935205,-0.01604553030034388
2017-09-06,-0.07576742953491211,0.04975118,0.061314754,-0.01817585301837271,-0.019946101202085034
2017-09-07,-0.07481570721435547,0.049563866,0.06020216,-0.014435695538057668,-0.01226906847274912
2017-09-08,-0.05948768521118164,0.048001222,0.06083531,-0.014720034995625462,-0.012038580192191702
2017-09-11,-0.04451051173400879,0.05936082,0.07346832,-0.003871391076115446,-0.0007978440480832803
2017-09-12,-0.04532623199462891,0.06292446,0.07646087,-0.0018372703412072944,0.0035282436793021687
2017-09-13,-0.0705392527923584,0.06372922,0.078374475,8.748906386706138e-05,0.004645225346618922
2017-09-14,-0.07370208949279786,0.06255835,0.08057913,0.0037401574803150404,0.009308180560973016
2017-09-15,-0.07281535148620605,0.06452109,0.08373565,0.0017497812773403574,0.0048757136271763415
2017-09-18,-0.06279241264343262,0.06607095,0.086802155,0.007502187226596691,0.007659302861600741
2017-09-19,-0.058033131256103515,0.0672545,0.08872213,0.007086614173228366,0.008776284528917495
2017-09-20,-0.05874129806518555,0.06793151,0.09075588,0.004855643044619482,0.009130881883621109
2017-09-21,-0.07050021417236328,0.06467868,0.08815904,0.010017497812773368,0.01450303180738283
2017-09-22,-0.06617193527221679,0.06536837,0.087689854,0.00984251968503937,0.017215701570866347
2017-09-25,-0.07522245515441894,0.06300107,0.08508617,0.0021653543307086813,0.019148257154001754
2017-09-26,-0.07953794776916503,0.06307778,0.08451337,0.0014435695538058291,0.021293571149959205
2017-09-27,-0.07655613032531738,0.0674206,0.08725774,0.010695538057742753,0.02753448459274489
2017-09-28,-0.06994287434387207,0.06870644,0.08922819,0.01929133858267715,0.029697528456437715
2017-09-29,-0.06238504203796387,0.07266611,0.090390876,0.022615923009623867,0.038385163646679155
2017-10-02,-0.05970818791198731,0.076821625,0.09781309,0.022922134733158395,0.0409028048650758
2017-10-03,-0.05025891960144043,0.07914631,0.10190455,0.02465004374453202,0.04556576007942989
2017-10-04,-0.047673986404418944,0.0804917,0.10287646,0.02228783902012248,0.0456189496826354
2017-10-05,-0.04297629978942871,0.08659301,0.10841235,0.01677602799650047,0.0469486897627744
2017-10-06,-0.03346855714416504,0.085426405,0.1083286,0.007655293088363955,0.04200205666465738
2017-10-09,-0.03281236051940918,0.083467826,0.10771542,0.00984251968503937,0.04256941243218324
2017-10-10,-0.043102401443481445,0.08598408,0.1111031,0.011723534558180258,0.04038863870075524
2017-10-11,-0.04151594189453125,0.08794266,0.11315739,0.011329833770778668,0.03827878444026813
2017-10-12,-0.031060650299072266,0.086107574,0.11160584,0.013735783027121674,0.04088507499734063
2017-10-13,-0.03899330551147461,0.08706129,0.113100454,0.016710411198600145,0.04198432679692221
2017-10-16,-0.02443908982849121,0.08896447,0.11724885,0.011898512685914256,0.03879295060458848
2017-10-17,-0.030298866653442384,0.089696884,0.11921882,0.009798775153105902,0.03733910145030329
2017-10-18,-0.03335748683166504,0.0905058,0.12701336,0.013779527559055144,0.04226800468068514
2017-10-19,-0.03392990623474121,0.09086349,0.12727807,0.014501312335957996,0.04155880997127771
2017-10-20,-0.03479667469787598,0.09644526,0.13533695,0.018285214348206503,0.05194851246409714
2017-10-23,-0.039063560928344725,0.09208965,0.13267632,0.016601049868766475,0.04935995177475982
2017-10-24,-0.03136750746154785,0.09385655,0.1408426,0.01579177602799656,0.04318995780291482
2017-10-25,-0.01279386262512207,0.088755846,0.13537735,0.007808398950131219,0.04219708520974446
2017-10-26,-0.013839809280395507,0.0901396,0.1388521,0.028477690288713997,0.04914719336193757
2017-10-27,-0.004345575546264648,0.09894032,0.14047419,0.02887139107611546,0.05544129640792877
2017-10-30,-0.005878107559204102,0.09543198,0.13631561,0.029571303587051703,0.05288819545406199
2017-10-31,-0.009716526657104492,0.09646657,0.13770263,0.029571303587051703,0.05875678167440869
2017-11-01,-0.004890864456176758,0.098212264,0.1405141,0.02438757655293096,0.059536895854757
2017-11-02,-0.004832542953491211,0.09842089,0.14446831,0.02563429571303593,0.05920002836778836
2017-11-03,-0.005549861373901367,0.101822786,0.14558423,0.02845581802274714,0.06414666146590559
2017-11-06,-0.007124992980957031,0.10322348,0.14603345,0.025415573053368338,0.061487181305627574
2017-11-07,-0.009555119506835937,0.10301486,0.14646223,0.018460192475940503,0.05600865217545483
2017-11-08,-0.00505623159790039,0.104607224,0.14676051,0.026946631671041107,0.05038828410340072
2017-11-09,-0.007865068878173828,0.10045182,0.14182469,0.01712598425196847,0.03691358462465879
2017-11-10,-0.023185514251708984,0.09946401,0.13989122,0.010258092738407694,0.03202014112974728
2017-11-13,-0.028911014007568358,0.10054547,0.14074232,0.0006999125109361181,0.02643523279316331
2017-11-14,-0.029260141967773438,0.09800365,0.13927118,-0.004265091863517036,0.026772100280131952
2017-11-15,-0.03229937225341797,0.09193643,0.13254581,-0.009820647419072636,0.024307648664941024
2017-11-16,-0.025242210388183594,0.10088601,0.14165045,0.009514435695538108,0.0318251125846602
2017-11-17,-0.016234705657958984,0.097995125,0.13677795,0.004483814523184627,0.02365164355873911
2017-11-20,-0.01724805792236328,0.09939581,0.14028636,0.014741907261592321,0.026541611999574534
2017-11-21,-0.016555382904052736,0.10658712,0.14809743,0.008705161854768193,0.034431403141732694
2017-11-22,-0.02001387252807617,0.10575689,0.14495108,0.009667541557305372,0.024555866813233615
2017-11-23,-0.016753318420410158,0.10575689,0.14495108,0.012904636920385027,0.021736817843338873
2017-11-24,-0.0008684667358398437,0.10803043,0.1464992,0.009492563429571374,0.023208396865359443
2017-11-27,-0.0022460301513671874,0.10760466,0.14760828,0.0016185476815398275,0.018775929931562768
2017-11-28,-0.006815278228759766,0.11851292,0.16006373,0.006671041119860043,0.025814687422431936
2017-11-29,-0.01788043588256836,0.118099935,0.1651236,0.009383202099737578,0.02163043863692785
2017-11-30,-0.01474490103149414,0.12725824,0.18126501,0.0015091863517060317,0.02088578419204988
2017-12-01,-0.011986502471923828,0.12497607,0.17928135,-0.010564304461942222,0.010779759582993584
2017-12-04,-0.004555771331787109,0.12379242,0.18212648,0.005008748906386746,0.024875004432466888
2017-12-05,-0.015204999359130859,0.119590126,0.1768018,0.0067366579177602455,0.02343888514591686
2017-12-06,0.008863146697998047,0.11946238,0.17486823,0.007480314960629956,0.013049182653097433
2017-12-07,0.01657005725097656,0.12274504,0.17830269,0.007480314960629956,0.015655473210169926
2017-12-08,-0.005189216857910156,0.12892722,0.18402982,0.009645669291338638,0.021488599695046285
2017-12-11,-0.005857722869873047,0.132542,0.18679747,0.004724409448818952,0.02703804829615971
2017-12-12,-0.0034620091857910157,0.13429621,0.19257773,0.007086614173228366,0.030123045282082213
2017-12-13,-0.020900682952880858,0.13375974,0.19650172,0.003937007874015773,0.027924541682919045
2017-12-14,-0.020792821838378907,0.12914437,0.19276556,-0.0016841644794400301,0.02187865678522044
2017-12-15,-0.016064201080322266,0.1392777,0.19972885,-0.0009842519685039123,0.01478670969114576
2017-12-18,-0.01834188800048828,0.14538743,0.20656459,0.009317585301837251,0.02645296266089868
2017-12-19,-0.013201465393066407,0.14168751,0.20474204,0.007720909886264282,0.023704833161944622
2017-12-20,-0.01742043099975586,0.14074232,0.2033745,0.0025590551181102713,0.018190844296301533
2017-12-21,-0.04063573861694336,0.14300744,0.20608228,0.009295713035870517,0.025867877025637444
2017-12-22,-0.06821271087646484,0.14248374,0.20470849,0.008377077865266806,0.02061983617602212
2017-12-25,-0.06719256704711914,0.14248374,0.20470849,0.008377077865266806,0.02061983617602212
2017-12-26,-0.06546636331176758,0.14127453,0.20432647,0.008377077865266806,0.02061983617602212
2017-12-27,-0.07692768566894531,0.14217721,0.20569351,0.009405074365704312,0.016453317258253206
2017-12-28,-0.07839765887451172,0.14427195,0.20876972,0.00958005249343831,0.013971135775327109
2017-12-29,-0.08279107720947265,0.13834102,0.20301293,0.005664916885389396,0.008474876777419193
2018-01-01,-0.085556328125,0.13834102,0.20301293,0.005664916885389396,0.008474876777419193
2018-01-02,-0.09331978533935546,0.14779308,0.20811272,0.0033027121609798577,0.010247863550937862
2018-01-03,-0.10027112966918945,0.1551376,0.21291469,0.008661417322834725,0.01698521329030893
2018-01-04,-0.0966684769897461,0.15979123,0.22033405,0.027930883639545143,0.027197617105776447
2018-01-05,-0.09711648043823243,0.16794893,0.23107675,0.03871391076115483,0.03373993830006024
2018-01-08,-0.0980531788635254,0.16989046,0.23045044,0.04271653543307093,0.03990993227190524
2018-01-09,-0.09618081298828125,0.17141475,0.23545346,0.049890638670166236,0.048012481826885646
2018-01-10,-0.09738855331420898,0.17011186,0.23464218,0.04370078740157484,0.0444133186766428
2018-01-11,-0.09590531079101562,0.17834203,0.24464811,0.03357392825896768,0.04579624835998731
2018-01-12,-0.09772075415039062,0.18629536,0.25576654,0.03370516185476821,0.04533527179887247
2018-01-15,-0.09489601538085937,0.18629536,0.25576654,0.030752405949256347,0.04480337576681675
2018-01-16,-0.09723201791381836,0.18211429,0.2552638,0.038167104111985976,0.041913407325981325
2018-01-17,-0.09576591284179688,0.19324395,0.27097312,0.036198600174978154,0.04129286195524975
2018-01-18,-0.10351187255859375,0.1913152,0.26621154,0.041404199475065635,0.041895677458246156
2018-01-19,-0.10178156161499023,0.1965394,0.2688352,0.04623797025371826,0.04717917804333182
2018-01-22,-0.1043884567565918,0.20619155,0.2757887,0.049015748031496116,0.05006914648416724
2018-01-23,-0.1231456106262207,0.20881425,0.27560428,0.05129046369203847,0.05501577958228427
2018-01-24,-0.12422540011596679,0.20813735,0.27761465,0.03954505686789148,0.0484025389170598
2018-01-25,-0.12051993154907227,0.2088654,0.28446066,0.036395450568678885,0.032658416368214024
2018-01-26,-0.12326125122070312,0.22317982,0.2953583,0.04496937882764655,0.03806602602744588
2018-01-29,-0.12233721713256836,0.21494539,0.286733,0.03912948381452316,0.03556611467678462
2018-01-30,-0.1275658739013672,0.20170394,0.2690868,0.02696850393700784,0.02909471295344131
2018-01-31,-0.14778203274536134,0.20229155,0.27261516,0.025306211723534543,0.025318251125846555
2018-02-01,-0.15932344805908202,0.20151235,0.27443144,0.019400699912510946,0.030318073827169292
2018-02-02,-0.1604827890625,0.17603002,0.2420313,0.004265091863517036,0.018882309137973792
2018-02-05,-0.16296024243164062,0.12783723,0.18483719,-0.016513560804899415,-0.007552923655189517
2018-02-06,-0.15834452655029296,0.14750774,0.2124324,-0.029855643044619372,-0.028101840360270955
2018-02-07,-0.16808147732543946,0.14176838,0.21148728,-0.018525809273840704,-0.000124109074146194
2018-02-08,-0.17172283206176758,0.09891048,0.16121958,-0.04787839020122482,-0.02019431935037762
2018-02-09,-0.17801302407836914,0.11532391,0.17730111,-0.06143919510061237,-0.0315237048331619
2018-02-12,-0.17106676965332032,0.13084318,0.19727258,-0.046303587051618585,-0.017995815751214457
2018-02-13,-0.16908028741455078,0.13379799,0.19917935,-0.05019685039370076,-0.02210914506577786
2018-02-14,-0.1702766897583008,0.14899367,0.21149412,-0.040266841644794334,-0.010478351831495281
2018-02-15,-0.17341040371704103,0.162861,0.22642903,-0.02814960629921261,-0.005425339526967032
2018-02-16,-0.17605476913452148,0.1632953,0.22735427,-0.018788276465441765,0.004237438388709596
2018-02-19,-0.1657351537475586,0.1632953,0.22735427,-0.02744969378827649,0.0006382752384667453
2018-02-20,-0.16574335601806642,0.15650004,0.21496212,-0.013604549431321021,0.01148895429240101
2018-02-21,-0.16708550454711915,0.15014334,0.20683615,-0.011461067366579198,0.0134924293464771
2018-02-22,-0.16541563760375977,0.15126306,0.21485168,-0.0157042869641295,0.013563348817417782
2018-02-23,-0.16574190658569335,0.16971594,0.23176397,-0.01297025371828523,0.014946278500762498
2018-02-26,-0.15832698800659178,0.1834683,0.25119573,-0.011111111111111077,0.0203893478954647
2018-02-27,-0.165846923828125,0.1684301,0.23663259,-0.010673665791776019,0.020974433530725933
2018-02-28,-0.16253137423706054,0.15546545,0.21809869,-0.01861329833770777,0.017463919719158935
2018-03-01,-0.16190576174926757,0.14006956,0.19764785,-0.030249343832020964,0.0022694230701038485
2018-03-02,-0.16264212432861327,0.14585155,0.19419639,-0.05564304461942257,-0.016736995142016136
2018-03-05,-0.17134763739013673,0.15849261,0.21058257,-0.04361329833770778,-0.004131059182298371
2018-03-06,-0.1689028677368164,0.1615497,0.21103807,-0.04750656167978996,0.004113329314563402
2018-03-07,-0.16181124127197266,0.16098766,0.20701039,-0.04335083114610672,0.00609907450090432
2018-03-08,-0.16022906240844725,0.16616924,0.21157786,-0.031780402449693726,0.019999290805290545
2018-03-09,-0.16300976190185548,0.18643591,0.23301715,-0.025874890638670132,0.022321903478600108
2018-03-12,-0.16301800433349609,0.1849244,0.22537005,-0.02449693788276463,0.02515868231623002
2018-03-13,-0.1694672301940918,0.17738405,0.21701974,-0.032064741907261524,0.017605758661040503
2018-03-14,-0.15851097109985351,0.17064407,0.204906,-0.025131233595800547,0.02003475054076109
2018-03-15,-0.14763181726074218,0.16972873,0.21052906,-0.017541557305336793,0.02388213183929653
2018-03-16,-0.1448235555114746,0.1717213,0.21407443,-0.01946631671041115,0.013350590404595533
2018-03-19,-0.16224534017944336,0.15507793,0.19774178,-0.029943132108486436,-0.0013297400801390023
2018-03-20,-0.154824842376709,0.15678953,0.20340465,-0.0287839020122484,0.0007269245771425981
2018-03-21,-0.14805872076416016,0.15465643,0.20121662,-0.03335520559930009,-0.00037232722243898513
2018-03-22,-0.15236459600830077,0.12560193,0.1659612,-0.04978127734033244,-0.020442537498670213
2018-03-23,-0.16079856164550782,0.10200157,0.1452927,-0.059667541557305276,-0.021630438636927648
2018-03-26,-0.16400146099853516,0.1319289,0.17787048,-0.06911636045494306,-0.03111591787525257
2018-03-27,-0.1620885097961426,0.11237336,0.16108574,-0.05439632545931759,-0.021027623133931445
2018-03-28,-0.16659814749145507,0.109128945,0.16063358,-0.051268591426071736,-0.020176589482642452
2018-03-29,-0.16726090951538086,0.12440134,0.17302857,-0.046806649168853846,-0.007712492464806253
2018-03-30,-0.17287455606079102,0.12440134,0.17302857,-0.046806649168853846,-0.007712492464806253
2018-04-02,-0.16970128851318358,0.09928511,0.15069427,-0.046806649168853846,-0.007712492464806253
2018-04-03,-0.15943931848144532,0.113152444,0.16963404,-0.05527121609798771,-0.02218006453671854
2018-04-04,-0.1754650583190918,0.1260277,0.18087329,-0.0661417322834646,-0.03157689443636741
2018-04-05,-0.16422099285888672,0.13375548,0.19259816,-0.04037620297462813,-0.01148895429240101
2018-04-06,-0.14806212158203125,0.108903274,0.16473815,-0.046741032370953645,-0.018297223502712557
2018-04-09,-0.1441062908630371,0.11260319,0.16699338,-0.043875765529308844,-0.018935498741179304
2018-04-10,-0.14447481185913086,0.13121365,0.18786672,-0.04105424321959751,-0.010779759582993383
2018-04-11,-0.14569161380004883,0.12496328,0.17723049,-0.05168416447944006,-0.02260558136236304
2018-04-12,-0.14041966830444336,0.13424507,0.19151923,-0.04783464566929135,-0.011808091911634283
2018-04-13,-0.1549801514892578,0.13097093,0.18553755,-0.04052930883639539,-0.007286975639161756
2018-04-16,-0.15339420849609375,0.14014202,0.1958987,-0.04184164479440069,-0.0068969185489876
2018-04-17,-0.1523378106994629,0.15229765,0.20629358,-0.035454943132108445,0.0054430693947024045
2018-04-18,-0.1522243398742676,0.15325563,0.20441696,-0.026946631671041107,0.010052835005850986
2018-04-19,-0.14798027755737306,0.14665194,0.20036884,-0.023687664041994717,0.01553136413602353
2018-04-20,-0.15126382662963866,0.13686351,0.19054046,-0.016754155730533613,0.021258111414488863
2018-04-23,-0.1629043950805664,0.13692744,0.18984696,-0.014501312335957996,0.029750718059643227
2018-04-24,-0.16342693222045898,0.12171471,0.16918492,-0.023512685914260718,0.022463742420481672
2018-04-25,-0.16450766610717774,0.12377537,0.1720903,-0.028237095363079546,0.013191021594978999
2018-04-26,-0.1678865415649414,0.13550107,0.1836979,-0.019225721784776825,0.025335980993581725
2018-04-27,-0.1634184680480957,0.1367656,0.18315522,-0.01907261592300956,0.02723307684124679
2018-04-30,-0.16851452944946288,0.12745833,0.1759506,-0.016972878390201205,0.023811212368355844
2018-05-01,-0.17397026724243164,0.13033228,0.17283106,-0.017891513560804914,0.023811212368355844
2018-05-02,-0.16854416201782227,0.12218726,0.16435955,-0.006867891513560776,0.033030743590652806
2018-05-03,-0.16001693594360353,0.11965821,0.16461116,-0.008377077865266806,0.02189638665295561
2018-05-04,-0.15973293505859376,0.13400236,0.18078613,0.0007655293088364452,0.024591326548703954
2018-05-07,-0.16044796362304686,0.13792367,0.18540029,0.006430446194225717,0.03609801070884014
2018-05-08,-0.15179389608764648,0.13762139,0.18554096,0.007611548556430486,0.04235665401936099
2018-05-09,-0.16035784381103516,0.14863609,0.19441435,0.013167104111986086,0.04455515761852416
2018-05-10,-0.1574933136291504,0.15939955,0.2040013,0.010629921259842549,0.04455515761852416
2018-05-11,-0.15129819723510743,0.16137934,0.20846118,0.013276465441819757,0.03866884153044229
2018-05-14,-0.15129819723510743,0.1624054,0.21178223,0.009186351706036721,0.03595617176695857
2018-05-15,-0.15129819723510743,0.15445207,0.20238948,0.008486439195100602,0.040353178965284904
2018-05-16,-0.14747702172851562,0.15913978,0.20543212,0.012685914260717435,0.038757490869118144
2018-05-17,-0.14867571200561525,0.15814771,0.20275791,0.018350831146106708,0.04602673664054473
2018-05-18,-0.14835794024658203,0.15509924,0.2028119,0.022572178477690275,0.04838480904932443
2018-05-21,-0.14993548812866211,0.16363168,0.21732439,0.02589676290463699,0.053331442147441656
2018-05-22,-0.14894292993164063,0.1599828,0.20861886,0.030927384076990347,0.051771213786745235
2018-05-23,-0.14600436853027343,0.1637509,0.21116905,0.017016622922134798,0.039165277827027466
2018-05-24,-0.13720321975708008,0.16139638,0.20751654,0.012817147856517965,0.03446686287720303
2018-05-25,-0.14175601638793944,0.15865871,0.20466125,0.011395450568678994,0.03313712279706403
2018-05-28,-0.15060983139038087,0.15865871,0.20466125,0.008355205599300072,0.029928016736995133
2018-05-29,-0.15214023971557616,0.14525977,0.18560123,-0.005686789151356006,0.023066557923477875
2018-05-30,-0.15170982916259765,0.15979975,0.20050943,-0.005183727034120745,0.01932555583135346
2018-05-31,-0.15396994256591798,0.15182084,0.18824826,-0.004877515310586092,0.015371795326406994
2018-06-01,-0.15467430548095704,0.1643172,0.19892442,0.006780402449693838,0.026683450941456098
2018-06-04,-0.15133698614501953,0.16953288,0.20761046,0.01049868766404202,0.02725080670898196
2018-06-05,-0.1527941314086914,0.17035459,0.20694327,0.009689413823272106,0.024892734300202057
