Dates,portfolio_returns,baseline_returns,djia_returns,NDQ Index_returns,MXWO0IT Index_returns
2017-04-24,0.0,0.010840069,0.010518463,0.012124107643259352,0.013679102466882767
2017-04-25,-0.010064633331298829,0.01699678,0.021820353,0.019503679679532423,0.019906724554108256
2017-04-26,-0.008909683906555176,0.016502822,0.020796917,0.018199024264753165,0.017942329219547175
2017-04-27,-0.010914538124084473,0.017064866,0.021100612,0.023746566091821936,0.02388995830659785
2017-04-28,-0.009181887580871581,0.015119071,0.019114006,0.025997556068025753,0.02639656230816448
2017-05-01,-0.002374798095703125,0.016877552,0.017797617,0.034468628549903055,0.03565966406395384
2017-05-02,-0.0002029605712890625,0.01808667,0.019570544,0.03712204040756691,0.03900235827437648
2017-05-03,0.002558831657409668,0.016792314,0.019960357,0.03364724690144333,0.03738406539836501
2017-05-04,0.01687127837371826,0.017384192,0.019647444,0.03386040187061852,0.03878291931590598
2017-05-05,0.011010410453796386,0.021543967,0.022346947,0.03749322406078591,0.04293059340183161
2017-05-08,-0.0023834267044067384,0.02158222,0.022606822,0.039878354664143016,0.04782547102989093
2017-05-09,-0.0024354958801269533,0.020534843,0.020830471,0.043413787083911436,0.04852378690532735
2017-05-10,0.0022876450271606444,0.021688662,0.01924052,0.044033039020222174,0.052139252074253704
2017-05-11,0.0008634276962280273,0.019478943,0.018087624,0.04266223206328499,0.050469293823209964
2017-05-12,0.003459480369567871,0.017971704,0.0169775,0.044975698495971224,0.05387865303367411
2017-05-15,0.002500173469543457,0.02283406,0.02113027,0.04822263669021772,0.0601751622876094
2017-05-16,0.0004584906997680664,0.022131478,0.021023715,0.05189037219430167,0.0660144607495924
2017-05-17,0.0051125761489868166,0.0035509532,0.002879629,0.02544996830238605,0.040615095733717785
2017-05-18,0.008296010925292968,0.007250863,0.005609359,0.03385856432778093,0.04451555377782225
2017-05-19,0.01452086703491211,0.014067433,0.012511344,0.03849835999301738,0.049864308947831816
2017-05-22,-0.0045242080078125,0.019300153,0.016890908,0.0472891649286573,0.059287406703721277
2017-05-23,-0.014668604614257813,0.021173498,0.01898749,0.048014994349555806,0.06055126399617781
2017-05-24,-0.02493311181640625,0.023715328,0.022613665,0.05296717229720418,0.06502837429064272
2017-05-25,-0.022547470085144045,0.028262619,0.026046121,0.061802078260949446,0.07287762250388187
2017-05-26,0.007820853965759277,0.028581945,0.025916185,0.06363594601299133,0.07284206783719291
2017-05-29,-0.016025924797058104,0.028581945,0.025916185,0.06363594601299133,0.07262096225372147
2017-05-30,-0.004401955131530762,0.02734289,0.023443477,0.06478808537224022,0.07560866533892198
2017-05-31,-0.007770923942565918,0.026870344,0.022430213,0.063716797897851,0.07388204183784283
2017-06-01,-0.023040958488464356,0.034644894,0.029026031,0.06880862910116592,0.07818915638220153
2017-06-02,-0.015369801216125488,0.03848108,0.032048713,0.08074346983214044,0.08962387051434825
2017-06-05,0.005975135078430176,0.03721656,0.030965872,0.08012973052434279,0.0903494079314683
2017-06-06,0.006105602043151855,0.034334093,0.028639166,0.07620657656581624,0.08815446280509655
2017-06-07,-0.008718321876525879,0.035956193,0.030462187,0.08003234075394382,0.09096105930685068
2017-06-08,-0.004470909904479981,0.036233008,0.030892396,0.08144908628182394,0.09345155260007385
2017-06-09,-0.0025802365112304686,0.035372943,0.03524525,0.05510607216030713,0.06721998616701244
2017-06-12,-0.004394035140991211,0.03435956,0.033478595,0.048902527540173296,0.05716857078573026
2017-06-13,0.0009555597686767578,0.039026078,0.037994944,0.05692156448397195,0.06561224858267427
2017-06-14,-0.0019339850845336915,0.037991382,0.040238,0.05237364596062137,0.06209789199714448
2017-06-15,0.005623941123962402,0.0356667,0.039524533,0.04756295881147732,0.05518250932615571
2017-06-16,-0.027902909286499022,0.035960454,0.040710986,0.0439962881634677,0.05472307636753514
2017-06-19,-0.022148703193664552,0.044607855,0.047753647,0.06067015187291555,0.07059490179412185
2017-06-20,-0.022003627548217775,0.037612494,0.044743605,0.05223399270495497,0.06338341541461465
2017-06-21,-0.02616047822570801,0.037007935,0.041964162,0.06253893293887416,0.06988880833534714
2017-06-22,-0.005577175636291504,0.036535285,0.041344132,0.0620758721437693,0.07157265512806621
2017-06-23,-0.019047128868103027,0.03815323,0.041221038,0.0663463216986245,0.07865247813249102
2017-06-26,-0.050754191444396975,0.03848108,0.041940875,0.061656912376769776,0.0733442775041734
2017-06-27,-0.06765407346343995,0.030097604,0.037128154,0.04218079583980305,0.057258012994119624
2017-06-28,-0.06884647885894775,0.03917077,0.044133745,0.05714390716733576,0.06784497054240311
2017-06-29,-0.06059132462310791,0.03023388,0.03597811,0.038766641247324124,0.050037082406273185
2017-06-30,-0.08476152056121826,0.03181347,0.039024744,0.03764574011631644,0.04845934407195365
2017-07-03,-0.09459737790679931,0.03419782,0.045333885,0.028465376099080283,0.040106219566733076
2017-07-04,-0.09560471100616455,0.03419782,0.045333885,0.028465376099080283,0.03926290731620596
2017-07-05,-0.12138055574798584,0.035700794,0.04528037,0.03799487325548268,0.04890822173890093
2017-07-06,-0.12463728231048583,0.025997497,0.0375846,0.0286399426686634,0.040975086733942734
2017-07-07,-0.125988890083313,0.032567088,0.042173944,0.0394005935263366,0.05171537378232209
2017-07-10,-0.12537604530334473,0.03352507,0.04189069,0.04632445493885566,0.06036904632939721
2017-07-11,-0.13248026323699952,0.032716148,0.04191749,0.049200209479883496,0.06391562433161392
2017-07-12,-0.13865112940216065,0.040260766,0.04790697,0.06190681820269928,0.07763805904852379
2017-07-13,-0.133522369392395,0.042210825,0.048926506,0.06455471743185004,0.08079742450883161
2017-07-14,-0.14381287851715088,0.0470816,0.053046197,0.0727722090021223,0.08961831509767808
2017-07-17,-0.14266082841491698,0.047026195,0.05265591,0.07307724111318338,0.08982886538947639
2017-07-18,-0.143884699508667,0.047652166,0.04997969,0.08049356400621092,0.09503095755939431
2017-07-19,-0.10852377346038819,0.053280823,0.05319267,0.0871197434790198,0.10159579343849737
2017-07-20,-0.09517480587005615,0.053118978,0.05178275,0.08804954015490488,0.10329519539789273
2017-07-21,-0.09160653902435303,0.052731566,0.050239567,0.08810650398287402,0.10188245293867641
2017-07-24,-0.08962343676757813,0.05161174,0.04698372,0.09175218897290538,0.10346463560633205
2017-07-25,-0.089926064453125,0.05468578,0.05186307,0.08978234305087227,0.10184634273032057
2017-07-26,-0.09947123822021485,0.054983903,0.05661201,0.0934721290690088,0.10405962073170393
2017-07-27,-0.10722416203308105,0.05395773,0.060775045,0.08727960970590118,0.09776255593610161
2017-07-28,-0.10336118336486816,0.05254425,0.062418036,0.08578936246451244,0.0959020468932721
2017-07-31,-0.11007677110290527,0.051777847,0.065377414,0.08053582749147835,0.0913754933904429
2017-08-01,-0.11354021754455566,0.05435377,0.06892042,0.083262741062651,0.09680757981050463
2017-08-02,-0.10353989868164062,0.0548732,0.07146669,0.08676509771134028,0.101300800813313
2017-08-03,-0.09843639520263672,0.05256972,0.071946524,0.08253323655607714,0.09830698676977513
2017-08-04,-0.0989146577758789,0.05455813,0.07519315,0.08413373636772901,0.09955140010388631
2017-08-07,-0.1212734468383789,0.0562952,0.076439485,0.09053206052866096,0.10514070481571283
2017-08-08,-0.11475419778442383,0.053744845,0.07482957,0.08899219963065393,0.10327575143954738
2017-08-09,-0.10848753985595704,0.053361695,0.07304638,0.0877132698156026,0.10222411106389008
2017-08-10,-0.11834547467041015,0.03811487,0.06308474,0.06360470778475012,0.08133796655083621
2017-08-11,-0.09970877422332763,0.03943906,0.06378119,0.07156861844341737,0.08801391076334195
2017-08-14,-0.10079946698760986,0.049878933,0.07037026,0.08565154675168363,0.10333463885625076
2017-08-15,-0.10786702103424073,0.049355246,0.07062719,0.08557069486682396,0.10562847039935111
2017-08-16,-0.10828897690582276,0.050845437,0.07188664,0.08735127387657222,0.10890672177640005
2017-08-17,-0.10805117398834228,0.034623586,0.0585451,0.0650986301118144,0.09085939518178708
2017-08-18,-0.10689301289367675,0.03272467,0.054835662,0.0641045194366093,0.08981942118113716
2017-08-21,-0.10654609950256348,0.03392537,0.0562587,0.06330151321652681,0.0891738817640669
2017-08-22,-0.12460941469573975,0.044203393,0.065804295,0.07924954750507616,0.10328630673122052
2017-08-23,-0.12316711033630372,0.04059714,0.061531287,0.07528964268979513,0.10248466010571956
2017-08-24,-0.11696263719177247,0.03843846,0.06013505,0.07210334340919312,0.10052582018782864
2017-08-25,-0.11499727281951905,0.040175635,0.061608184,0.06991482988947172,0.10020082831262547
2017-08-28,-0.1158395590133667,0.040682275,0.06135173,0.0727722090021223,0.10311742206444838
2017-08-29,-0.11185356147003174,0.041559383,0.064124234,0.07719333706967046,0.10665233369165773
2017-08-30,-0.11909102884674072,0.046366334,0.06544119,0.09019579018935868,0.11423103311306099
2017-08-31,-0.0923349662399292,0.052352574,0.06815049,0.10043090379544477,0.12279137466007783
2017-09-01,-0.08895676413726807,0.054438904,0.07007094,0.10030227579680441,0.12299525845187206
2017-09-04,-0.09482381029510498,0.054438904,0.07007094,0.10030227579680441,0.12220416711804424
2017-09-05,-0.09766113451385498,0.04647704,0.058670666,0.09016455196111747,0.11348438511259433
2017-09-06,-0.0881128173751831,0.04975118,0.061314754,0.0935456307825176,0.11529100661372345
2017-09-07,-0.08856414022064209,0.049563866,0.06020216,0.0959675122426292,0.12190861895119283
2017-09-08,-0.08567128699493408,0.048001222,0.06083531,0.08660706902729665,0.11430214244643876
2017-09-11,-0.08398165274047852,0.05936082,0.07346832,0.0989480067254067,0.13006563724795764
2017-09-12,-0.07814845426940918,0.06292446,0.07646087,0.1017245339531978,0.13178114991569645
2017-09-13,-0.09176347387695312,0.06372922,0.078374475,0.10333054639336278,0.13023118866472774
2017-09-14,-0.08459846059417725,0.06255835,0.08057913,0.09679624406243961,0.12653294778741642
2017-09-15,-0.08571843492126464,0.06452109,0.08373565,0.10032065122518165,0.1303756294981514
2017-09-18,-0.07623350547790528,0.06607095,0.086802155,0.09905642175283205,0.13066895549833468
2017-09-19,-0.08309279228973389,0.0672545,0.08872213,0.10088661441919859,0.13596882300164714
2017-09-20,-0.08837944723510742,0.06793151,0.09075588,0.09767458953886865,0.13158671033224162
2017-09-21,-0.11387382681274415,0.06467868,0.08815904,0.09056513629973992,0.12376635028568718
2017-09-22,-0.10574081059265136,0.06536837,0.087689854,0.09008921270477109,0.12515242674488689
2017-09-25,-0.09332661057281494,0.06300107,0.08508617,0.07815069688812123,0.1109838920693649
2017-09-26,-0.09174553758239747,0.06307778,0.08451337,0.08072141931808785,0.11243330027860407
2017-09-27,-0.09806128721618652,0.0674206,0.08725774,0.09109434863700255,0.1232969175770605
2017-09-28,-0.08825873533630371,0.06870644,0.08922819,0.0902270284175999,0.12626795441225083
2017-09-29,-0.0853064164428711,0.07266611,0.090390876,0.09872198895636754,0.1340899810838062
2017-10-02,-0.08324260327148437,0.076821625,0.09781309,0.09920342517984948,0.13564105341810898
2017-10-03,-0.07136916481018066,0.07914631,0.10190455,0.10161795646861022,0.13867764417000675
2017-10-04,-0.067892945022583,0.0804917,0.10287646,0.10231254766126735,0.1369587982522659
2017-10-05,-0.0642393331604004,0.08659301,0.10841235,0.11302542240515984,0.14674522025838235
2017-10-06,-0.06369242168426514,0.085426405,0.1083286,0.11439071673358377,0.14986014238532916
2017-10-09,-0.06025988463592529,0.083467826,0.10771542,0.11328084085960245,0.15274229255379715
2017-10-10,-0.04715387082672119,0.08598408,0.1111031,0.11419777473562356,0.15457724667994413
2017-10-11,-0.04710086438751221,0.08794266,0.11315739,0.11745573818689645,0.15924490776619465
2017-10-12,-0.049319186073303226,0.086107574,0.11160584,0.11538666495162661,0.15982989314156026
2017-10-13,-0.049443381729125976,0.08706129,0.113100454,0.1195137861651399,0.1662441772289026
2017-10-16,-0.03609340748596192,0.08896447,0.11724885,0.12357108075081992,0.16978408873111495
2017-10-17,-0.037108544021606446,0.089696884,0.11921882,0.12505581536369556,0.1689918863139532
2017-10-18,-0.03704409574127197,0.0905058,0.12701336,0.12353800497974111,0.17158348819057295
2017-10-19,-0.039032956764221194,0.09086349,0.12727807,0.11954502439338112,0.16975186731442818
2017-10-20,-0.044795690238952635,0.09644526,0.13533695,0.12252184379048328,0.17606504281837396
2017-10-23,-0.04425020538330078,0.09208965,0.13267632,0.11498975569867967,0.1733762211500267
2017-10-24,-0.053790222717285154,0.09385655,0.1408426,0.1172664712746116,0.17695113177726113
2017-10-25,-0.033425164123535155,0.088755846,0.13537735,0.11263953840923913,0.17378954415028502
2017-10-26,-0.03973688709259033,0.0901396,0.1388521,0.10948447735687833,0.17662947315206
2017-10-27,-0.037165370124816896,0.09894032,0.14047419,0.141751729587196,0.20515931546155786
2017-10-30,-0.03139373578643799,0.09543198,0.13631561,0.14434634007405298,0.2095414281309634
2017-10-31,-0.03107882544708252,0.09646657,0.13770263,0.1481996674047464,0.21436408534231088
2017-11-01,-0.025314415412902833,0.098212264,0.1405141,0.14821620529028573,0.21617070684344
2017-11-02,-0.01713394915008545,0.09842089,0.14446831,0.14596337777124432,0.21711068334402742
2017-11-03,-0.020112943496704103,0.101822786,0.14558423,0.15683979382769356,0.22583546522448047
2017-11-06,-0.02565204652404785,0.10322348,0.14603345,0.160152883564098,0.2300381379354404
2017-11-07,-0.022418187744140627,0.10301486,0.14646223,0.1614704017787414,0.23184420389490265
2017-11-08,-0.03803795671844482,0.104607224,0.14676051,0.16606977150154817,0.23793238502370775
2017-11-09,-0.032940163551330566,0.10045182,0.14182469,0.15989562756681763,0.22740042610045857
2017-11-10,-0.031080343971252443,0.09946401,0.13989122,0.1593186391157743,0.2267687752250638
2017-11-13,-0.025315996376037597,0.10054547,0.14074232,0.16062513207339146,0.22530658955748323
2017-11-14,-0.022671932121276855,0.09800365,0.13927118,0.15648331051717645,0.22460216272370961
2017-11-15,-0.02097034620666504,0.09193643,0.13254581,0.15000045938570933,0.21451074834240252
2017-11-16,-0.019689858169555666,0.10088601,0.14165045,0.16484413042879065,0.23090089414431303
2017-11-17,-0.01976474917602539,0.097995125,0.13677795,0.16031826241949265,0.22548880722426382
2017-11-20,-0.021719209465026857,0.09939581,0.14028636,0.15923411214523928,0.22861595126788486
2017-11-21,-0.020976400314331053,0.10658712,0.14809743,0.17210058709493664,0.242745598026716
2017-11-22,-0.01187594709777832,0.10575689,0.14495108,0.17347690668038693,0.24056898577535551
2017-11-23,-0.011017270538330078,0.10575689,0.14495108,0.17347690668038693,0.24139952056754138
2017-11-24,-0.02712739678955078,0.10803043,0.1464992,0.17773449343537817,0.24824601607182034
2017-11-27,-0.028649005065917967,0.10760466,0.14760828,0.17712442921325605,0.24766436394645677
2017-11-28,-0.027745569702148438,0.11851292,0.16006373,0.18017291278102923,0.24861767344705266
2017-11-29,-0.031231560615539552,0.118099935,0.1651236,0.1597431115112871,0.2179445513862153
2017-11-30,-0.027490828804016113,0.12725824,0.18126501,0.16969891860604003,0.22703765739189846
2017-12-01,-0.024811956634521484,0.12497607,0.17928135,0.16461076248840045,0.2188873055951379
2017-12-04,-0.038786310493469235,0.12379242,0.18212648,0.15098170726105045,0.19751061779011075
2017-12-05,-0.04036003939056396,0.119590126,0.1768018,0.15124080080116858,0.1990405795410669
2017-12-06,-0.05642345339202881,0.11946238,0.17486823,0.1563748954897511,0.2049776533364443
2017-12-07,-0.056636381591796875,0.12274504,0.17830269,0.16064350750176856,0.21362799263351737
2017-12-08,-0.04201244010925293,0.12892722,0.18402982,0.1658419161896711,0.21875897547005768
2017-12-11,-0.04403019010925293,0.132542,0.18679747,0.17490467746529342,0.22760875422558874
2017-12-12,-0.050029501663208006,0.13429621,0.19257773,0.1730230335994707,0.2245216091819926
2017-12-13,-0.06262530394744872,0.13375974,0.19650172,0.17504800580663535,0.2254065870575457
2017-12-14,-0.0452634955368042,0.12914437,0.19276556,0.1741733354158818,0.22476771414047972
2017-12-15,-0.04486840156555176,0.1392777,0.19972885,0.18821400023888046,0.23700574152312848
2017-12-18,-0.04847059889984131,0.14538743,0.20656459,0.19684126386196382,0.2486076736970464
2017-12-19,-0.04811503618621826,0.14168751,0.20474204,0.19085087421100502,0.24225783244307772
2017-12-20,-0.05906431511688232,0.14074232,0.2033745,0.18934592662691438,0.24080009110883338
2017-12-21,-0.055163555824279786,0.14300744,0.20608228,0.18938451502650644,0.23809793644047786
2017-12-22,-0.044418026512146,0.14248374,0.20470849,0.18800268281254304,0.2370274076481421
2017-12-25,-0.039877305809021,0.14248374,0.20470849,0.18800268281254304,0.23731851148165742
2017-12-26,-0.04018617931365967,0.14127453,0.20432647,0.18212070818900958,0.23000424989375254
2017-12-27,-0.040694817611694335,0.14217721,0.20569351,0.1824863792137153,0.23144865822798874
2017-12-28,-0.03601061328125,0.14427195,0.20876972,0.1836385185729642,0.23219475068678835
2017-12-29,-0.03548782866668701,0.13834102,0.20301293,0.1753695758032359,0.2258449094328197
2018-01-01,-0.030731072059631347,0.13834102,0.20301293,0.1753695758032359,0.22586990880783536
2018-01-02,-0.03262620662689209,0.14779308,0.20811272,0.1964866180942843,0.24130118969247982
2018-01-03,-0.03103992039489746,0.1551376,0.21291469,0.2083314192262107,0.2541069806588168
2018-01-04,-0.026282640815734865,0.15979123,0.22033405,0.20994478183772655,0.26329730645622745
2018-01-05,-0.021751207374572753,0.16794893,0.23107675,0.22257053867568283,0.27681530183967623
2018-01-08,-0.021040665771484376,0.16989046,0.23045044,0.22685936365891526,0.28097908663394516
2018-01-09,-0.01905193551635742,0.17141475,0.23545346,0.22710008177065616,0.27915857659114074
2018-01-10,-0.016593325439453126,0.17011186,0.23464218,0.224292316314624,0.27623642742264765
2018-01-11,-0.016755378509521485,0.17834203,0.24464811,0.23271377513988287,0.2811096389256935
2018-01-12,-0.019191121360778808,0.18629536,0.25576654,0.2419106770426585,0.28835834659689064
2018-01-15,-0.019191121360778808,0.18629536,0.25576654,0.2419106770426585,0.29048940443155585
2018-01-16,-0.0213505465927124,0.18211429,0.2552638,0.23797833536994334,0.286973936762692
2018-01-17,-0.022015242919921876,0.19324395,0.27097312,0.2514181236850083,0.30495848714893237
2018-01-18,-0.02027039535522461,0.1913152,0.26621154,0.2516202533971573,0.30829507040101767
2018-01-19,-0.022826110481262207,0.1965394,0.2688352,0.2558374142097187,0.31219108411178603
2018-01-22,-0.02512133988952637,0.20619155,0.2757887,0.2690585349270954,0.32140029832587513
2018-01-23,-0.017480774238586426,0.20881425,0.27560428,0.27956560487316356,0.3304561830398684
2018-01-24,-0.018275083557128907,0.20813735,0.27761465,0.27146020341599214,0.31936646028293725
2018-01-25,-0.010468147857666015,0.2088654,0.28446066,0.27089975285048834,0.3159376571141276
2018-01-26,-0.005546414581298828,0.22317982,0.2953583,0.2905008223004199,0.3343727517923162
2018-01-29,-0.004666969604492187,0.21494539,0.286733,0.284133736367729,0.32355691107722295
2018-01-30,-0.005321776779174805,0.20170394,0.2690868,0.27355132716531444,0.3100994697354788
2018-01-31,-0.005587221481323242,0.20229155,0.27261516,0.27709043467075817,0.3173615104066842
2018-02-01,0.0015685203475952149,0.20151235,0.27443144,0.2681801894506665,0.3192036865745023
2018-02-02,0.0025077188873291016,0.17603002,0.2420313,0.24223224703925905,0.28294514859350733
2018-02-05,0.00984288200378418,0.12783723,0.18483719,0.19365312703852405,0.23606354285587308
2018-02-06,0.010063311042785645,0.14750774,0.2124324,0.22490238053674613,0.2580941032029755
2018-02-07,0.012706924095153808,0.14176838,0.21148728,0.20947437087127097,0.2458410761953173
2018-02-08,0.014927555809020996,0.09891048,0.16121958,0.15877288889297234,0.19928168462455104
