Dates,portfolio_returns,baseline_returns,djia_returns,M1WD Index_returns,MXWO000G Index_returns
2017-04-24,0.0,0.010840069,0.010518463,0.015467574854548083,0.01400950275203472
2017-04-25,-0.004268434700012207,0.01699678,0.021820353,0.021853270895416513,0.01911840805381772
2017-04-26,-0.004465356300354004,0.016502822,0.020796917,0.022042476704034798,0.019706449640118705
2017-04-27,-0.005945073173522949,0.017064866,0.021100612,0.021332954921716055,0.02170579103354205
2017-04-28,-0.007590392219543457,0.015119071,0.019114006,0.01981930845276949,0.021475278731711952
2017-05-01,-0.0076957353134155275,0.016877552,0.017797617,0.022089778156189472,0.02452839064778677
2017-05-02,-0.011844052879333496,0.01808667,0.019570544,0.02497516673761885,0.027534459236957333
2017-05-03,-0.014996008903503418,0.016792314,0.019960357,0.023366917364363075,0.02513995389753966
2017-05-04,-0.026122852775573732,0.017384192,0.019647444,0.024502152216073065,0.02753916356964763
2017-05-05,-0.026220784172058104,0.021543967,0.022346947,0.02932690033584039,0.032991485157830416
2017-05-08,-0.012441202484130859,0.02158222,0.022606822,0.030651340996168536,0.034097003340076225
2017-05-09,-0.007028701919555664,0.020534843,0.020830471,0.029468804692304007,0.034379263301500866
2017-05-10,-0.015757766860961916,0.021688662,0.01924052,0.03140816423064195,0.035527120477960195
2017-05-11,-0.015619807693481445,0.019478943,0.018087624,0.030083723570313674,0.033692430728701296
2017-05-12,-0.01041892741394043,0.017971704,0.0169775,0.0312662598741782,0.03601637107776281
2017-05-15,-0.004557396675109863,0.02283406,0.02113027,0.03656402251549118,0.039831584889683434
2017-05-16,-0.004662599220275879,0.022131478,0.021023715,0.03963861690553898,0.04267300183468977
2017-05-17,-0.018801116371154784,0.0035509532,0.002879629,0.027624048058275407,0.029651408947640873
2017-05-18,-0.010776733894348144,0.007250863,0.005609359,0.024738659476845892,0.030851013783694967
2017-05-19,-0.02236665712738037,0.014067433,0.012511344,0.03230689182157898,0.03778990450204657
2017-05-22,-0.018931691246032716,0.019300153,0.016890908,0.03826687479305616,0.04447476125511595
2017-05-23,-0.01923889527130127,0.021173498,0.01898749,0.0392602052883024,0.04412193630333536
2017-05-24,0.004307770378112793,0.023715328,0.022613665,0.03992242561846648,0.045989556381427404
2017-05-25,0.0038696584396362304,0.028262619,0.026046121,0.04441606357315177,0.05163945994260714
2017-05-26,-0.022197528175354003,0.028581945,0.025916185,0.04361193888652381,0.051338382650421094
2017-05-29,-0.01469011424255371,0.028581945,0.025916185,0.043186225817132565,0.051112574681281504
2017-05-30,0.031672060173034665,0.02734289,0.023443477,0.042098292417577246,0.05088676671214192
2017-05-31,0.03892407122039795,0.026870344,0.022430213,0.04233479967835021,0.05331420238039253
2017-06-01,0.03856211923980713,0.034644894,0.029026031,0.048389385554136466,0.059406313214470624
2017-06-02,0.0429074338760376,0.03848108,0.032048713,0.05510619176008706,0.06780825139953914
2017-06-05,0.06690454532623291,0.03721656,0.030965872,0.05378175109975879,0.06635461259820304
2017-06-06,0.0688915943222046,0.034334093,0.028639166,0.05084906106617473,0.0621630521710497
2017-06-07,0.06510228073883056,0.035956193,0.030462187,0.05141667849202973,0.06284518041115875
2017-06-08,0.08112407833099365,0.036233008,0.030892396,0.050565252353247235,0.05951451286635002
2017-06-09,0.04709797299957275,0.035372943,0.03524525,0.04980842911877395,0.05230277085195479
2017-06-12,0.03993633099365235,0.03435956,0.033478595,0.046781136180880825,0.04714211789057724
2017-06-13,0.036193244537353515,0.039026078,0.037994944,0.05193699446573005,0.054706684856753056
2017-06-14,0.030233604347229003,0.037991382,0.040238,0.053308736578213,0.05620266265230289
2017-06-15,0.02610315198516846,0.0356667,0.039524533,0.045456695520552544,0.04814414075363417
2017-06-16,0.03270165271759033,0.035960454,0.040710986,0.04862589281490942,0.05123959166392251
2017-06-19,0.035413359199523924,0.044607855,0.047753647,0.056241426611797055,0.060643552712047945
2017-06-20,0.03550021747589111,0.037612494,0.044743605,0.04900430443214613,0.05346003669379514
2017-06-21,0.04616777289581299,0.037007935,0.041964162,0.047585260867508646,0.055101848802747384
2017-06-22,0.05600446993255615,0.036535285,0.041344132,0.048767797171373174,0.0559674460177825
2017-06-23,0.04412726100921631,0.03815323,0.041221038,0.05075445816186552,0.05882297596085994
2017-06-26,0.07084530598449706,0.03848108,0.041940875,0.05297762641313097,0.05882768029355045
2017-06-27,0.07927933568572998,0.030097604,0.037128154,0.047963672484745354,0.050632732746859914
2017-06-28,0.08051740367889404,0.03917077,0.044133745,0.05449127288207753,0.058216117043797345
2017-06-29,0.08668155487823487,0.03023388,0.03597811,0.04895700297999146,0.04761255115961803
2017-06-30,0.11433428862762451,0.03181347,0.039024744,0.04706494489380832,0.046441172319706576
2017-07-03,0.11445582176971436,0.03419782,0.045333885,0.04961922331015567,0.04444183092628323
2017-07-04,0.1275765258102417,0.03419782,0.045333885,0.047963672484745354,0.04274827115773644
2017-07-05,0.13672477989959717,0.035700794,0.04528037,0.04909890733645521,0.04582960906995347
2017-07-06,0.13886495571899415,0.025997497,0.0375846,0.04342273307790553,0.03920590864185922
2017-07-07,0.13780029135131835,0.032567088,0.042173944,0.0450309824511613,0.04321870442677723
2017-07-10,0.1399087420349121,0.03352507,0.04189069,0.047774466676126934,0.04690690125605685
2017-07-11,0.14368664543151854,0.032716148,0.04191749,0.04815287829336364,0.046859857929152815
2017-07-12,0.1505004309692383,0.040260766,0.04790697,0.05789697743720736,0.05796208307851534
2017-07-13,0.1562766307373047,0.042210825,0.048926506,0.06125538054018267,0.05989085948158273
2017-07-14,0.16507492172241212,0.0470816,0.053046197,0.06740456932027813,0.06720139248247654
2017-07-17,0.1606853289642334,0.047026195,0.05265591,0.06820869400690609,0.06760126076116116
2017-07-18,0.15761399467468262,0.047652166,0.04997969,0.06896551724137936,0.06989697511408026
2017-07-19,0.18882355850982666,0.053280823,0.05319267,0.07416867697838327,0.07538222703109576
2017-07-20,0.17911294876861572,0.053118978,0.05178275,0.07639184522964858,0.07788963635508311
2017-07-21,0.17452586988067628,0.052731566,0.050239567,0.07431058133484701,0.07629486757303491
2017-07-24,0.17566425566864013,0.05161174,0.04698372,0.0729388392223642,0.0749447240908879
2017-07-25,0.17231274044799805,0.05468578,0.05186307,0.075445816186557,0.07521757538693152
2017-07-26,0.1730310517807007,0.054983903,0.05661201,0.07615533796887562,0.07734863809568616
2017-07-27,0.17496838930511474,0.05395773,0.060775045,0.07781088879428606,0.07684527449781266
2017-07-28,0.16307847914886475,0.05254425,0.062418036,0.07558772054302063,0.07439431716611014
2017-07-31,0.16314670909118653,0.051777847,0.065377414,0.07634454377749404,0.07265841840334962
2017-08-01,0.16295055154418944,0.05435377,0.06892042,0.0812165933494159,0.07748976807639849
2017-08-02,0.15231802572631836,0.0548732,0.07146669,0.08140579915803418,0.07829891329914855
2017-08-03,0.14683886685180664,0.05256972,0.071946524,0.08012865994986045,0.07760267206096817
2017-08-04,0.14745722470855713,0.05455813,0.07519315,0.08008135849770591,0.07732982076492455
2017-08-07,0.14658634827423095,0.0562952,0.076439485,0.08296674707913529,0.08032177635602401
2017-08-08,0.14586284244537354,0.053744845,0.07482957,0.08102738754079748,0.077024039140048
2017-08-09,0.15231926690673828,0.053361695,0.07304638,0.0775743815335131,0.07470950745636751
2017-08-10,0.1487365955657959,0.03811487,0.06308474,0.06608012865994986,0.061739662228912945
2017-08-11,0.16044618955993653,0.03943906,0.06378119,0.06338394588713876,0.06308039704567914
2017-08-14,0.1548068881149292,0.049878933,0.07037026,0.07189820727496342,0.07192454250364602
2017-08-15,0.16697279501342774,0.049355246,0.07062719,0.07024265644955298,0.07023568706778953
2017-08-16,0.16969738471984863,0.050845437,0.07188664,0.07369566245683748,0.07376864091828593
2017-08-17,0.1707459220046997,0.034623586,0.0585451,0.06555981268624954,0.06440231453168373
2017-08-18,0.17279550760650636,0.03272467,0.054835662,0.062296012487583444,0.060935221338853186
2017-08-21,0.16917854273223876,0.03392537,0.0562587,0.06366775460006627,0.06207366984993192
2017-08-22,0.1456519593887329,0.044203393,0.065804295,0.07104678113618093,0.07161405654607896
2017-08-23,0.1463969133682251,0.04059714,0.061531287,0.07000614918878015,0.06894669991061787
2017-08-24,0.1463698808517456,0.03843846,0.06013505,0.06967503902369798,0.0672813661382133
2017-08-25,0.14686464385223388,0.040175635,0.061608184,0.07246582470081829,0.06923836853742311
2017-08-28,0.1471101545791626,0.040682275,0.06135173,0.07326994938744624,0.07127534459236969
2017-08-29,0.14217984073638917,0.041559383,0.064124234,0.07232392034435453,0.07216916780354722
2017-08-30,0.12753163944244386,0.046366334,0.06544119,0.07445248569131077,0.07525050571576425
2017-08-31,0.12348173342132568,0.052352574,0.06815049,0.08045977011494249,0.08268335136660876
2017-09-01,0.12950469372558593,0.054438904,0.07007094,0.083912776122227,0.08533659500399873
2017-09-04,0.1277095581741333,0.054438904,0.07007094,0.08178421077527076,0.0840805381756598
2017-09-05,0.1260753893966675,0.04647704,0.058670666,0.07776358734213139,0.08061814931551976
2017-09-06,0.11429464496612549,0.04975118,0.061314754,0.07979754978477842,0.08295149832996208
2017-09-07,0.1150325376663208,0.049563866,0.06020216,0.08348706305283575,0.0881074469586489
2017-09-08,0.11213799252319336,0.048001222,0.06083531,0.0836289674092995,0.08727007573975643
2017-09-11,0.11425355903625488,0.05936082,0.07346832,0.09308925784021573,0.09566260525944413
2017-09-12,0.11225116564941406,0.06292446,0.07646087,0.0965422638475001,0.09736086936068121
2017-09-13,0.11098725268554688,0.06372922,0.078374475,0.09550163190009932,0.09580843957284675
2017-09-14,0.10799131416320801,0.06255835,0.08057913,0.09408258833546197,0.09253892835301315
2017-09-15,0.10452649959564209,0.06452109,0.08373565,0.0965422638475001,0.09459001740603104
2017-09-18,0.11685126776885986,0.06607095,0.086802155,0.0992384466203112,0.09528625864421142
2017-09-19,0.11702482395172119,0.0672545,0.08872213,0.10155621777588572,0.09704097473773356
2017-09-20,0.11652226718902588,0.06793151,0.09075588,0.10311716569698695,0.09823587524109714
2017-09-21,0.15088612769317628,0.06467868,0.08815904,0.09862352774230167,0.09213435574163822
2017-09-22,0.15136840454101563,0.06536837,0.087689854,0.10004257130693915,0.0938090981794234
2017-09-25,0.14069930206298828,0.06300107,0.08508617,0.09573813916087229,0.08819212494707639
2017-09-26,0.1465148585357666,0.06307778,0.08451337,0.0920013244406604,0.0855247683116151
2017-09-27,0.13350312593078614,0.0674206,0.08725774,0.0946975072134715,0.08954226842922339
2017-09-28,0.129579049118042,0.06870644,0.08922819,0.09625845513457261,0.09192266077056975
2017-09-29,0.12364662210083008,0.07266611,0.090390876,0.10136701196726743,0.09763842498941534
2017-10-02,0.1213330124206543,0.076821625,0.09781309,0.1035428787663782,0.09939784541562778
2017-10-03,0.13761181031799316,0.07914631,0.10190455,0.10761080365167211,0.1020934280472315
2017-10-04,0.1350095403060913,0.0804917,0.10287646,0.10884064140769117,0.10408336077527404
2017-10-05,0.1331798338699341,0.08659301,0.10841235,0.11163142708481148,0.10684950839723391
2017-10-06,0.13261206104278564,0.085426405,0.1083286,0.11078000094602912,0.10614385849367274
2017-10-09,0.13320939209747315,0.083467826,0.10771542,0.1100231777115557,0.10603095450910305
2017-10-10,0.12043821033477783,0.08598408,0.1111031,0.11555744761364177,0.11002493296325923
2017-10-11,0.12054390845489502,0.08794266,0.11315739,0.1175914100562888,0.11268758526603001
2017-10-12,0.11847794245910645,0.086107574,0.11160584,0.11778061586490708,0.11394834642705945
2017-10-13,0.12181792449951172,0.08706129,0.113100454,0.12042949718556363,0.11713788399115586
2017-10-16,0.11991539221191407,0.08896447,0.11724885,0.12203774655881941,0.11801288987157178
2017-10-17,0.11922488348388671,0.089696884,0.11921882,0.1200983870204816,0.11686032836242194
2017-10-18,0.12187236306762696,0.0905058,0.12701336,0.12175393784589192,0.11768358658324332
2017-10-19,0.12313184915161132,0.09086349,0.12727807,0.12199044510666474,0.1176600649197912
2017-10-20,0.12667443191528321,0.09644526,0.13533695,0.12350409157561144,0.11846450580985096
2017-10-23,0.12267418704986573,0.09208965,0.13267632,0.1203821957334091,0.11508209060544768
2017-10-24,0.12885421060180663,0.09385655,0.1408426,0.12071330589849114,0.11554781954179817
2017-10-25,0.12827906721496582,0.088755846,0.13537735,0.11697649117827913,0.11225008232582215
2017-10-26,0.13351981846618652,0.0901396,0.1388521,0.11740220424767037,0.1135249564849227
2017-10-27,0.1333165097503662,0.09894032,0.14047419,0.12199044510666474,0.12356400244625315
2017-10-30,0.13736870613098145,0.09543198,0.13631561,0.12265266543682894,0.12448605165357311
2017-10-31,0.1363191309967041,0.09646657,0.13770263,0.12421361335793005,0.12738392059086429
2017-11-01,0.13834610987854004,0.098212264,0.1405141,0.12752471500875082,0.1284941431058006
2017-11-02,0.15463893617248536,0.09842089,0.14446831,0.12842344259968783,0.1286211600884416
2017-11-03,0.16032593533325196,0.101822786,0.14558423,0.12941677309493407,0.13234228724655417
2017-11-06,0.1614531288909912,0.10322348,0.14603345,0.13064661085095314,0.1344545326245474
2017-11-07,0.1636746083831787,0.10301486,0.14646223,0.13111962537249894,0.13502846121277706
