Dates,portfolio_returns,baseline_returns,djia_returns,DJI Index_returns,BE500 Index_returns
2017-06-22,0.01460055744934082,0.036535285,0.041344132,0.04134416598208284,0.03135998734527626
2017-06-23,0.02336178221130371,0.03815323,0.041221038,0.041221038205624366,0.02839403646142289
2017-06-26,-0.0038458031005859377,0.03848108,0.041940875,0.04194082469329995,0.03258591371060232
2017-06-27,-0.013693278289794922,0.030097604,0.037128154,0.0371281346482537,0.02408352117688921
2017-06-28,-0.025406230209350587,0.03917077,0.044133745,0.0441337644589971,0.02345078498833395
2017-06-29,-0.03345446447753906,0.03023388,0.03597811,0.03597813094955365,0.009491042828330786
2017-06-30,-0.02868234780883789,0.03181347,0.039024744,0.03902469174255504,0.005813263732352587
2017-07-03,-0.025140244506835937,0.03419782,0.045333885,0.04533389527617619,0.01728160714991895
2017-07-04,-0.01898596382141113,0.03419782,0.045333885,0.04533389527617619,0.013841104124649029
2017-07-05,-0.03399833491516113,0.035700794,0.04528037,0.045280361460324624,0.015185668525329122
2017-07-06,-0.03337861349487305,0.025997497,0.0375846,0.03758463209615075,0.008818760627990627
2017-07-07,-0.03190686489868164,0.032567088,0.042173944,0.04217394012778044,0.007869656345157627
2017-07-10,-0.029578702667236327,0.03352507,0.04189069,0.04189069757482091,0.012496539723968712
2017-07-11,-0.021567928497314454,0.032716148,0.04191749,0.04191746448274661,0.005773717720567912
2017-07-12,-0.013894170852661133,0.040260766,0.04790697,0.0479069251344186,0.020959386245897146
2017-07-13,-0.015286272659301757,0.042210825,0.048926506,0.048926500990862355,0.023767153082611583
2017-07-14,0.0030222996673583986,0.0470816,0.053046197,0.053046171456158885,0.02487444141258362
2017-07-17,-0.0027541358032226564,0.047026195,0.05265591,0.0526558612714964,0.025704907660062483
2017-07-18,-0.00802133251953125,0.047652166,0.04997969,0.04997965714997651,0.015027484478190418
2017-07-19,0.01882144610595703,0.053280823,0.05319267,0.05319265944317053,0.022462134693716166
2017-07-20,0.02198996662902832,0.053118978,0.05178275,0.05178277340206429,0.01874480958595329
2017-07-21,0.03804020608520508,0.052731566,0.050239567,0.05023953949238269,0.008027840392296441
2017-07-24,0.0364959049987793,0.05161174,0.04698372,0.04698371014650745,0.005417803614505495
2017-07-25,0.038048691177368164,0.05468578,0.05186307,0.05186307412584155,0.010202871040455508
2017-07-26,0.02638253288269043,0.054983903,0.05661201,0.05661201026291918,0.01566022066674568
2017-07-27,0.022563749618530273,0.05395773,0.060775045,0.06077499445195004,0.015225214537114022
2017-07-28,0.03300065771484375,0.05254425,0.062418036,0.062417995927536774,0.005101435520227754
2017-07-31,0.026882811248779295,0.051777847,0.065377414,0.06537744260201601,0.003598687072408734
2017-08-01,0.028117955917358398,0.05435377,0.06892042,0.06892040786927627,0.010361055087594434
2017-08-02,0.018271811737060547,0.0548732,0.07146669,0.07146667081959315,0.006248269861984356
2017-08-03,0.018431325210571288,0.05256972,0.071946524,0.07194652847804336,0.007118282121248005
2017-08-04,0.01337862892150879,0.05455813,0.07519315,0.07519311107390796,0.017202515126349596
2017-08-07,0.037578440307617186,0.0562952,0.076439485,0.07643947564114044,0.016055680784592883
2017-08-08,0.03136052157592773,0.053744845,0.07482957,0.07482956779717118,0.018032981373828458
2017-08-09,0.027841048431396485,0.053361695,0.07304638,0.07304640505826437,0.010202871040455508
2017-08-10,0.025452626556396483,0.03811487,0.06308474,0.0630847352704139,0.0005536441649859072
2017-08-11,0.04339079672241211,0.03943906,0.06378119,0.06378116154753614,-0.009688772887254388
2017-08-14,0.05113569451904297,0.049878933,0.07037026,0.07037020093674448,0.0007118282121248342
2017-08-15,0.04856648522949219,0.049355246,0.07062719,0.07062716325283161,0.002293668683513205
2017-08-16,0.051779409805297855,0.050845437,0.07188664,0.07188666793850039,0.009174674734053043
2017-08-17,0.05565619000244141,0.034623586,0.0585451,0.05854506768621014,0.0037568711195475487
2017-08-18,0.056497301300048826,0.03272467,0.054835662,0.054835660918757086,-0.0034009570134852438
2017-08-21,0.05444399055480957,0.03392537,0.0562587,0.05625868707829961,-0.007355558191956395
2017-08-22,0.07783615682983398,0.044203393,0.065804295,0.06580425311566813,0.0011072883299719268
2017-08-23,0.08001818836975097,0.04059714,0.061531287,0.061531281268615255,-0.003954601178471151
2017-08-24,0.08081874757385255,0.03843846,0.06013505,0.0601350220169986,-0.002412306718867456
2017-08-25,0.08157244557189941,0.040175635,0.061608184,0.06160817529501999,-0.004033693202040615
2017-08-28,0.07380903559875489,0.040682275,0.06135173,0.06135169964998633,-0.00957013485190025
2017-08-29,0.06718739198303222,0.041559383,0.064124234,0.06412426464003866,-0.019140269703800384
2017-08-30,0.07413225410461426,0.046366334,0.06544119,0.06544119650998464,-0.011784711511844102
2017-08-31,0.07161331019592285,0.052352574,0.06815049,0.06815049426312164,-0.0048246134377348
2017-09-01,0.06582073316955567,0.054438904,0.07007094,0.07007089823902961,0.0005931901767706951
2017-09-04,0.06531442262268067,0.054438904,0.07007094,0.07007089823902961,-0.004785067425950125
2017-09-05,0.06599887664794922,0.04647704,0.058670666,0.058670628817934556,-0.005813263732352587
2017-09-06,0.07677467468261719,0.04975118,0.061314754,0.061314712649943405,-0.0052200735555818925
2017-09-07,0.0753045810546875,0.049563866,0.06020216,0.060202182622339395,-0.002768220824929873
2017-09-08,0.06058861752319336,0.048001222,0.06083531,0.06083534166254631,-0.0005931901767706951
2017-09-11,0.05324003968811035,0.05936082,0.07346832,0.07346834886138444,0.009570134851900136
2017-09-12,0.04908957496643066,0.06292446,0.07646087,0.07646088916748114,0.01467157037212789
2017-09-13,0.05048046632385254,0.06372922,0.078374475,0.07837447974864423,0.015383398584252724
2017-09-14,0.05464649992370606,0.06255835,0.08057913,0.08057909961961797,0.016648870961363464
2017-09-15,0.05298992268371582,0.06452109,0.08373565,0.08373564807064136,0.013050183888954844
2017-09-18,0.04770150700378418,0.06607095,0.086802155,0.08680216237682357,0.015818404713884605
2017-09-19,0.056310815231323245,0.0672545,0.08872213,0.08872207968167825,0.016886147032071742
2017-09-20,0.05577343139648438,0.06793151,0.09075588,0.09075587801298059,0.016134772808162234
2017-09-21,0.03939630348205567,0.06467868,0.08815904,0.08815900127313153,0.01886344762130732
2017-09-22,0.04199927308654785,0.06536837,0.087689854,0.0876898503778515,0.01981255190414043
2017-09-25,0.0486345196685791,0.06300107,0.08508617,0.08508616024325776,0.02131530035195945
2017-09-26,0.04912256335449219,0.06307778,0.08451337,0.0845133484136471,0.0214339383873137
2017-09-27,0.046127079010009765,0.0674206,0.08725774,0.0872576864826142,0.026139913789694363
2017-09-28,0.05424942088317871,0.06870644,0.08922819,0.08922821757700121,0.027721754261082733
2017-09-29,0.058665241439819334,0.07266611,0.090390876,0.09039087472308427,0.031913631510262164
2017-10-02,0.05695614883422852,0.076821625,0.09781309,0.09781309495536254,0.036026416735872244
2017-10-03,0.06394129580688476,0.07914631,0.10190455,0.10190453849957368,0.03863645351366307
2017-10-04,0.06577393162536621,0.0804917,0.10287646,0.10287642059280433,0.0365009688772888
2017-10-05,0.06299284135437011,0.08659301,0.10841235,0.10841230382289851,0.03942737374935726
2017-10-06,0.05751381356811523,0.085426405,0.1083286,0.1083285964017489,0.03543322655910143
2017-10-09,0.05717521383666992,0.083467826,0.10771542,0.10771539087472316,0.03729188911298298
2017-10-10,0.0713224118347168,0.08598408,0.1111031,0.11110310807601423,0.03748961917190658
2017-10-11,0.07128483712768555,0.08794266,0.11315739,0.11315734659155068,0.038240993395816096
2017-10-12,0.06077220216369629,0.086107574,0.11160584,0.11160583927396467,0.03847826946652437
2017-10-13,0.056239041458129885,0.08706129,0.113100454,0.11310040607832693,0.0408905761853916
2017-10-16,0.06270430488586426,0.08896447,0.11724885,0.1172487901357618,0.0405346620793293
2017-10-17,0.06544520204162597,0.089696884,0.11921882,0.11921883455909552,0.039031913631510276
2017-10-18,0.06775730897521973,0.0905058,0.12701336,0.12701335814706813,0.041958318503578965
2017-10-19,0.0722670062866211,0.09086349,0.12727807,0.12727810720000635,0.03590777870051799
2017-10-20,0.07270376113891601,0.09644526,0.13533695,0.13533689316986391,0.03946691976114216
2017-10-23,0.06886332485961914,0.09208965,0.13267632,0.13267626252204626,0.04057420809111397
2017-10-24,0.0667874266052246,0.09385655,0.1408426,0.14084260279465988,0.03764780321904529
2017-10-25,0.06281140753173828,0.088755846,0.13537735,0.135377286867279,0.031874085498477485
2017-10-26,0.06086659533691406,0.0901396,0.1388521,0.13885211818709203,0.042195594574287246
2017-10-27,0.05974249621582031,0.09894032,0.14047419,0.1404741928073912,0.047376122118084465
2017-10-30,0.054927438232421875,0.09543198,0.13631561,0.13631558865783927,0.04899750860125751
2017-10-31,0.05347407916259766,0.09646657,0.13770263,0.13770260115944527,0.052240281567603825
2017-11-01,0.05141896954345703,0.098212264,0.1405141,0.14051409983375318,0.05599715268715137
2017-11-02,0.04792960557556152,0.09842089,0.14446831,0.14446830214096332,0.05156799936726389
2017-11-03,0.048586499130249025,0.101822786,0.14558423,0.14558423886593966,0.054296674180408976
2017-11-06,0.048325807205200196,0.10322348,0.14603345,0.14603343624803872,0.055127140427887834
2017-11-07,0.051606170120239256,0.10301486,0.14646223,0.14646219344590367,0.04970933681338234
2017-11-08,0.05731986552429199,0.104607224,0.14676051,0.1467605228015123,0.049234784671965785
2017-11-09,0.0661725422821045,0.10045182,0.14182469,0.14182470498000757,0.03741052714833701
2017-11-10,0.06698611770629882,0.09946401,0.13989122,0.1398911608856635,0.03333728793451183
2017-11-13,0.06663605828857422,0.10054547,0.14074232,0.1407423485577018,0.026495827895756666
2017-11-14,0.06950551286315917,0.09800365,0.13927118,0.13927114196389304,0.02048483410448059
2017-11-15,0.07066438076782226,0.09193643,0.13254581,0.13254583467978995,0.015976588761023532
2017-11-16,0.06268867227172852,0.10088601,0.14165045,0.14165047674296383,0.02345078498833395
2017-11-17,0.06431626000976562,0.097995125,0.13677795,0.1367779261583746,0.020208012021987635
2017-11-20,0.06578737504577636,0.09939581,0.14028636,0.14028633778085803,0.026416735872187316
2017-11-21,0.06508018614196777,0.10658712,0.14809743,0.1480974081846393,0.03045042907422782
2017-11-22,0.0598793533782959,0.10575689,0.14495108,0.14495107982573294,0.02776130027286741
2017-11-23,0.05922795402526856,0.10575689,0.14495108,0.14495107982573294,0.028196306402499288
2017-11-24,0.06548931388854981,0.10803043,0.1464992,0.1464991804459466,0.027049472060742576
2017-11-27,0.06643329582214355,0.10760466,0.14760828,0.14760830377617806,0.02273895677620912
2017-11-28,0.06609813371276856,0.11851292,0.16006373,0.1600636760406001,0.027919484320006335
2017-11-29,0.060196851837158206,0.118099935,0.1651236,0.16512359498066953,0.030608613121366746
2017-11-30,0.05628132739257812,0.12725824,0.18126501,0.1812650138019911,0.027128564084312152
2017-12-01,0.05818541186523438,0.12497607,0.17928135,0.17928134258916797,0.019852097915925106
2017-12-04,0.06430339721679687,0.12379242,0.18212648,0.18212642156614645,0.02954087080317938
2017-12-05,0.06983058752441407,0.119590126,0.1768018,0.17680175357313893,0.0289476806264088
2017-12-06,0.0933359126586914,0.11946238,0.17486823,0.17486820947879486,0.027563570213943806
2017-12-07,0.08857660331726074,0.12274504,0.17830269,0.17830264710119262,0.028156760390714613
2017-12-08,0.08986081016540527,0.12892722,0.18402982,0.1840297920551925,0.03464230632340725
2017-12-11,0.08991036729431152,0.132542,0.18679747,0.1867974903347129,0.03377229406414371
2017-12-12,0.09671655261230469,0.13429621,0.19257773,0.19257768243351106,0.0407323921382529
2017-12-13,0.09756615632629395,0.13375974,0.19650172,0.19650171113542314,0.037370981136552336
2017-12-14,0.0883931692352295,0.12914437,0.19276556,0.1927655374600444,0.034128208170206016
2017-12-15,0.08954961332702636,0.1392777,0.19972885,0.19972882688915986,0.03128089532170668
2017-12-18,0.08327382182312011,0.14538743,0.20656459,0.2065646085023381,0.04369834302210626
2017-12-19,0.08347814839172363,0.14168751,0.20474204,0.20474202540812245,0.03926918970221856
2017-12-20,0.08502086128234863,0.14074232,0.2033745,0.2033744797486443,0.03207181555740109
2017-12-21,0.1082309292602539,0.14300744,0.20608228,0.20608231748862177,0.0383991774429548
2017-12-22,0.11266374160766601,0.14248374,0.20470849,0.20470844510545205,0.03693597500692045
2017-12-25,0.11442193879699707,0.14248374,0.20470849,0.20470844510545205,0.03693597500692045
2017-12-26,0.11632136405944825,0.14127453,0.20432647,0.20432640832869378,0.03693597500692045
2017-12-27,0.11063376704406738,0.14217721,0.20569351,0.20569346731711882,0.03780598726618421
2017-12-28,0.11277580874633789,0.14427195,0.20876972,0.20876971504436495,0.03452366828805322
2017-12-29,0.1161590733795166,0.13834102,0.20301293,0.20301288315612034,0.033100011863803555
2018-01-01,0.11397389166259765,0.13834102,0.20301293,0.20301288315612034,0.033100011863803555
2018-01-02,0.11280519696044922,0.14779308,0.20811272,0.2081127091225516,0.03155771740419986
2018-01-03,0.11539708819580079,0.1551376,0.21291469,0.21291469240442765,0.03654051488907347
2018-01-04,0.11186670582580567,0.15979123,0.22033405,0.2203339926103869,0.046031557717404144
2018-01-05,0.10931643867492676,0.16794893,0.23107675,0.23107676943861524,0.05564123858108907
2018-01-08,0.11110428932189942,0.16989046,0.23045044,0.23045042379315323,0.058211729347095224
2018-01-09,0.10845646534729005,0.17141475,0.23545346,0.23545340221999875,0.06327361885553842
2018-01-10,0.11740575500488282,0.17011186,0.23464218,0.2346421215743226,0.059398109700636616
2018-01-11,0.11494090859985352,0.17834203,0.24464811,0.24464807842801364,0.056353066793213905
2018-01-12,0.11562425503540039,0.18629536,0.25576654,0.2557665653093087,0.059358563688851944
2018-01-15,0.11571973542785645,0.18629536,0.25576654,0.2557665653093087,0.05793490726460227
2018-01-16,0.11751035163879395,0.18211429,0.2552638,0.2552638341113582,0.05904219559457431
2018-01-17,0.11625925593566895,0.19324395,0.27097312,0.2709730890374427,0.05856764345315776
2018-01-18,0.11789629469299316,0.1913152,0.26621154,0.2662114994529819,0.060307667971685054
2018-01-19,0.11495676336669922,0.1965394,0.2688352,0.2688351431007566,0.0656463795626212
2018-01-22,0.11853121536254883,0.20619155,0.2757887,0.275788699108808,0.06924506663502981
2018-01-23,0.1221449206237793,0.20881425,0.27560428,0.2756042507796472,0.07066872305927949
2018-01-24,0.12653993041992187,0.20813735,0.27761465,0.277614688900396,0.06552774152726695
2018-01-25,0.1285061128540039,0.2088654,0.28446066,0.28446069060569146,0.05975402380669915
2018-01-26,0.12518458773803712,0.22317982,0.2953583,0.2953582288288359,0.06616047771582242
2018-01-29,0.12481470956420898,0.21494539,0.286733,0.2867329577530593,0.06299679677304547
2018-01-30,0.11417892166137696,0.20170394,0.2690868,0.2690867520352584,0.054296674180408976
2018-01-31,0.12152429765319825,0.20229155,0.27261516,0.27261511717092285,0.05184482144975684
2018-02-01,0.12253138839721679,0.20151235,0.27443144,0.2744313735414469,0.0469015699766679
2018-02-02,0.1216250450592041,0.17603002,0.2420313,0.24203124817498362,0.03163680942776921
2018-02-05,0.126040097076416,0.12783723,0.18483719,0.18483717933244315,0.016411594890655187
2018-02-06,0.12584523545837403,0.14750774,0.2124324,0.21243240139071132,-0.007751018309803488
2018-02-07,0.11678113432312012,0.14176838,0.21148728,0.21148728620540636,0.012456993712184035
2018-02-08,0.10750259559631348,0.09891048,0.16121958,0.16121951979193844,-0.005773717720567912
2018-02-09,0.11678314805603027,0.11532391,0.17730111,0.1773010780737172,-0.018902993633092106
2018-02-12,0.10972698445129395,0.13084318,0.19727258,0.19727259808368416,-0.007474196227310534
2018-02-13,0.10840962257385255,0.13379799,0.19917935,0.19917937527010257,-0.014671570372128002
2018-02-14,0.10359100421142578,0.14899367,0.21149412,0.21149409960015123,-0.004389607308103032
2018-02-15,0.10725681047058105,0.162861,0.22642903,0.2264290608806021,0.0006327361885553707
2018-02-16,0.10714318229675293,0.1632953,0.22735427,0.22735422255272608,0.012259263653260546
2018-02-19,0.12136444102478028,0.1632953,0.22735427,0.22735422255272608,0.006287815873769143
2018-02-20,0.12683250476074218,0.15650004,0.21496212,0.21496211752521938,0.011982441570767593
2018-02-21,0.14240451397705078,0.15014334,0.20683615,0.20683617095002085,0.013603828053940751
2018-02-22,0.1417413114929199,0.15126306,0.21485168,0.21485164319614408,0.012180171629691082
2018-02-23,0.1402113427734375,0.16971594,0.23176397,0.23176394896572686,0.014750662395697466
2018-02-26,0.13687570307922364,0.1834683,0.25119573,0.25119575077770046,0.0192984537509392
2018-02-27,0.13630573988342284,0.1684301,0.23663259,0.23663260618189041,0.018072527385613133
2018-02-28,0.1412088524017334,0.15546545,0.21809869,0.21809871246306178,0.011310159370427434
2018-03-01,0.14188879008483887,0.14006956,0.19764785,0.19764782146569754,-0.0015422944596038073
2018-03-02,0.13984786499023438,0.14585155,0.19419639,0.19419635035643804,-0.021513030410883052
2018-03-05,0.14448414794921874,0.15849261,0.21058257,0.21058256471751666,-0.012852453830031241
2018-03-06,0.1442580075378418,0.1615497,0.21103807,0.2110380888233073,-0.011428797405781685
2018-03-07,0.14627432745361327,0.16098766,0.20701039,0.2070103991870648,-0.007671926286234024
2018-03-08,0.15208032263183593,0.16616924,0.21157786,0.21157780702130066,0.0029659508838533635
2018-03-09,0.15394248889160156,0.18643591,0.23301715,0.2330171269277042,0.007078736109463329
2018-03-12,0.15037962464904786,0.1849244,0.22537005,0.22537006466884968,0.009807410922608414
2018-03-13,0.14707482316589354,0.17738405,0.21701974,0.21701976273812817,0.0005140981532012317
2018-03-14,0.1636624578704834,0.17064407,0.204906,0.20490603355304915,-0.0005931901767706951
2018-03-15,0.15302099028015137,0.16972873,0.21052906,0.21052903090166528,0.0047455214141653365
2018-03-16,0.15770205528259276,0.1717213,0.21407443,0.21407442952419145,0.0072369201566021436
2018-03-19,0.15684190504455567,0.15507793,0.19774178,0.1977417489789642,-0.0033218649899157803
2018-03-20,0.1570884342803955,0.15678953,0.20340465,0.20340465335394234,0.001423656424249556
2018-03-21,0.1692649642791748,0.15465643,0.20121662,0.20121658029877726,-0.00011863803535413903
2018-03-22,0.17102845204162598,0.12560193,0.1659612,0.16596115586321825,-0.015383398584252837
2018-03-23,0.17954880751037597,0.10200157,0.1452927,0.14529272290507592,-0.02380669909439637
2018-03-26,0.1716358935699463,0.1319289,0.17787048,0.1778704832059553,-0.030173606991734866
2018-03-27,0.17486258973693847,0.11237336,0.16108574,0.1610856852523098,-0.018902993633092106
2018-03-28,0.16971560398864746,0.109128945,0.16063358,0.16063356784389152,-0.014869300431051492
2018-03-29,0.16902824351501464,0.12440134,0.17302857,0.17302859289771744,-0.010440147111163898
2018-03-30,0.16600871517944335,0.12440134,0.17302857,0.17302859289771744,-0.010440147111163898
2018-04-02,0.1609615562438965,0.09928511,0.15069427,0.15069428492448814,-0.010005140981532016
2018-04-03,0.15551713192749023,0.113152444,0.16963404,0.16963406230168165,-0.014711116383912677
2018-04-04,0.1538865553588867,0.1260277,0.18087329,0.18087324360416906,-0.019891643927709896
2018-04-05,0.17329276290893555,0.13375548,0.19259816,0.19259812261774534,0.0031636809427768534
2018-04-06,0.1932644524383545,0.108903274,0.16473815,0.16473815150653892,-0.00023727607070827807
2018-04-09,0.20128153250122072,0.11260319,0.16699338,0.16699338516704498,0.0015027484478190194
2018-04-10,0.18270486563110352,0.13121365,0.18786672,0.1878667066385826,0.009807410922608414
2018-04-11,0.18362450552368165,0.12496328,0.17723049,0.17723051077100388,0.003598687072408734
2018-04-12,0.17921115133666993,0.13424507,0.19151923,0.19151917289281173,0.010084233005101369
2018-04-13,0.19033058963012695,0.13097093,0.18553755,0.18553749897799085,0.010954245264365017
2018-04-16,0.1922639959411621,0.14014202,0.1958987,0.19589872570051445,0.007316012180171607
2018-04-17,0.19088265878295899,0.15229765,0.20629358,0.20629353272570844,0.015304306560683373
2018-04-18,0.19325602365112304,0.15325563,0.20441696,0.20441692914458812,0.017597975244196578
2018-04-19,0.19026298947143555,0.14665194,0.20036884,0.2003687993241113,0.017479337208842552
2018-04-20,0.19579644052124023,0.13686351,0.19054046,0.19054047740483637,0.01787479732668953
2018-04-23,0.18713756393432618,0.13692744,0.18984696,0.18984697115403337,0.021275754340174775
2018-04-24,0.18674226553344728,0.12171471,0.16918492,0.16918486491958262,0.02091984023411247
2018-04-25,0.18773881741333007,0.12377537,0.1720903,0.17209029110715734,0.013050183888954844
2018-04-26,0.19141265487670897,0.13550107,0.1836979,0.18369788239691343,0.022343496658361914
2018-04-27,0.19441551750183106,0.1367656,0.18315522,0.18315524417260085,0.02392533712975051
2018-04-30,0.19150568225097656,0.12745833,0.1759506,0.1759505659011008,0.02586309170720141
2018-05-01,0.19059712800598144,0.13033228,0.17283106,0.17283100445012017,0.02495353343615297
2018-05-02,0.19736042233276369,0.12218726,0.16435955,0.1643595214271532,0.03135998734527626
2018-05-03,0.19491252841186524,0.11965821,0.16461116,0.16461113036165514,0.024597619330090442
2018-05-04,0.2006466248474121,0.13400236,0.18078613,0.18078612948564712,0.030687705144936097
2018-05-07,0.20240804879760743,0.13792367,0.18540029,0.18540025774098984,0.03658006090085815
2018-05-08,0.19407094403076172,0.13762139,0.18554096,0.18554090567536322,0.03776644125439954
2018-05-09,0.19859422647094727,0.14863609,0.19441435,0.1944143789882694,0.04385652706924497
2018-05-10,0.2195986088104248,0.15939955,0.2040013,0.20400131206515945,0.04259105469213423
2018-05-11,0.22539259825134278,0.16137934,0.20846118,0.20846116559663924,0.04330288290425906
2018-05-14,0.22539259825134278,0.1624054,0.21178223,0.21178220886364266,0.043105152845335455
2018-05-15,0.22494872227478027,0.15445207,0.20238948,0.20238945753697735,0.044331079210661525
2018-05-16,0.23681973504638673,0.15913978,0.20543212,0.2054321249615531,0.04539882152884889
2018-05-17,0.2308171957397461,0.15814771,0.20275791,0.20275786752424602,0.05259619567366636
2018-05-18,0.22525213027954102,0.15509924,0.2028119,0.20281188801115071,0.04935342270732004
2018-05-21,0.22664002555847168,0.16363168,0.21732439,0.21732441881742842,0.05196345948511087
2018-05-22,0.22670092736816405,0.1599828,0.20861886,0.20861884701787453,0.05469213429825596
2018-05-23,0.2255455814819336,0.1637509,0.21116905,0.2111690033366169,0.04354015897496734
2018-05-24,0.22120076849365233,0.16139638,0.20751654,0.2075165370823876,0.038082809348677166
2018-05-25,0.20744258203125,0.15865871,0.20466125,0.20466123801329206,0.03847826946652437
2018-05-28,0.21023677841186522,0.15865871,0.20466125,0.20466123801329206,0.035116858464823805
2018-05-29,0.21455189695739746,0.14525977,0.18560123,0.18560125288595947,0.020405742080911015
2018-05-30,0.224515277053833,0.15979975,0.20050943,0.20050944725848466,0.022343496658361914
2018-05-31,0.21242224954223632,0.15182084,0.18824826,0.18824825674428755,0.016451140902439862
2018-06-01,0.21192598797607423,0.1643172,0.19892442,0.19892435963822824,0.02752402420215913
2018-06-04,0.21480400045776368,0.16953288,0.20761046,0.20761046459565424,0.03143907936884561
2018-06-05,0.21202087057495117,0.17035459,0.20694327,0.2069432385817238,0.028591766520346496
2018-06-06,0.20100489889526368,0.18038148,0.22380206,0.22380201053545504,0.0289476806264088
2018-06-07,0.2063959195098877,0.17953846,0.22842638,0.22842635888291482,0.026851742001819195
2018-06-08,0.20478729374694823,0.18322559,0.23208222,0.23208223183451632,0.02392533712975051
2018-06-11,0.20912106755065918,0.1844901,0.23236357,0.23236352770326318,0.031794993474908134
2018-06-12,0.19136722569274903,0.18655513,0.23228668,0.23228663367685828,0.03215090758097044
2018-06-13,0.19443264906311036,0.18177791,0.22646943,0.2264694545780174,0.03183453948669281
2018-06-14,0.19040067372131347,0.18469873,0.2252095,0.22520946322129531,0.04460790129315448
2018-06-15,0.19133303248596192,0.18349376,0.22108106,0.22108103267704127,0.034800490370546174
