Dates,portfolio_returns,baseline_returns,djia_returns,RIY Index_returns,SPXL2 Index_returns
2017-08-25,-0.07875221063232422,0.040175635,0.061608184,0.03827215911052807,0.04017558724224999
2017-08-28,-0.08179768817138672,0.040682275,0.06135173,0.038625124209185686,0.040682252659993326
2017-08-29,-0.0771755244140625,0.041559383,0.064124234,0.03927810964170212,0.04155933733272595
2017-08-30,-0.08260714385986329,0.046366334,0.06544119,0.04444981565246756,0.04636627226241015
2017-08-31,-0.10630874328613281,0.052352574,0.06815049,0.050926725212834215,0.052352588038438466
2017-09-01,-0.11049999694824218,0.054438904,0.07007094,0.053257062179406144,0.05443885740561765
2017-09-04,-0.11362746502685547,0.054438904,0.07007094,0.053257062179406144,0.05443885740561765
2017-09-05,-0.11346020983886719,0.04647704,0.058670666,0.044967753568975935,0.04647697226964812
2017-09-06,-0.10388478527832032,0.04975118,0.061314754,0.04797793200817962,0.04975113786834359
2017-09-07,-0.10321259429931641,0.049563866,0.06020216,0.04745462288364815,0.04956379939455605
2017-09-08,-0.11653076068115234,0.048001222,0.06083531,0.04617934463588982,0.048001226215464696
2017-09-11,-0.11913805700683594,0.05936082,0.07346832,0.05764303718794245,0.059360750035125996
2017-09-12,-0.12256767272949219,0.06292446,0.07646087,0.06138600186457666,0.06292443872967482
2017-09-13,-0.13358750274658204,0.06372922,0.078374475,0.0619753001162483,0.06372914262844387
2017-09-14,-0.13105167669677734,0.06255835,0.08057913,0.06083430206906618,0.0625582771672719
2017-09-15,-0.13668080114746095,0.06452109,0.08373565,0.0629029844733723,0.06452107344945479
2017-09-18,-0.1243929383544922,0.06607095,0.086802155,0.06486117345549011,0.06607087355078782
2017-09-19,-0.13544208874511718,0.0672545,0.08872213,0.06588630687246083,0.06725451208971811
2017-09-20,-0.13517660278320312,0.06793151,0.09075588,0.06689916324252167,0.06793148521090468
2017-09-21,-0.11363714129638672,0.06467868,0.08815904,0.06368718084473757,0.0646786080751397
2017-09-22,-0.10647951159667969,0.06536837,0.087689854,0.06452278735003793,0.06536835427408459
2017-09-25,-0.0961117293701172,0.06300107,0.08508617,0.062253835618015084,0.06300107719622419
2017-09-26,-0.0961117293701172,0.06307778,0.08451337,0.06228989944331273,0.06307771566277376
2017-09-27,-0.10546382299804688,0.0674206,0.08725774,0.06673956163269383,0.06742056210057518
2017-09-28,-0.1004160379638672,0.06870644,0.08922819,0.06802711692736223,0.0687063852615713
2017-09-29,-0.09667716882324219,0.07266611,0.090390876,0.07186062482495621,0.07266603936662568
2017-10-02,-0.09280799975585938,0.076821625,0.09781309,0.07632486600754274,0.07682154733063956
2017-10-03,-0.08359707482910156,0.07914631,0.10190455,0.07879792364444155,0.07914624748263921
2017-10-04,-0.08413964141845703,0.0804917,0.10287646,0.08016834900575107,0.08049167833984039
2017-10-05,-0.08120604052734375,0.08659301,0.10841235,0.08602296575087583,0.08659295181569304
2017-10-06,-0.08151010961914062,0.085426405,0.1083286,0.08487122528764751,0.08542634404710706
2017-10-09,-0.08074941870117187,0.083467826,0.10771542,0.08279256778272706,0.08346780545751034
2017-10-10,-0.06803092950439453,0.08598408,0.1111031,0.08521881917828203,0.0859841017758835
2017-10-11,-0.07030400958251953,0.08794266,0.11315739,0.08709337077832652,0.08794264036548022
2017-10-12,-0.07450976959228515,0.086107574,0.11160584,0.08541678655970304,0.0861075748608798
2017-10-13,-0.08147613586425781,0.08706129,0.113100454,0.08626236816561741,0.0870612980001618
2017-10-16,-0.06370787023925781,0.08896447,0.11724885,0.08801414929656372,0.08896448658613942
2017-10-17,-0.06853707678222656,0.089696884,0.11921882,0.08859807634021244,0.08969680971094528
2017-10-18,-0.06423018591308594,0.0905058,0.12701336,0.08940759412082933,0.0905057713023005
2017-10-19,-0.06632813256835937,0.09086349,0.12727807,0.08976132653491878,0.09086341747953108
2017-10-20,-0.06883170324707032,0.09644526,0.13533695,0.09542334710664543,0.09644525245988188
2017-10-23,-0.06507457971191406,0.09208965,0.13267632,0.09084477592471105,0.09208963294432214
2017-10-24,-0.07210611242675781,0.09385655,0.1408426,0.09260576484083968,0.09385657536754534
2017-10-25,-0.05432831335449219,0.088755846,0.13537735,0.0872376260795169,0.0887558596494216
2017-10-26,-0.055241826416015626,0.0901396,0.1388521,0.08901089204255544,0.09013960973989757
2017-10-27,-0.05660766101074219,0.09894032,0.14047419,0.09752425675908996,0.09894026031532475
2017-10-30,-0.05096631213378906,0.09543198,0.13631561,0.09375903993493168,0.09543192162439482
2017-10-31,-0.05075159887695312,0.09646657,0.13770263,0.09526604744311332,0.09646654092281236
2017-11-01,-0.04729453771972656,0.098212264,0.1405141,0.09666179421367446,0.09821219488310508
2017-11-02,-0.040798442626953126,0.09842089,0.14446831,0.09675157011920256,0.0984208218198229
2017-11-03,-0.044196923095703125,0.101822786,0.14558423,0.10023518217986649,0.10182271819610084
2017-11-06,-0.042286353576660156,0.10322348,0.14603345,0.10187109868060124,0.10322349905692112
2017-11-07,-0.0493716708984375,0.10301486,0.14646223,0.10108153110121286,0.10301487212020309
2017-11-08,-0.051143926025390626,0.104607224,0.14676051,0.10272128417910685,0.10460724914739708
2017-11-09,-0.054425387451171876,0.10045182,0.14182469,0.09842355044523494,0.100451741183383
2017-11-10,-0.05293755310058594,0.09946401,0.13989122,0.09769997199298674,0.0994639565034126
2017-11-13,-0.050700915161132815,0.10054547,0.14074232,0.09877037702043762,0.10054541042027687
2017-11-14,-0.04854494342041016,0.09800365,0.13927118,0.09621751857862507,0.09800356794638707
2017-11-15,-0.04848409014892578,0.09193643,0.13254581,0.0902992146526555,0.0919363560112232
2017-11-16,-0.05085259674072266,0.10088601,0.14165045,0.0993696503727236,0.10088602582716315
2017-11-17,-0.04990156231689453,0.097995125,0.13677795,0.09730096796841732,0.09799505256121491
2017-11-20,-0.05005254376220703,0.09939581,0.14028636,0.09888317238892162,0.09939583342203519
2017-11-21,-0.04978739855957031,0.10658712,0.14809743,0.10618494603854244,0.10658707619992427
2017-11-22,-0.04271476208496094,0.10575689,0.14495108,0.10545676369370315,0.10575682614563858
2017-11-23,-0.039401225463867186,0.10575689,0.14495108,0.10545676369370315,0.10575682614563858
2017-11-24,-0.021672370544433595,0.10803043,0.1464992,0.10769195354672388,0.1080304339866053
2017-11-27,-0.01903114581298828,0.10760466,0.14760828,0.1069069898599266,0.10760466472799732
2017-11-28,-0.020935885375976564,0.11851292,0.16006373,0.11764326738257214,0.11851287313353397
2017-11-29,-0.028667078002929686,0.118099935,0.1651236,0.11713760651297347,0.11809987695268431
2017-11-30,-0.02434505859375,0.12725824,0.18126501,0.12597477834175475,0.12725817370534206
2017-12-01,-0.028176232421875,0.12497607,0.17928135,0.12380557761587435,0.12497605047920318
2017-12-04,-0.039592256591796875,0.12379242,0.18212648,0.12239294990581207,0.12379241194027309
2017-12-05,-0.04020063549804687,0.119590126,0.1768018,0.11797398033370551,0.11959006935781227
2017-12-06,-0.05520208654785156,0.11946238,0.17486823,0.11744606731658296,0.1194623385802298
2017-12-07,-0.05511946716308594,0.12274504,0.17830269,0.1212788078987451,0.12274501956409742
2017-12-08,-0.059304388610839844,0.12892722,0.18402982,0.12742653913884205,0.1289271891990854
2017-12-11,-0.05836107415771485,0.132542,0.18679747,0.13078738073040763,0.13254197020466715
2017-12-12,-0.05828061322021484,0.13429621,0.19257773,0.13208260917939468,0.13429613955013223
2017-12-13,-0.07081758801269532,0.13375974,0.19650172,0.13150865723636013,0.13375967028428606
2017-12-14,-0.05771956103515625,0.12914437,0.19276556,0.1266876143779566,0.1291443315209756
2017-12-15,-0.05771956103515625,0.1392777,0.19972885,0.1367847181458591,0.13927763987584563
2017-12-18,-0.06421402563476562,0.14538743,0.20656459,0.1433421958265715,0.14538742873687024
2017-12-19,-0.06552130151367187,0.14168751,0.20474204,0.1395762116869814,0.1416874938795668
2017-12-20,-0.07089475183105469,0.14074232,0.2033745,0.1387973865236392,0.14074228612545714
2017-12-21,-0.052407269775390626,0.14300744,0.20608228,0.1411760643624185,0.14300737858125173
2017-12-22,-0.04099640869140625,0.14248374,0.20470849,0.14081926268660167,0.1424836823931639
2017-12-25,-0.038162888244628906,0.14248374,0.20470849,0.14081926268660167,0.1424836823931639
2017-12-26,-0.03923069830322266,0.14127453,0.20432647,0.13976880786037932,0.14127449769871714
2017-12-27,-0.039118629943847655,0.14217721,0.20569351,0.1406857498014573,0.142177128526966
2017-12-28,-0.037850108947753903,0.14427195,0.20876972,0.14294242448657024,0.14427191327931738
2017-12-29,-0.03441502630615234,0.13834102,0.20301293,0.1370126108291228,0.13834094750690815
2018-01-01,-0.02869324041748047,0.13834102,0.20301293,0.1370126108291228,0.13834094750690815
2018-01-02,-0.02881313586425781,0.14779308,0.20811272,0.14631247386331814,0.14779302504800543
2018-01-03,-0.027991500244140623,0.1551376,0.21291469,0.15340246845374436,0.15513754475899327
2018-01-04,-0.032897306518554686,0.15979123,0.22033405,0.15774317185180087,0.1597912027555785
2018-01-05,-0.02688146875,0.16794893,0.23107675,0.1655298888543598,0.16794894175050773
2018-01-08,-0.0258818505859375,0.16989046,0.23045044,0.167734386090106,0.16989044956976015
2018-01-09,-0.023492390319824218,0.17141475,0.23545346,0.1690587725255037,0.17141470351557672
2018-01-10,-0.017632626770019533,0.17011186,0.23464218,0.1675509977018904,0.1701118495842363
2018-01-11,-0.014371887512207032,0.17834203,0.24464811,0.1763428979201917,0.1783419693531287
2018-01-12,-0.01599806951904297,0.18629536,0.25576654,0.18379353076359398,0.1862953391039259
2018-01-15,-0.01599806951904297,0.18629536,0.25576654,0.18379353076359398,0.1862953391039259
2018-01-16,-0.015440210632324218,0.18211429,0.2552638,0.1791152085755173,0.18211428498439555
2018-01-17,-0.014844662475585937,0.19324395,0.27097312,0.19004561690242447,0.19324389340440837
2018-01-18,-0.013612003051757813,0.1913152,0.26621154,0.18796312282034477,0.19131515866291426
2018-01-19,-0.014965460693359375,0.1965394,0.2688352,0.19379625473337714,0.1965393474660343
2018-01-22,-0.01526516552734375,0.20619155,0.2757887,0.2034460136045027,0.20619153655867728
2018-01-23,-0.004238502319335938,0.20881425,0.27560428,0.20624594761537565,0.20881427519170262
2018-01-24,-0.005938949462890625,0.20813735,0.27761465,0.20521544299038183,0.20813730207051587
2018-01-25,-0.0009399984130859375,0.2088654,0.28446066,0.2057157326519574,0.20886536750273554
2018-01-26,-0.003005215576171875,0.22317982,0.2953583,0.21924734029288445,0.22317972997713612
2018-01-29,-0.004691921264648438,0.21494539,0.286733,0.21092120054172475,0.21494535251565772
2018-01-30,-0.005665739868164063,0.20170394,0.2690868,0.1978660957839855,0.20170392857294908
2018-01-31,-0.0018745325927734375,0.20229155,0.27261516,0.198287351956079,0.20229149014982814
2018-02-01,0.006976611450195312,0.20151235,0.27443144,0.19774869652291024,0.20151233240657557
2018-02-02,0.005367367919921875,0.17603002,0.2420313,0.17266899163242538,0.1760300422788874
2018-02-05,0.007351598999023438,0.12783723,0.18483719,0.1256371595517344,0.127837219897049
2018-02-06,0.007351598999023438,0.14750774,0.2124324,0.1441831735398948,0.14750775964473806
2018-02-07,0.0076359283447265626,0.14176838,0.21148728,0.13900916558283363,0.14176839003870234
2018-02-08,-0.000975529296875,0.09891048,0.16121958,0.09667176931428863,0.09891045646722213
2018-02-09,-0.0027218460693359376,0.11532391,0.17730111,0.11236336989591376,0.11532386138656021
2018-02-12,-0.0005839329223632812,0.13084318,0.19727258,0.12758614074866972,0.1308431508628214
2018-02-13,0.005542256713867187,0.13379799,0.19917935,0.13073443596560905,0.13379798951756086
2018-02-14,0.005825346923828125,0.14899367,0.21149412,0.14630403339356765,0.14899369435728005
2018-02-15,0.010737382019042969,0.162861,0.22642903,0.16004588546282564,0.16286099911014215
2018-02-16,0.013186370971679687,0.1632953,0.22735427,0.1604556319034411,0.1632952837539223
2018-02-19,-0.005170819213867187,0.1632953,0.22735427,0.1604556319034411,0.1632952837539223
2018-02-20,0.0024604047241210936,0.15650004,0.21496212,0.15383983824990713,0.15650000638653894
2018-02-21,0.019248380798339845,0.15014334,0.20683615,0.14777958096904273,0.15014327135552152
2018-02-22,0.016479403869628907,0.15126306,0.21485168,0.14849932284413153,0.15126304450566058
2018-02-23,0.01897180499267578,0.16971594,0.23176397,0.16647905804357602,0.16971588417373093
2018-02-26,0.02197420782470703,0.1834683,0.25119573,0.17940755575505768,0.1834682312267689
2018-02-27,0.0285876083984375,0.1684301,0.23663259,0.1644065390621105,0.1684300610127348
2018-02-28,0.03302289636230469,0.15546545,0.21809869,0.15191771309308696,0.1554653870881214
2018-03-01,0.030013082824707032,0.14006956,0.19764785,0.1374760693499689,0.14006957069685655
2018-03-02,0.030961064392089843,0.14585155,0.19419639,0.1438516932733294,0.14585151722875303
2018-03-05,0.03700652557373047,0.15849261,0.21058257,0.15646252239601927,0.15849260651682426
2018-03-06,0.039877963928222654,0.1615497,0.21103807,0.16011647848255706,0.16154962979362958
2018-03-07,0.03627430377197265,0.16098766,0.20701039,0.15996148076532046,0.16098761437226713
2018-03-08,0.043164617492675784,0.16616924,0.21157786,0.16470886134226503,0.1661692262495262
2018-03-09,0.043049520446777345,0.18643591,0.23301715,0.18433985935108135,0.18643584295926668
2018-03-12,0.04493107867431641,0.1849244,0.22537005,0.1832909391557229,0.18492436209120824
2018-03-13,0.04493107867431641,0.17738405,0.21701974,0.17589248376168737,0.17738398852126075
2018-03-14,0.022160457092285157,0.17064407,0.204906,0.16936339675195394,0.17064406115749628
2018-03-15,0.015358754821777345,0.16972873,0.21052906,0.1680505200480341,0.16972865725148906
2018-03-16,0.014450982360839843,0.1717213,0.21407443,0.1704169208399035,0.1717212573817746
2018-03-19,0.026159173400878907,0.15507793,0.19774178,0.15426339636829617,0.1550779370627882
2018-03-20,0.03177418463134766,0.15678953,0.20340465,0.15605661253256303,0.1567895294823923
2018-03-21,0.014781182922363282,0.15465643,0.20121662,0.1544137901929415,0.1546564254967662
2018-03-22,0.01668003759765625,0.12560193,0.1659612,0.12559035331039076,0.12560193128935704
2018-03-23,0.034725692626953124,0.10200157,0.1452927,0.10241589263722492,0.10200154128471622
2018-03-26,0.026889230529785157,0.1319289,0.17787048,0.13164830864495944,0.13192886247227184
2018-03-27,0.017860075927734375,0.11237336,0.16108574,0.11211782895771724,0.11237328042440672
2018-03-28,0.027097549133300782,0.109128945,0.16063358,0.10885366911056638,0.10912891867381388
2018-03-29,0.025558303527832033,0.12440134,0.17302857,0.12401505472877324,0.12440126198008244
2018-03-30,0.0056100548706054685,0.12440134,0.17302857,0.12401505472877324,0.12440126198008244
2018-04-02,0.012778972839355468,0.09928511,0.15069427,0.09883252957041855,0.09928513341479721
2018-04-03,0.006594307067871094,0.113152444,0.16963404,0.11245084385514632,0.11315243816765931
2018-04-04,-0.004588562866210937,0.1260277,0.18087329,0.12506857881672298,0.12602770054796503
2018-04-05,-0.02353415002441406,0.13375548,0.19259816,0.13287754796680595,0.1337554125917001
2018-04-06,-0.011041239379882812,0.108903274,0.16473815,0.10845082850883771,0.10890326096675157
2018-04-09,-0.006769469848632813,0.11260319,0.16699338,0.11166664748378087,0.11260319582405502
2018-04-10,0.008331919738769532,0.13121365,0.18786672,0.13024028482748842,0.1312135701178103
2018-04-11,0.004574826965332031,0.12496328,0.17723049,0.1244608649946865,0.12496327740144506
2018-04-12,0.007435968872070313,0.13424507,0.19151923,0.13329573487717206,0.13424504723909914
2018-04-13,0.017150431762695314,0.13097093,0.18553755,0.1298075189239169,0.13097088164040385
2018-04-16,0.020692731384277345,0.14014202,0.1958987,0.13908359517972463,0.14014195147081995
2018-04-17,0.01767625262451172,0.15229765,0.20629358,0.1512286638352729,0.15229766380407794
2018-04-18,0.02517206561279297,0.15325563,0.20441696,0.1525146844990774,0.1532556446359459
2018-04-19,0.03268522521972656,0.14665194,0.20036884,0.14594953366404637,0.14665196343493608
2018-04-20,0.031012029052734376,0.13686351,0.19054046,0.13652996942248005,0.1368635281795383
2018-04-23,0.03613008319091797,0.13692744,0.18984696,0.13639415459104015,0.13692739356832953
2018-04-24,0.03653668609619141,0.12171471,0.16918492,0.12162793642024347,0.12171465795826605
2018-04-25,0.03656441485595703,0.12377537,0.1720903,0.12331526305491297,0.12377538116992878
2018-04-26,0.03869323663330078,0.13550107,0.1836979,0.13465158124527635,0.13550106655199282
2018-04-27,0.03673906036376953,0.1367656,0.18315522,0.13566060103817795,0.13676560125005846
2018-04-30,0.032356341857910156,0.12745833,0.1759506,0.12663313498229428,0.12745828525688793
2018-05-01,0.02917744158935547,0.13033228,0.17283106,0.129439207516622,0.13033222775249187
2018-05-02,0.020744805603027345,0.12218726,0.16435955,0.12169162360108811,0.12218726183532097
2018-05-03,0.021143642028808595,0.11965821,0.16461116,0.11912955737409323,0.11965819243918949
2018-05-04,0.021234024475097656,0.13400236,0.18078613,0.13362414588201008,0.1340023587616927
2018-05-07,0.025715103942871093,0.13792367,0.18540029,0.13800398236709144,0.1379236936334723
2018-05-08,0.03666508197021484,0.13762139,0.18554096,0.13803314035350228,0.1376213974598606
2018-05-09,0.04067761993408203,0.14863609,0.19441435,0.14873335405085,0.14863604818004927
2018-05-10,0.05565616973876953,0.15939955,0.2040013,0.1589954306366033,0.15939949503765932
2018-05-11,0.06174115069580078,0.16137934,0.20846118,0.16074107324409467,0.16137932209018632
2018-05-14,0.06174115069580078,0.1624054,0.21178223,0.16155519491730264,0.16240542600343172
2018-05-15,0.06003210302734375,0.15445207,0.20238948,0.1539710491887558,0.15445205625263433
2018-05-16,0.07015231469726563,0.15913978,0.20543212,0.15873837996692872,0.1591397757899084
2018-05-17,0.07729354553222656,0.15814771,0.20275791,0.15801787077640825,0.15814773341735183
2018-05-18,0.08123745532226563,0.15509924,0.2028119,0.1553483803889523,0.15509922552571848
2018-05-21,0.0840379642944336,0.16363168,0.21732439,0.16392236302460406,0.1636316414682228
2018-05-22,0.08190781420898438,0.1599828,0.20861886,0.15992388230915913,0.15998279892195225
2018-05-23,0.07684670153808594,0.1637509,0.21116905,0.16346964691980417,0.1637508568606329
2018-05-24,0.06886463116455079,0.16139638,0.20751654,0.16138945478402003,0.16139635286053083
2018-05-25,0.05888732391357422,0.15865871,0.20466125,0.15885194265084474,0.15865865652768132
2018-05-28,0.06323888238525391,0.15865871,0.20466125,0.15885194265084474,0.15865865652768132
2018-05-29,0.06883305249023437,0.14525977,0.18560123,0.14631247386331814,0.14525969795928798
2018-05-30,0.06836861047363281,0.15979975,0.20050943,0.16078787948543832,0.15979971814075086
2018-05-31,0.055710660888671874,0.15182084,0.18824826,0.15274334449777296,0.15182080223443703
2018-06-01,0.06109445568847656,0.1643172,0.19892442,0.16487153221382025,0.1643171299745815
2018-06-04,0.05187075012207031,0.16953288,0.20761046,0.17045068271890562,0.16953280339252938
2018-06-05,0.04479785534667969,0.17035459,0.20694327,0.17162467532965797,0.1703545380616429
2018-06-06,0.04397662939453125,0.18038148,0.22380206,0.18172484835928787,0.18038140410186096
2018-06-07,0.05254179638671875,0.17953846,0.22842638,0.18078642158611785,0.17953838096981714
2018-06-08,0.05277379150390625,0.18322559,0.23208222,0.18464064700037222,0.18322554274936248
2018-06-11,0.04456585882568359,0.1844901,0.23236357,0.18581540692655643,0.18449007744742812
2018-06-12,0.035898605041503905,0.18655513,0.23228668,0.18815495167831087,0.18655505835167682
2018-06-13,0.03496663250732422,0.18177791,0.22646943,0.18316509942489714,0.18177792727009526
