Dates,portfolio_returns,baseline_returns,djia_returns,OEX Index_returns,SPR Index_returns
2017-08-10,-0.05792742242431641,0.03811487,0.06308474,0.041289401872583495,0.033471570066030784
2017-08-11,-0.03735469494628906,0.03943906,0.06378119,0.04313112904625534,0.03478191489361691
2017-08-14,-0.02965917333984375,0.049878933,0.07037026,0.05301474345994005,0.045422780630961106
2017-08-15,-0.019059105377197266,0.049355246,0.07062719,0.05273510949116266,0.044264306676448914
2017-08-16,-0.01920868701171875,0.050845437,0.07188664,0.053525798644257376,0.04579585473220833
2017-08-17,-0.01991676922607422,0.034623586,0.0585451,0.037644517727829334,0.029422046955245716
2017-08-18,-0.023771914199829103,0.03272467,0.054835662,0.03514709711012762,0.02750586940572254
2017-08-21,-0.023999084243774414,0.03392537,0.0562587,0.03630420318782734,0.028512655906089385
2017-08-22,-0.0032911680450439453,0.044203393,0.065804295,0.04644816646899445,0.038677366104181765
2017-08-23,-0.007828075942993165,0.04059714,0.061531287,0.04262007386193801,0.035184519442406414
2017-08-24,-0.0026263548736572264,0.03843846,0.06013505,0.04012265324423629,0.033220836390315416
2017-08-25,-0.00439702458190918,0.040175635,0.061608184,0.041414755031000845,0.03522872340425524
2017-08-28,-0.007960078536987304,0.040682275,0.06135173,0.04252364835546312,0.03566195891415996
2017-08-29,-0.002507647933959961,0.041559383,0.064124234,0.04468357970050252,0.03639636830520909
2017-08-30,-0.008881569473266602,0.046366334,0.06544119,0.04904201259317127,0.04127531181217895
2017-08-31,-0.0363856226348877,0.052352574,0.06815049,0.05468290472195709,0.04754420396184869
2017-09-01,-0.041594948654174804,0.054438904,0.07007094,0.056100359667139214,0.0499517608217168
2017-09-04,-0.0455158497467041,0.054438904,0.07007094,0.056100359667139214,0.0499517608217168
2017-09-05,-0.045231788467407226,0.04647704,0.058670666,0.04789454906611904,0.041657006603081276
2017-09-06,-0.03514762278747559,0.04975118,0.061314754,0.05146229280569308,0.04472615553925156
2017-09-07,-0.03363679989624024,0.049563866,0.06020216,0.05143336515375061,0.04420854732208357
2017-09-08,-0.049594863250732424,0.048001222,0.06083531,0.048125970281658985,0.043094093910491404
2017-09-11,-0.053228870971679686,0.05936082,0.07346832,0.059272758830165785,0.05444167278063096
2017-09-12,-0.05668311901855469,0.06292446,0.07646087,0.06360226407089208,0.05838224504768878
2017-09-13,-0.06946409460449218,0.06372922,0.078374475,0.0653861359406792,0.05909519442406437
2017-09-14,-0.06655248236083984,0.06255835,0.08057913,0.0642097447616845,0.05792883345561244
2017-09-15,-0.07338683575439453,0.06452109,0.08373565,0.06560791460557143,0.060180851063829616
2017-09-18,-0.05938383038330078,0.06607095,0.086802155,0.0667168079300337,0.06215462215700642
2017-09-19,-0.07228461599731445,0.0672545,0.08872213,0.0696095731242829,0.06314251650770358
2017-09-20,-0.07185692864990234,0.06793151,0.09075588,0.07047740268255774,0.06409519442406438
2017-09-21,-0.04673080242919922,0.06467868,0.08815904,0.06684216108845129,0.060999633162142235
2017-09-22,-0.039044748153686526,0.06536837,0.087689854,0.06705429720269603,0.062081988261188464
2017-09-25,-0.02675233415222168,0.06300107,0.08508617,0.06415188945779936,0.06018140132061618
2017-09-26,-0.02675233415222168,0.06307778,0.08451337,0.06377582998254708,0.060495047688921486
2017-09-27,-0.037591627975463865,0.0674206,0.08725774,0.06778713105190581,0.06574211298606006
2017-09-28,-0.031683082290649416,0.06870644,0.08922819,0.06907923283867058,0.06712802641232557
2017-09-29,-0.026910041488647462,0.07266611,0.090390876,0.07243484046399966,0.07085179750550245
2017-10-02,-0.022405437622070312,0.076821625,0.09781309,0.07682220100861087,0.07569075568598665
2017-10-03,-0.01130986669921875,0.07914631,0.10190455,0.07933890672760757,0.07802824651504024
2017-10-04,-0.012473765045166016,0.0804917,0.10287646,0.07920391101854272,0.0790398019075568
2017-10-05,-0.008839109497070313,0.08659301,0.10841235,0.0862333304405682,0.08482098312545841
2017-10-06,-0.008874426635742188,0.085426405,0.1083286,0.08481587549538608,0.08365187087307405
2017-10-09,-0.008169035217285157,0.083467826,0.10771542,0.0834466333034414,0.08151100513572998
2017-10-10,0.006756809204101563,0.08598408,0.1111031,0.08622368788992071,0.08406181217901672
2017-10-11,0.004305077911376953,0.08794266,0.11315739,0.08853790004532015,0.08579365370506224
2017-10-12,-0.0002868173522949219,0.086107574,0.11160584,0.08482551804603357,0.0841067498165809
2017-10-13,-0.008758059814453125,0.08706129,0.113100454,0.08590548371855337,0.0848827953044754
2017-10-16,0.011218199920654297,0.08896447,0.11724885,0.08892360207121991,0.08660913426265586
2017-10-17,0.005668701080322265,0.089696884,0.11921882,0.09054355057999952,0.08702494497432119
2017-10-18,0.010007149810791016,0.0905058,0.12701336,0.09132459718244675,0.08822303741746147
2017-10-19,0.007288241180419922,0.09086349,0.12727807,0.0902928442631646,0.088512105649303
2017-10-20,0.004294127319335938,0.09644526,0.13533695,0.09468020480777581,0.09414563462949362
2017-10-23,0.00894291485595703,0.09208965,0.13267632,0.08975286142690479,0.08966269258987525
2017-10-24,0.0006389920654296875,0.09385655,0.1408426,0.09136316738503669,0.09160051357300054
2017-10-25,0.02146308514404297,0.088755846,0.13537735,0.08713973020143301,0.0864180117388114
2017-10-26,0.02134056741333008,0.0901396,0.1388521,0.08717830040402295,0.08818672046955238
2017-10-27,0.019449165557861327,0.09894032,0.14047419,0.09933755677051692,0.09668525311812161
2017-10-30,0.02583805209350586,0.09543198,0.13631561,0.09611694485425291,0.09248716067498161
2017-10-31,0.025834508636474608,0.09646657,0.13770263,0.09619408525943282,0.09413774761555388
2017-11-01,0.03019171240234375,0.098212264,0.1405141,0.0993761269731071,0.09528228173147468
2017-11-02,0.03783033520507813,0.09842089,0.14446831,0.0987397186303722,0.09553301540718985
2017-11-03,0.033953714233398435,0.101822786,0.14558423,0.10253888358548618,0.09855997798972839
2017-11-06,0.03573218957519531,0.10322348,0.14603345,0.10288601540879598,0.10019442406456341
2017-11-07,0.04407060470581055,0.10301486,0.14646223,0.1032427897827535,0.09911647101980912
2017-11-08,0.026800038116455076,0.104607224,0.14676051,0.10448667881628061,0.10091617754952309
2017-11-09,0.03801712655639648,0.10045182,0.14182469,0.1012467817987214,0.09663554658840791
2017-11-10,0.039535890167236326,0.09946401,0.13989122,0.09962683328994201,0.09575348495964779
2017-11-13,0.04190498666381836,0.10054547,0.14074232,0.10004146296778424,0.09690517241379297
2017-11-14,0.04057935317993164,0.09800365,0.13927118,0.09610730230360542,0.09452384446074835
2017-11-15,0.04087560336303711,0.09193643,0.13254581,0.09032177191510705,0.08853723404255313
2017-11-16,0.037702329315185544,0.10088601,0.14165045,0.09916399085886213,0.097901870873074
2017-11-17,0.03882824234008789,0.097995125,0.13677795,0.0947669877636032,0.0956280264123257
2017-11-20,0.03733375668334961,0.09939581,0.14028636,0.09558660456864061,0.09741122523844443
2017-11-21,0.03833040753173828,0.10658712,0.14809743,0.10392741087872562,0.10479933969185606
2017-11-22,0.0467045146484375,0.10575689,0.14495108,0.1035899216060633,0.10393837123991191
2017-11-23,0.05136943215942383,0.10575689,0.14495108,0.1035899216060633,0.10393837123991191
2017-11-24,0.0730013695678711,0.10803043,0.1464992,0.10598127416664264,0.10608528980190741
2017-11-27,0.07730739450073242,0.10760466,0.14760828,0.10610662732506,0.10538591342626542
2017-11-28,0.0751099197692871,0.11851292,0.16006373,0.11715699036709191,0.11675917094644148
2017-11-29,0.0660703123474121,0.118099935,0.1651236,0.11684842874637207,0.11698184152604549
2017-11-30,0.07102991284179687,0.12725824,0.18126501,0.12604742206408442,0.12558455612619202
2017-12-01,0.06533824697875977,0.12497607,0.17928135,0.12450461396048496,0.12313426265590603
2017-12-04,0.051873287658691404,0.12379242,0.18212648,0.12431176294753496,0.12207740278796772
2017-12-05,0.050762328674316404,0.119590126,0.1768018,0.12108150848062346,0.1173158473954512
2017-12-06,0.0330634231262207,0.11946238,0.17486823,0.1209561553222059,0.11668635363169473
2017-12-07,0.033033293670654294,0.12274504,0.17830269,0.12297144840753274,0.12034317681584732
2017-12-08,0.04947524130249024,0.12892722,0.18402982,0.12896911491027607,0.126181584739545
2017-12-11,0.05199439535522461,0.132542,0.18679747,0.13439787092481714,0.1292070799706528
2017-12-12,0.049880044158935544,0.13429621,0.19257773,0.13827417628511104,0.13052732942039616
2017-12-13,0.03461066781616211,0.13375974,0.19650172,0.1380523976202186,0.13019827586206878
2017-12-14,0.05066376559448242,0.12914437,0.19276556,0.13449429643129204,0.12495304475421848
2017-12-15,0.05066376559448242,0.1392777,0.19972885,0.14426220023720687,0.13545579603815114
2017-12-18,0.04244176461791992,0.14538743,0.20656459,0.14960417329592032,0.14218250183418918
2017-12-19,0.041350178192138674,0.14168751,0.20474204,0.14581465089145385,0.13820249449743205
2017-12-20,0.03439552853393555,0.14074232,0.2033745,0.14415613218008427,0.13753503301540698
2017-12-21,0.05753857586669922,0.14300744,0.20608228,0.1478395865274284,0.13993305209097565
2017-12-22,0.07144060250854492,0.14248374,0.20470849,0.14651855708872116,0.13933198826118853
2017-12-25,0.07477579129028321,0.14248374,0.20470849,0.14651855708872116,0.13933198826118853
2017-12-26,0.07371257864379883,0.14127453,0.20432647,0.14420434493332174,0.13833400586940556
2017-12-27,0.07461580953979492,0.14217721,0.20569351,0.14524574040325158,0.1391115187087306
2017-12-28,0.07918177877807617,0.14427195,0.20876972,0.14677890595620358,0.14136867204695505
2017-12-29,0.083878974609375,0.13834102,0.20301293,0.14085837985864036,0.13533602347762272
2018-01-01,0.091298341796875,0.13834102,0.20301293,0.14085837985864036,0.13533602347762272
2018-01-02,0.09148277429199218,0.14779308,0.20811272,0.1508866325320374,0.14476559060895083
2018-01-03,0.09277800311279297,0.1551376,0.21291469,0.15781962644758799,0.15161390315480555
2018-01-04,0.08692829473876953,0.15979123,0.22033405,0.16314231440500648,0.15607905355832716
2018-01-05,0.09441802310180664,0.16794893,0.23107675,0.1721098865071789,0.16386390315480542
2018-01-08,0.09560453134155274,0.16989046,0.23045044,0.17263058424214373,0.1660557593543653
2018-01-09,0.09829147393798827,0.17141475,0.23545346,0.17457837947293814,0.16724779897285394
2018-01-10,0.10552568276977539,0.17011186,0.23464218,0.17441445611193085,0.16564526779163607
2018-01-11,0.10976682266235352,0.17834203,0.24464811,0.1820031434715111,0.1748187820983125
2018-01-12,0.10811329516601563,0.18629536,0.25576654,0.19042109018677625,0.18230832721936902
2018-01-15,0.10811329516601563,0.18629536,0.25576654,0.19042109018677625,0.18230832721936902
2018-01-16,0.1088626446838379,0.18211429,0.2552638,0.18775974620806699,0.17763793103448258
2018-01-17,0.10999126907348633,0.19324395,0.27097312,0.19893546240851648,0.1885403521643433
2018-01-18,0.11103266543579102,0.1913152,0.26621154,0.1972094458426143,0.18621331621423312
2018-01-19,0.10905551406860352,0.1965394,0.2688352,0.2011725341587358,0.19230557593543637
2018-01-22,0.10861624365234375,0.20619155,0.2757887,0.21178898242163027,0.20145726338958167
2018-01-23,0.12268753829956054,0.20881425,0.27560428,0.21253145882148755,0.2040442039618487
2018-01-24,0.12176223129272461,0.20813735,0.27761465,0.21162505906062276,0.20294937637564178
2018-01-25,0.1280285060119629,0.2088654,0.28446066,0.21307144165774736,0.2037199192956712
2018-01-26,0.12522503659057618,0.22317982,0.2953583,0.22845130994050555,0.21699761555392513
2018-01-29,0.12254139831542969,0.21494539,0.286733,0.2203226397446653,0.2087217534849595
2018-01-30,0.12072194567871093,0.20170394,0.2690868,0.2071798432121266,0.19560124724871603
2018-01-31,0.12495706616210937,0.20229155,0.27261516,0.20668807312910425,0.19578631694790882
2018-02-01,0.13625375366210937,0.20151235,0.27443144,0.20739197932637157,0.19539196625091704
2018-02-02,0.13377019775390625,0.17603002,0.2420313,0.18091353524834403,0.17012362435803371
2018-02-05,0.14346486428833008,0.12783723,0.18483719,0.12996229762696826,0.12275385179750543
2018-02-06,0.14346486428833008,0.14750774,0.2124324,0.1517930322929022,0.1413646368305209
2018-02-07,0.14475790420532225,0.14176838,0.21148728,0.14511074469418653,0.1361577402787968
2018-02-08,0.13174873098754883,0.09891048,0.16121958,0.10144927536231889,0.09420671313279526
2018-02-09,0.1297585627746582,0.11532391,0.17730111,0.11776447105788435,0.11011096845194407
2018-02-12,0.13304817129516602,0.13084318,0.19727258,0.13375182003143476,0.1251100513572999
2018-02-13,0.1407130817565918,0.13379799,0.19917935,0.1367892234853965,0.12800733675715323
2018-02-14,0.14138844024658204,0.14899367,0.21149412,0.15058771346196503,0.14369699192956698
2018-02-15,0.14712486071777345,0.162861,0.22642903,0.16524439044616093,0.15724321349963302
2018-02-16,0.14985846154785157,0.1632953,0.22735427,0.16566866267465089,0.15795597945707981
2018-02-19,0.12677178771972655,0.1632953,0.22735427,0.16566866267465089,0.15795597945707981
2018-02-20,0.13570828564453125,0.15650004,0.21496212,0.15779069879564553,0.1509809244314013
2018-02-21,0.15762424090576171,0.15014334,0.20683615,0.15168696423577982,0.14517681584739542
2018-02-22,0.15386486947631836,0.15126306,0.21485168,0.15360583181463158,0.1460663976522377
2018-02-23,0.1569060293273926,0.16971594,0.23176397,0.17190739294358143,0.1640084372707262
2018-02-26,0.15991334671020507,0.1834683,0.25119573,0.18843472475339185,0.17702127659574457
2018-02-27,0.16874066555786132,0.1684301,0.23663259,0.1728330778057412,0.1618202494497431
2018-02-28,0.17453074905395508,0.15546545,0.21809869,0.15890923467075507,0.14863389581804826
2018-03-01,0.17092243389892578,0.14006956,0.19764785,0.14219869439864236,0.1343960014673514
2018-03-02,0.17060488430786133,0.14585155,0.19419639,0.14653784219001614,0.14101779163609673
2018-03-05,0.17799431161499024,0.15849261,0.21058257,0.15892851977205028,0.153405172413793
2018-03-06,0.18176048266601563,0.1615497,0.21103807,0.15955528556413745,0.15734115920763012
2018-03-07,0.17696784197998047,0.16098766,0.20701039,0.1588995921201076,0.15722542186353625
2018-03-08,0.18522790225219726,0.16616924,0.21157786,0.16470440760990115,0.16171881878209823
2018-03-09,0.18940561080932616,0.18643591,0.23301715,0.18504054692547284,0.1817635730007336
2018-03-12,0.19202098791503908,0.1849244,0.22537005,0.18372916003741308,0.1806425165077034
2018-03-13,0.19202098791503908,0.17738405,0.21701974,0.17476158793524066,0.17329145267791624
2018-03-14,0.16455643231201172,0.17064407,0.204906,0.16773216851321518,0.16658217168011719
2018-03-15,0.15650983880615235,0.16972873,0.21052906,0.16749110474702775,0.1653207997065296
2018-03-16,0.15476572845458986,0.1717213,0.21407443,0.16809858543782016,0.1679715700660307
2018-03-19,0.16800814654541016,0.15507793,0.19774178,0.14949810523879775,0.15193048422597208
2018-03-20,0.17562113055419923,0.15678953,0.20340465,0.14980666685951782,0.15349339691856187
2018-03-21,0.1548475192565918,0.15465643,0.20121662,0.1470103271717435,0.1519917461482025
2018-03-22,0.15670003189086915,0.12560193,0.1659612,0.11652058202435724,0.12311665443873807
2018-03-23,0.17946828268432616,0.10200157,0.1452927,0.09251063091208893,0.09967149669845912
2018-03-26,0.16899211361694336,0.1319289,0.17787048,0.12332822278149025,0.12896423330887738
2018-03-27,0.157851942779541,0.11237336,0.16108574,0.10285708775685352,0.1096720469552457
2018-03-28,0.17001166116333008,0.109128945,0.16063358,0.10069715641181412,0.10688958180484208
2018-03-29,0.1683561524963379,0.12440134,0.17302857,0.11599988428939219,0.12197725605282456
2018-03-30,0.14303182766723632,0.12440134,0.17302857,0.11599988428939219,0.12197725605282456
2018-04-02,0.15151886471557618,0.09928511,0.15069427,0.09119924402402939,0.09684629493763741
2018-04-03,0.14386131942749023,0.113152444,0.16963404,0.10528701052002282,0.11083565663976519
2018-04-04,0.1295159909362793,0.1260277,0.18087329,0.11830445389414414,0.12348807776962578
2018-04-05,0.10401623934936523,0.13375548,0.19259816,0.12737809405343917,0.13137215700660307
2018-04-06,0.1203628793334961,0.108903274,0.16473815,0.10289565795944347,0.10687949376375626
2018-04-09,0.12570118298339844,0.11260319,0.16699338,0.10699374198462981,0.11013554658840784
2018-04-10,0.1450776898803711,0.13121365,0.18786672,0.12638491133674695,0.12874376375641966
2018-04-11,0.14036729888916016,0.12496328,0.17723049,0.11909514304723885,0.1230920763022743
2018-04-12,0.1439410333251953,0.13424507,0.19151923,0.12894018725833362,0.13194369038884812
2018-04-13,0.15538635919189453,0.13097093,0.18553755,0.12576778809530703,0.12860913426265572
2018-04-16,0.1595198441772461,0.14014202,0.1958987,0.1338000327846722,0.13800513573000717
2018-04-17,0.1566464811706543,0.15229765,0.20629358,0.14591107639792894,0.1498600513572999
2018-04-18,0.16571261593627928,0.15325563,0.20441696,0.14482146817476166,0.1510511738811444
2018-04-19,0.1744943688659668,0.14665194,0.20036884,0.13964341847705572,0.1444730374174613
2018-04-20,0.17212923870849609,0.13686351,0.19054046,0.1286123405363188,0.13491746148202474
2018-04-23,0.17832469183349609,0.13692744,0.18984696,0.1285930554350238,0.1349935803374907
2018-04-24,0.1790247769165039,0.12171471,0.16918492,0.11259606391082568,0.12057373440939086
2018-04-25,0.1790098046875,0.12377537,0.1720903,0.11408101671054044,0.1223912325752016
2018-04-26,0.1822293623046875,0.13550107,0.1836979,0.12737809405343917,0.13336500366837856
2018-04-27,0.18019906954956055,0.1367656,0.18315522,0.12808200025070648,0.134286316947909
2018-04-30,0.17493495690917968,0.12745833,0.1759506,0.1192397813069514,0.12479438738077754
2018-05-01,0.17090196185302733,0.13033228,0.17283106,0.12277859739458297,0.12782887013939825
2018-05-02,0.16011991351318358,0.12218726,0.16435955,0.11529597809212509,0.12040737344093898
2018-05-03,0.16000757373046876,0.11965821,0.16461116,0.1126828468666533,0.11777017608217169
2018-05-04,0.15993765228271484,0.13400236,0.18078613,0.12783129393387155,0.1321184886280263
2018-05-07,0.16507094964599608,0.13792367,0.18540029,0.1322861523330152,0.13634666177549515
2018-05-08,0.15026716552734376,0.13762139,0.18554096,0.13181366735128783,0.1366201393983858
2018-05-09,0.1577466544189453,0.14863609,0.19441435,0.14330758772310465,0.14712692589875262
2018-05-10,0.175490694732666,0.15939955,0.2040013,0.15436759331578404,0.15758253851797502
2018-05-11,0.18260635586547852,0.16137934,0.20846118,0.15723143085809077,0.1594488261188553
2018-05-14,0.18260635586547852,0.1624054,0.21178223,0.15909244313305757,0.16004310344827583
2018-05-15,0.18066216409301758,0.15445207,0.20238948,0.15017308378412259,0.15271533382245048
2018-05-16,0.19319859017944335,0.15913978,0.20543212,0.15446401882225894,0.15789361702127647
2018-05-17,0.2022757071838379,0.15814771,0.20275791,0.1518798152487296,0.15743470286133524
2018-05-18,0.20697605020141602,0.15509924,0.2028119,0.1480902928442633,0.15455044020542918
2018-05-21,0.20455768435668945,0.16363168,0.21732439,0.1576171328839905,0.16334042553191477
2018-05-22,0.20136177716064455,0.1599828,0.20861886,0.15434830821448906,0.15919460748349212
2018-05-23,0.19722778729248047,0.1637509,0.21116905,0.15851389009420783,0.16269534115920764
2018-05-24,0.18747774035644532,0.16139638,0.20751654,0.15486900594945388,0.16063848129126906
2018-05-25,0.17415344030761717,0.15865871,0.20466125,0.15183160249549216,0.15796606749816564
2018-05-28,0.17890042486572266,0.15865871,0.20466125,0.15183160249549216,0.15796606749816564
2018-05-29,0.1848749875793457,0.14525977,0.18560123,0.13814882312669347,0.1455918928833454
2018-05-30,0.19468984338378906,0.15979975,0.20050943,0.15218837686944967,0.16036225238444599
2018-05-31,0.17904644677734374,0.15182084,0.18824826,0.14641248903159879,0.15191140865737338
2018-06-01,0.1853940513305664,0.1643172,0.19892442,0.15904423037982013,0.1639225972120322
2018-06-04,0.1743868861694336,0.16953288,0.20761046,0.1644826289450087,0.16936206896551717
2018-06-05,0.16534708276367188,0.17035459,0.20694327,0.16474297781249111,0.17064435069699194
2018-06-06,0.1647466643676758,0.18038148,0.22380206,0.17560048984157303,0.18049798239178266
2018-06-07,0.17619652899169921,0.17953846,0.22842638,0.17515693251178813,0.17966856199559786
2018-06-08,0.178956513671875,0.18322559,0.23208222,0.1781171955605697,0.18349358033749064
2018-06-11,0.16822548767089843,0.1844901,0.23236357,0.17873431880200963,0.1847314746881878
2018-06-12,0.15249231481933595,0.18655513,0.23228668,0.17992999508229932,0.18674504768892147
2018-06-13,0.15158954391479493,0.18177791,0.22646943,0.1753497835247381,0.18172175348495964
2018-06-14,0.1560568522644043,0.18469873,0.2252095,0.17810755300992223,0.18463242846661757
2018-06-15,0.16106485348510743,0.18349376,0.22108106,0.17664188531150266,0.18343011738811435
