Dates,portfolio_returns,baseline_returns,djia_returns,RAY Index_returns,RLG Index_returns
2017-10-10,-0.021812862884521483,0.08598408,0.1111031,0.08583162158750558,0.11330997591211381
2017-10-11,-0.022617037017822264,0.08794266,0.11315739,0.08750272540536812,0.11718988046855704
2017-10-12,-0.01789362890625,0.086107574,0.11160584,0.08585600679343154,0.1178935715289741
2017-10-13,-0.02464268719482422,0.08706129,0.113100454,0.08649719426689471,0.11983003154386868
2017-10-16,-0.0036915443115234374,0.08896447,0.11724885,0.08811522440127144,0.12200920385999871
2017-10-17,-0.0051986616821289066,0.089696884,0.11921882,0.08836624857992043,0.12331705647600956
2017-10-18,0.000355320556640625,0.0905058,0.12701336,0.0895396073121192,0.12398145957399632
2017-10-19,4.8193603515625e-05,0.09086349,0.12727807,0.08969309066706448,0.12338166334756155
2017-10-20,0.0032323446044921875,0.09644526,0.13533695,0.09532176996431149,0.12868815747313808
2017-10-23,0.0009431021728515625,0.09208965,0.13267632,0.09043970829556013,0.12286306224348245
2017-10-24,-0.0077110004272460935,0.09385655,0.1408426,0.09222915208335727,0.12489992482903206
2017-10-25,-0.004438952758789062,0.088755846,0.13537735,0.08688592313783093,0.12017314641575938
2017-10-26,-0.0063091708984375,0.0901396,0.1388521,0.0887449364837106,0.12170625001637006
2017-10-27,-0.007529288513183594,0.09894032,0.14047419,0.0972087545758122,0.13909772138548576
2017-10-30,-0.01025923760986328,0.09543198,0.13631561,0.09276347497790983,0.1376379553147447
2017-10-31,-0.009946010681152345,0.09646657,0.13770263,0.0948154183353798,0.1401934190043732
2017-11-01,-0.009878567443847656,0.098212264,0.1405141,0.09554769172509553,0.13970013680941604
2017-11-02,-0.01064855340576172,0.09842089,0.14446831,0.09584031419620617,0.13999174079723137
2017-11-03,-0.013622834899902344,0.101822786,0.14558423,0.0989652066144153,0.146512669494818
2017-11-06,-0.014756279052734375,0.10322348,0.14603345,0.1006456341874849,0.14841420687644127
2017-11-07,-0.013512205627441405,0.10301486,0.14646223,0.0988655141548948,0.14903757588033423
2017-11-08,-0.006704406616210938,0.104607224,0.14676051,0.10052657700561148,0.1527550901920659
2017-11-09,-0.017396807373046875,0.10045182,0.14182469,0.09618529313886363,0.14679030442932495
2017-11-10,-0.017245177490234374,0.09946401,0.13989122,0.09553119585049867,0.14713778463037466
2017-11-13,-0.017975971435546877,0.10054547,0.14074232,0.09650803851141224,0.14847008308967527
2017-11-14,-0.021504751403808593,0.09800365,0.13927118,0.09393898534592571,0.14704436658637374
2017-11-15,-0.020831662658691408,0.09193643,0.13254581,0.0880764949565657,0.13911169043879434
2017-11-16,-0.018636586181640626,0.10088601,0.14165045,0.09771797505249996,0.15081164565051705
2017-11-17,-0.018238601501464845,0.097995125,0.13677795,0.09613723993895085,0.14744772300065742
2017-11-20,-0.018928960021972658,0.09939581,0.14028636,0.09818559723672576,0.14968888299084418
2017-11-21,-0.019495098815917968,0.10658712,0.14809743,0.10578876100203115,0.16039354315433466
2017-11-22,-0.028683702575683593,0.10575689,0.14495108,0.10499839344525658,0.15929173407462446
2017-11-23,-0.02559331701660156,0.10575689,0.14495108,0.10499839344525658,0.15929173407462446
2017-11-24,-0.008233958862304687,0.10803043,0.1464992,0.1071959308263429,0.16352261109544447
2017-11-27,-0.005522798889160156,0.10760466,0.14760828,0.10614593254765159,0.16400628956625227
2017-11-28,-0.003991394897460938,0.11851292,0.16006373,0.11734376255120885,0.1709515282580853
2017-11-29,-0.011284362365722656,0.118099935,0.1651236,0.11720247179922655,0.161035246540695
2017-11-30,-0.0063735205078125,0.12725824,0.18126501,0.12546475333646992,0.17254312726942564
2017-12-01,-0.00778704931640625,0.12497607,0.17928135,0.1230663966124645,0.1675683981599265
2017-12-04,-0.006660946105957031,0.12379242,0.18212648,0.12150646064514646,0.15936332547283075
2017-12-05,-0.0061604560546875,0.119590126,0.1768018,0.11655698105412934,0.1580554728568199
2017-12-06,-0.0062218701171875,0.11946238,0.17486823,0.11563177765282347,0.16023464517295014
2017-12-07,-0.004599640014648437,0.12274504,0.17830269,0.11981455768105301,0.16598378367524066
2017-12-08,-0.010612195678710938,0.12892722,0.18402982,0.12556157694823447,0.17182983248485897
2017-12-11,-0.007311400634765625,0.132542,0.18679747,0.12856024006518021,0.17589570006347194
2017-12-12,-0.00824976885986328,0.13429621,0.19257773,0.12954999254099575,0.1752932846395417
2017-12-13,0.005241155578613281,0.13375974,0.19650172,0.1294818574067912,0.17753619076139215
2017-12-14,0.01594251794433594,0.12914437,0.19276556,0.12405901793603612,0.17399416268184886
2017-12-15,0.01594251794433594,0.1392777,0.19972885,0.13468594723615201,0.1852549657801848
2017-12-18,0.00865319873046875,0.14538743,0.20656459,0.14177487004119663,0.1918579626659591
2017-12-19,0.010948730346679687,0.14168751,0.20474204,0.13761647521889306,0.18824521625404125
2017-12-20,0.01713420361328125,0.14074232,0.2033745,0.13708502117209642,0.18665099804520563
2017-12-21,0.03958275769042969,0.14300744,0.20608228,0.13967487348381402,0.18623192644594982
2017-12-22,0.05255238598632812,0.14248374,0.20470849,0.1391097104758845,0.18557014254545853
2017-12-25,0.04928672100830078,0.14248374,0.20470849,0.1391097104758845,0.18557014254545853
2017-12-26,0.04982814929199219,0.14127453,0.20432647,0.13821391276407746,0.18337612811018794
2017-12-27,0.05020295434570313,0.14217721,0.20569351,0.1390444441894357,0.18539029098411114
2017-12-28,0.05087312078857422,0.14427195,0.20876972,0.14140622310455234,0.18728484383908012
2017-12-29,0.051775103210449216,0.13834102,0.20301293,0.13518154068599886,0.18070803892825932
2018-01-01,0.046447399963378905,0.13834102,0.20301293,0.13518154068599886,0.18070803892825932
2018-01-02,0.045583871765136716,0.14779308,0.20811272,0.14457629987491816,0.1930837470937823
2018-01-03,0.04657192041015625,0.1551376,0.21291469,0.15126071514636866,0.20324361417824
2018-01-04,0.05058749139404297,0.15979123,0.22033405,0.15544206075072006,0.20803325333140096
2018-01-05,0.047739628173828125,0.16794893,0.23107675,0.16286663874321525,0.21964590195994563
2018-01-08,0.046129040710449216,0.16989046,0.23045044,0.16500177868560867,0.22256979943058655
2018-01-09,0.04669226666259765,0.17141475,0.23545346,0.16612708421789465,0.22475421014170738
2018-01-10,0.046343114135742186,0.17011186,0.23464218,0.1647199143935829,0.22197524159914236
2018-01-11,0.04898742321777344,0.17834203,0.24464811,0.17434561582685928,0.23067621567869098
2018-01-12,0.04725759606933594,0.18629536,0.25576654,0.18151056309743752,0.2389231955257123
2018-01-15,0.04725759606933594,0.18629536,0.25576654,0.18151056309743752,0.2389231955257123
2018-01-16,0.04781723675537109,0.18211429,0.2552638,0.17612860470720546,0.23369615039082794
2018-01-17,0.04785078717041016,0.19324395,0.27097312,0.18698145576810524,0.24704358082712513
2018-01-18,0.046034877319335935,0.1913152,0.26621154,0.1845027713069323,0.2466000633845796
2018-01-19,0.04723981567382812,0.1965394,0.2688352,0.1910566540054852,0.2532100447970079
2018-01-22,0.04576118664550781,0.20619155,0.2757887,0.20038327806019993,0.2628801219498355
2018-01-23,0.057082257934570314,0.20881425,0.27560428,0.203277228234052,0.2686100530038267
2018-01-24,0.05296548565673828,0.20813735,0.27761465,0.201703665239893,0.26499992578940434
2018-01-25,0.05121880639648437,0.2088654,0.28446066,0.2022810208507855,0.2662169795589097
2018-01-26,0.050920442138671876,0.22317982,0.2953583,0.21512413504240152,0.28209804703904096
2018-01-29,0.05001647717285156,0.21494539,0.286733,0.206884087075267,0.2729701437677507
2018-01-30,0.050447299560546874,0.20170394,0.2690868,0.1939814442927142,0.260983822963203
2018-01-31,0.05102079443359375,0.20229155,0.27261516,0.19393052224504548,0.26360214739272
2018-02-01,0.0604057158203125,0.20151235,0.27443144,0.19370675212007854,0.25942540045347046
2018-02-02,0.05940783898925781,0.17603002,0.2420313,0.16873917009972111,0.23396854693034433
2018-02-05,0.06542535668945312,0.12783723,0.18483719,0.12219354968270547,0.18634105967492268
2018-02-06,0.06542535668945312,0.14750774,0.2124324,0.14020919637836657,0.21085674823138703
2018-02-07,0.06329313806152344,0.14176838,0.21148728,0.13547846642874353,0.2026027838577114
2018-02-08,0.07352093408203125,0.09891048,0.16121958,0.09393611649816963,0.15455622500303395
2018-02-09,0.0697199453125,0.11532391,0.17730111,0.10920340704359499,0.17346770398528372
2018-02-12,0.06870963598632812,0.13084318,0.19727258,0.1239872967421365,0.19118832117298154
2018-02-13,0.06370743090820312,0.13379799,0.19917935,0.12711434079616257,0.19530395350400614
2018-02-14,0.06299242419433594,0.14899367,0.21149412,0.14300058524494222,0.21284471913035677
2018-02-15,0.06239414916992188,0.162861,0.22642903,0.1565272024144222,0.23004324295064826
2018-02-16,0.06047144342041016,0.1632953,0.22735427,0.15726019301607708,0.2287310250054786
2018-02-19,0.058562107238769534,0.1632953,0.22735427,0.15726019301607708,0.2287310250054786
2018-02-20,0.06296585144042968,0.15650004,0.21496212,0.15039719197181636,0.22528852643075858
2018-02-21,0.08144221569824218,0.15014334,0.20683615,0.14490621736685674,0.22041594602357822
2018-02-22,0.08075084185791015,0.15126306,0.21485168,0.14546707710315235,0.2226911555812045
2018-02-23,0.07957392279052734,0.16971594,0.23176397,0.16313415879646093,0.24218322334158965
2018-02-26,0.0821836821899414,0.1834683,0.25119573,0.1756337284692976,0.2559767904179281
2018-02-27,0.08867992425537109,0.1684301,0.23663259,0.1605120319474886,0.23958236022870852
2018-02-28,0.09361762860107421,0.15546545,0.21809869,0.1476438153380076,0.22852236227168246
2018-03-01,0.09599068029785156,0.14006956,0.19764785,0.13403113273584794,0.21171409887819784
2018-03-02,0.09680779309082031,0.14585155,0.19419639,0.14135458384494448,0.218964910611155
2018-03-05,0.10416378729248046,0.15849261,0.21058257,0.15371357997773769,0.2317492135859522
2018-03-06,0.10864058764648438,0.1615497,0.21103807,0.15798744592221978,0.23658599829402954
2018-03-07,0.10773715979003906,0.16098766,0.20701039,0.15853180978391837,0.2384648359640262
2018-03-08,0.10738453887939453,0.16616924,0.21157786,0.16277053234338965,0.24483647040437792
2018-03-09,0.10535964666748047,0.18643591,0.23301715,0.18229591017063906,0.26644223054350974
2018-03-12,0.10715609295654296,0.1849244,0.22537005,0.18154570648244836,0.2664989798225757
2018-03-13,0.10715609295654296,0.17738405,0.21701974,0.17421436604202287,0.2576609344074372
2018-03-14,0.12864393017578124,0.17064407,0.204906,0.16775587253135657,0.252811926777715
2018-03-15,0.13731001525878905,0.16972873,0.21052906,0.16611489161493184,0.2520497403065685
2018-03-16,0.13728257684326173,0.1717213,0.21407443,0.1688252355324008,0.252742954577004
2018-03-19,0.13786390979003907,0.15507793,0.19774178,0.15305446220579969,0.23305270087280405
2018-03-20,0.14221980932617187,0.15678953,0.20340465,0.15469902918191933,0.23780305206353491
2018-03-21,0.13411152044677735,0.15465643,0.20121662,0.1536863259240558,0.23276546221414754
2018-03-22,0.13735927435302733,0.12560193,0.1659612,0.1251061473669715,0.20046289950401147
2018-03-23,0.16008864739990233,0.10200157,0.1452927,0.10182903388682972,0.17532034968032711
2018-03-26,0.15925513958740234,0.1319289,0.17787048,0.1306846218284888,0.21007971964110017
2018-03-27,0.15559000048828125,0.11237336,0.16108574,0.11097276889710021,0.18181945173211908
2018-03-28,0.1484259765625,0.109128945,0.16063358,0.10793250748769266,0.17558052329819843
2018-03-29,0.1486169476928711,0.12440134,0.17302857,0.12283975763974149,0.1935211530755055
2018-03-30,0.15703763806152343,0.12440134,0.17302857,0.12283975763974149,0.1935211530755055
2018-04-02,0.1612994716796875,0.09928511,0.15069427,0.09753580321999468,0.16591044614537084
2018-04-03,0.15390551092529298,0.113152444,0.16963404,0.1112008422937012,0.17905707144035796
2018-04-04,0.14947101092529297,0.1260277,0.18087329,0.12393709190640677,0.19470503034340314
2018-04-05,0.12451263592529296,0.13375548,0.19259816,0.13177406676382497,0.2026193721085153
2018-04-06,0.11950707293701172,0.108903274,0.16473815,0.10757533594207222,0.17503398408750234
2018-04-09,0.11845068817138672,0.11260319,0.16699338,0.11060770802015082,0.17837520702573556
2018-04-10,0.13932276025390625,0.13121365,0.18786672,0.12936997234430755,0.19969372850621064
2018-04-11,0.1362531351928711,0.12496328,0.17723049,0.12422756274170046,0.1931989917835775
2018-04-12,0.13565927154541016,0.13424507,0.19151923,0.13296894185419364,0.20334925514388583
2018-04-13,0.14950858825683594,0.13097093,0.18553755,0.1293118781772489,0.19966142507043466
2018-04-16,0.15433265380859376,0.14014202,0.1958987,0.1386291784767566,0.20979684631160264
2018-04-17,0.15188353442382813,0.15229765,0.20629358,0.15077516266366772,0.22906628228488324
2018-04-18,0.14688904010009765,0.15325563,0.20441696,0.15217229152083359,0.23081066781678555
2018-04-19,0.14028884301757813,0.14665194,0.20036884,0.14556892119848977,0.22076953768545027
2018-04-20,0.13959738128662108,0.13686351,0.19054046,0.1363341002719667,0.20724574795113293
2018-04-23,0.13866761285400392,0.13692744,0.18984696,0.13609670312015884,0.20610552397482443
2018-04-24,0.13868175622558593,0.12171471,0.16918492,0.12197766888906732,0.18299721753919418
2018-04-25,0.1387430513305664,0.12377537,0.1720903,0.12337623217011115,0.18422474809868092
2018-04-26,0.14057286151123047,0.13550107,0.1836979,0.13425131680111996,0.2033125863789508
2018-04-27,0.13831207342529298,0.1367656,0.18315522,0.13508902034586834,0.20472258769728022
2018-04-30,0.13764882678222656,0.12745833,0.1759506,0.12595532630274373,0.19687372586955182
2018-05-01,0.13664534448242188,0.13033228,0.17283106,0.12901853849419911,0.20418477914490196
2018-05-02,0.14472760717773436,0.12218726,0.16435955,0.12212971782013464,0.19792227793352313
2018-05-03,0.14215448608398437,0.11965821,0.16461116,0.11929601344915834,0.1983256343478068
2018-05-04,0.14217623986816405,0.13400236,0.18078613,0.13373779305279831,0.2159248953848869
2018-05-07,0.14646625897216797,0.13792367,0.18540029,0.138527334381419,0.22241177451503383
2018-05-08,0.1323282250366211,0.13762139,0.18554096,0.1389727229955361,0.2225296384023245
2018-05-09,0.1349698218383789,0.14863609,0.19441435,0.14938664034976992,0.23391528991460564
2018-05-10,0.15496781372070312,0.15939955,0.2040013,0.15928344789598706,0.24494473056751903
2018-05-11,0.1577258115234375,0.16137934,0.20846118,0.1610671539882722,0.24660093645041134
2018-05-14,0.1577258115234375,0.1624054,0.21178223,0.1614566000711474,0.24685849087078718
2018-05-15,0.15538636193847657,0.15445207,0.20238948,0.15445948039429436,0.23662004786146906
2018-05-16,0.16372987176513673,0.15913978,0.20543212,0.15975609056378604,0.24198940272693387
2018-05-17,0.1645853236694336,0.15814771,0.20275791,0.15959184902975573,0.24038034239895809
2018-05-18,0.16391823986816406,0.15509924,0.2028119,0.1572035332728962,0.24027208223581697
2018-05-21,0.16419542474365234,0.16363168,0.21732439,0.16572042504848344,0.24936418980800423
2018-05-22,0.16690607250976564,0.1599828,0.20861886,0.16134758385641984,0.24315756480985937
2018-05-23,0.16568749957275392,0.1637509,0.21116905,0.16475218893083782,0.2508195905495863
2018-05-24,0.1641264722290039,0.16139638,0.20751654,0.16286663874321525,0.2508833243553065
2018-05-25,0.1718060111694336,0.15865871,0.20466125,0.16045322056849093,0.25023987483728244
2018-05-28,0.1681961166381836,0.15865871,0.20466125,0.16045322056849093,0.25023987483728244
2018-05-29,0.16214524041748046,0.14525977,0.18560123,0.1486995513122109,0.24081949451234483
2018-05-30,0.15421991375732422,0.15979975,0.20050943,0.16342032636012074,0.2537574570735358
2018-05-31,0.15833922790527344,0.15182084,0.18824826,0.15519175378401023,0.24714922179277096
2018-06-01,0.15290720715332032,0.1643172,0.19892442,0.167187840675671,0.26276662339170365
2018-06-04,0.1477695462036133,0.16953288,0.20761046,0.17263793420010778,0.2721739077291646
2018-06-05,0.14654631658935546,0.17035459,0.20694327,0.17435207073431025,0.2761035770380195
2018-06-06,0.14505492443847656,0.18038148,0.22380206,0.18430625523564706,0.28659695527021833
2018-06-07,0.15819550506591798,0.17953846,0.22842638,0.18298084757238098,0.2808853585986946
2018-06-08,0.16132828491210938,0.18322559,0.23208222,0.18680143557141704,0.285262910679254
2018-06-11,0.15328559973144532,0.1844901,0.23236357,0.1880085032647487,0.2870727761485401
2018-06-12,0.15104179681396485,0.18655513,0.23228668,0.19059405230483223,0.2925879330079128
2018-06-13,0.15057466802978517,0.18177791,0.22646943,0.18566752349586313,0.2878471855413315
2018-06-14,0.14661252197265626,0.18469873,0.2252095,0.18887130922736184,0.2949696565970164
