Dates,portfolio_returns,baseline_returns,djia_returns,RAY Index_returns,RLG Index_returns
2017-04-24,0.0,0.010840069,0.010518463,0.01088225675039877,0.010330987987487295
2017-04-25,0.002216399169921875,0.01699678,0.021820353,0.01729126263727431,0.016263470314452258
2017-04-26,0.0030908516845703127,0.016502822,0.020796917,0.017492081980193402,0.016410145374191696
2017-04-27,0.004109666625976563,0.017064866,0.021100612,0.017993413125552228,0.020082260262670744
2017-04-28,0.006792029541015625,0.015119071,0.019114006,0.014742291406079707,0.020090117855156804
2017-05-01,0.013618725830078124,0.016877552,0.017797617,0.01693911157522688,0.023562300668157333
2017-05-02,0.014973596740722656,0.01808667,0.019570544,0.017380196917709933,0.02590735549232637
2017-05-03,0.016571351440429687,0.016792314,0.019960357,0.015222823405207466,0.02249279502422334
2017-05-04,0.007918133178710937,0.017384192,0.019647444,0.015240753703682454,0.02485007277003725
2017-05-05,0.008960401794433593,0.021543967,0.022346947,0.020074762172521035,0.028957847508575798
2017-05-08,0.02206738458251953,0.02158222,0.022606822,0.019385521499145082,0.02892990940195881
2017-05-09,0.024804040466308595,0.020534843,0.020830471,0.018538494199189806,0.030505793228326826
2017-05-10,0.02752002178955078,0.021688662,0.01924052,0.02020816359317439,0.030757236187880316
2017-05-11,0.027329120727539062,0.019478943,0.018087624,0.01735724613566209,0.028741327182293594
2017-05-12,0.031023551025390624,0.017971704,0.0169775,0.015392085422810791,0.028592032925058672
2017-05-15,0.025057819580078126,0.02283406,0.02113027,0.020675785777400348,0.03245011083570745
2017-05-16,0.022349452697753906,0.022131478,0.021023715,0.01998152462045137,0.03234970826505241
2017-05-17,0.02483916339111328,0.0035509532,0.002879629,0.0007107570315458395,0.012965027601976393
2017-05-18,0.026841133728027343,0.007250863,0.005609359,0.004337697807052777,0.018726389025911783
2017-05-19,0.036593659118652345,0.014067433,0.012511344,0.011197112791618431,0.02458204155967988
2017-05-22,0.01850394805908203,0.019300153,0.016890908,0.016675894793615077,0.03129591780609034
2017-05-23,0.009009164245605468,0.021173498,0.01898749,0.01848183445600909,0.031267106633641586
2017-05-24,0.008606202575683593,0.023715328,0.022613665,0.02100713769321687,0.03580268362975377
2017-05-25,0.003430740905761719,0.028262619,0.026046121,0.025004159829246222,0.0434297867362094
2017-05-26,-0.005969974426269531,0.028581945,0.025916185,0.025168401363276523,0.04411688954582258
2017-05-29,-0.023416631042480467,0.028581945,0.025916185,0.025168401363276523,0.04411688954582258
2017-05-30,-0.011493909118652343,0.02734289,0.023443477,0.023107134250599643,0.04407149012256975
2017-05-31,-0.014731502990722655,0.026870344,0.022430213,0.022814511779488848,0.04469311299479918
2017-06-01,-0.02028392254638672,0.034644894,0.029026031,0.03210455802531466,0.05242847626439591
2017-06-02,-0.019797024597167968,0.03848108,0.032048713,0.03603344502713929,0.060261622907152194
2017-06-05,-0.038232450622558596,0.03721656,0.030965872,0.03405824334714211,0.058696215870765324
2017-06-06,-0.03813694464111328,0.034334093,0.028639166,0.031222387340348552,0.05464169814796547
2017-06-07,-0.02433925213623047,0.035956193,0.030462187,0.032636729284050266,0.05734820222649262
2017-06-08,-0.018433518005371095,0.036233008,0.030892396,0.034182321012588564,0.05652664727878487
2017-06-09,-0.056715328125,0.035372943,0.03524525,0.033683141503046674,0.04645757904083261
2017-06-12,-0.044477935913085936,0.03435956,0.033478595,0.03276511022113076,0.042816021456466034
2017-06-13,-0.04436822247314453,0.039026078,0.037994944,0.03780208966870537,0.04978395985992547
2017-06-14,-0.04506156262207031,0.037991382,0.040238,0.03618334232238967,0.04954561288784861
2017-06-15,-0.03801977502441406,0.0356667,0.039524533,0.0334608058019577,0.04639821056427119
2017-06-16,-0.05182060180664062,0.035960454,0.040710986,0.033392670667752984,0.04487994908280087
2017-06-19,-0.06250307894897461,0.044607855,0.047753647,0.041982000849178996,0.05642362551063454
2017-06-20,-0.06250307894897461,0.037612494,0.044743605,0.034458447609102334,0.04941814527640834
2017-06-21,-0.04454963369750976,0.037007935,0.041964162,0.033496666398907506,0.05335130684859046
2017-06-22,-0.022079300201416015,0.036535285,0.041344132,0.03356623595699018,0.053523300817451595
2017-06-23,-0.027641036651611328,0.03815323,0.041221038,0.03604922368979717,0.05654148939792523
2017-06-26,-0.05936102963256836,0.03848108,0.041940875,0.036745636482563085,0.05427850276194383
2017-06-27,-0.059491302764892576,0.030097604,0.037128154,0.0280831506833595,0.04162952499107292
2017-06-28,-0.05216246157836914,0.03917077,0.044133745,0.03778487658216953,0.052658965643986505
2017-06-29,-0.04746990951538086,0.03023388,0.03597811,0.02902341553538444,0.03868991233545988
2017-06-30,-0.021128616912841798,0.03181347,0.039024744,0.03050589261329071,0.040752093830131196
2017-07-03,-0.01948335726928711,0.03419782,0.045333885,0.03350383851829747,0.03766144078561971
2017-07-04,-0.019913590789794922,0.03419782,0.045333885,0.03350383851829747,0.03766144078561971
2017-07-05,-0.03699139727783203,0.035700794,0.04528037,0.0340740220098,0.04232972378816294
2017-07-06,-0.036295617797851565,0.025997497,0.0375846,0.02357690807064254,0.03316864401526487
2017-07-07,-0.03557772906494141,0.032567088,0.042173944,0.030716035711416866,0.04303516098024352
2017-07-10,-0.03592023236083984,0.03352507,0.04189069,0.030940523048322944,0.04609787591813802
2017-07-11,-0.035358546508789064,0.032716148,0.04191749,0.03080353556797453,0.04672299105369449
2017-07-12,-0.020571634399414063,0.040260766,0.04790697,0.038383031339292925,0.05674054840757159
2017-07-13,-0.022699853149414063,0.042210825,0.048926506,0.040213356207612745,0.0582334909799204
2017-07-14,-0.007208527221679688,0.0470816,0.053046197,0.04478271347096156,0.06462520593440324
2017-07-17,-0.0055211111450195315,0.047026195,0.05265591,0.04495843039601571,0.06456234519451477
2017-07-18,-0.0038187868957519533,0.047652166,0.04997969,0.04515136040760585,0.0675342612859038
2017-07-19,-0.02519149301147461,0.053280823,0.05319267,0.05144561238424201,0.0737103289799362
2017-07-20,-0.03426489151000976,0.053118978,0.05178275,0.05127419873082174,0.07370509058494543
2017-07-21,-0.03685474270629883,0.052731566,0.050239567,0.05049315492925425,0.07435814382711908
2017-07-24,-0.04132809967041016,0.05161174,0.04698372,0.04998967214807848,0.07519017556480818
2017-07-25,-0.04132809967041016,0.05468578,0.05186307,0.05373423568158089,0.07542852253688503
2017-07-26,-0.03805139898681641,0.054983903,0.05661201,0.05326517907347696,0.07782334211346552
2017-07-27,-0.008302854309082031,0.05395773,0.060775045,0.05134735434859948,0.07345539375705547
2017-07-28,0.0009522889709472656,0.05254425,0.062418036,0.04973936518136847,0.07131900166668277
2017-07-31,0.008186995086669922,0.051777847,0.065377414,0.04879623148158778,0.06769752459644732
2017-08-01,0.007410877777099609,0.05435377,0.06892042,0.05132440356655148,0.07010893242383168
2017-08-02,0.009209965423583984,0.0548732,0.07146669,0.05035186417727179,0.07184284116575244
2017-08-03,0.007825127075195313,0.05256972,0.071946524,0.047917646856316574,0.0698435204109696
2017-08-04,0.008038199035644532,0.05455813,0.07519315,0.05033895436236983,0.07206983828201599
2017-08-07,-0.0015383148803710938,0.0562952,0.076439485,0.05191968947591895,0.07616102476975085
2017-08-08,0.0045647861328125,0.053744845,0.07482957,0.04927030857326455,0.07332443388228814
2017-08-09,0.004461173034667969,0.053361695,0.07304638,0.04774408156707937,0.0727953559882277
2017-08-10,-0.007468400634765625,0.03811487,0.06308474,0.03218058249084831,0.054696701295367876
2017-08-11,-0.007174713012695313,0.03943906,0.06378119,0.033743387305922454,0.059922873364420294
2017-08-14,-0.016776322387695313,0.049878933,0.07037026,0.04450730408638677,0.0725832009911045
2017-08-15,-0.027453257415771485,0.049355246,0.07062719,0.04315751121719471,0.072138810482727
2017-08-16,-0.024949480529785156,0.050845437,0.07188664,0.04480279540525349,0.07529756266211753
2017-08-17,-0.025432823303222656,0.034623586,0.0585451,0.028507740151245686,0.05797157123038557
2017-08-18,-0.024589605224609377,0.03272467,0.054835662,0.02670323491272963,0.05621321664517487
2017-08-21,-0.02497608331298828,0.03392537,0.0562587,0.027695139024362263,0.05733772543651127
2017-08-22,-0.028445572814941405,0.044203393,0.065804295,0.037954138599772855,0.07056379972219054
2017-08-23,-0.02566044091796875,0.04059714,0.061531287,0.03482637733380765,0.06571566515830012
2017-08-24,-0.018580526916503907,0.03843846,0.06013505,0.03335178958723015,0.0636997561527132
2017-08-25,-0.018091170959472658,0.040175635,0.061608184,0.03519430705851295,0.06402628277380003
2017-08-28,-0.02139379815673828,0.040682275,0.06135173,0.03578672412012435,0.0663451456230156
2017-08-29,-0.023957441986083985,0.041559383,0.064124234,0.0364702270979883,0.06885084456023247
2017-08-30,-0.03135518551635742,0.046366334,0.06544119,0.041670730867654236,0.07699742183659876
2017-08-31,-0.025641526641845703,0.052352574,0.06815049,0.048426867333004345,0.0852810704485551
2017-09-01,-0.03086822058105469,0.054438904,0.07007094,0.05104038763870876,0.08615850160949702
2017-09-04,-0.027973899353027343,0.054438904,0.07007094,0.05104038763870876,0.08615850160949702
2017-09-05,-0.027469856506347656,0.04647704,0.058670666,0.04261314735549611,0.07929183884252439
2017-09-06,-0.014597456573486328,0.04975118,0.061314754,0.04553291715915211,0.08136362406134529
2017-09-07,-0.014373534057617187,0.049563866,0.06020216,0.0448537174529222,0.08471794298705514
2017-09-08,-0.01778951483154297,0.048001222,0.06083531,0.04371908816542915,0.08169276987992741
2017-09-11,-0.018762629760742187,0.05936082,0.07346832,0.055159335804367465,0.09239917617508121
2017-09-12,-0.023458812255859374,0.06292446,0.07646087,0.05909539492558206,0.09425967946261067
2017-09-13,-0.014816782318115234,0.06372922,0.078374475,0.05983125437499284,0.09388426115494397
2017-09-14,-0.010856435119628907,0.06255835,0.08057913,0.05867367430545195,0.09105465479413556
2017-09-15,-0.0028697149353027343,0.06452109,0.08373565,0.06095584269533985,0.09342066319826728
2017-09-18,0.014251187896728516,0.06607095,0.086802155,0.06328965034483544,0.09401434796387952
2017-09-19,-0.00038377743530273436,0.0672545,0.08872213,0.06419692344766649,0.09487082554485876
2017-09-20,-0.000892251220703125,0.06793151,0.09075588,0.06541331489620504,0.09502011980209348
2017-09-21,-0.0179383134765625,0.06467868,0.08815904,0.062380225606187445,0.0903946170253076
2017-09-22,-0.019967398712158205,0.06536837,0.087689854,0.06352202701307046,0.09109656195406114
2017-09-25,-0.023071659576416017,0.06300107,0.08508617,0.06149518607346543,0.08317960099145369
2017-09-26,-0.023071659576416017,0.06307778,0.08451337,0.061803587207234105,0.0841609269863777
2017-09-27,-0.033088992736816404,0.0674206,0.08725774,0.06747888528051596,0.09084511899450765
2017-09-28,-0.027482653717041016,0.06870644,0.08922819,0.06888964116452262,0.09269252629456028
2017-09-29,-0.024597785491943358,0.07266611,0.090390876,0.07254311878177246,0.0983980115052617
2017-10-02,-0.0199880107421875,0.076821625,0.09781309,0.07770417589479368,0.10081029239847782
2017-10-03,-0.010198324310302735,0.07914631,0.10190455,0.08012548340084694,0.1032557497933017
2017-10-04,-0.011709366912841798,0.0804917,0.10287646,0.08115683416912428,0.10518959061070098
2017-10-05,-0.007675677673339844,0.08659301,0.10841235,0.08680200934096832,0.11250937454436895
2017-10-06,-0.008043333068847656,0.085426405,0.1083286,0.08563438830428138,0.11335450226953467
2017-10-09,-0.007184899017333985,0.083467826,0.10771542,0.08334504779500353,0.11248405563524724
