Dates,portfolio_returns,baseline_returns,djia_returns,SAX Index_returns,OMXS30B Index_returns
2017-06-02,0.0883662721862793,0.03848108,0.032048713,0.0513102372256304,0.046667726044811744
2017-06-05,0.061343462249755856,0.03721656,0.030965872,0.047055068969185425,0.04109327824566985
2017-06-06,0.06424649911499024,0.034334093,0.028639166,0.047055068969185425,0.04109327824566985
2017-06-07,0.060109539276123045,0.035956193,0.030462187,0.049200382965143084,0.04277133322739549
2017-06-08,0.09119299044799804,0.036233008,0.030892396,0.04833161944611892,0.04482440807246146
2017-06-09,0.06542770257568359,0.035372943,0.03524525,0.05498031984681393,0.051835372636262485
2017-06-12,0.06634975775146484,0.03435956,0.033478595,0.04358001489308897,0.04166534244398535
2017-06-13,0.066071609375,0.039026078,0.037994944,0.05127477749016005,0.04790084220562523
2017-06-14,0.06379718041992187,0.037991382,0.040238,0.050760611325839505,0.04217384395359918
2017-06-15,0.0805089204711914,0.0356667,0.039524533,0.04065458671678321,0.03287462259653585
2017-06-16,0.1068270471496582,0.035960454,0.040710986,0.04944860111343567,0.03984744954711588
2017-06-19,0.10613709759521485,0.044607855,0.047753647,0.05797666749406058,0.050945494994438324
2017-06-20,0.10430466314697266,0.037612494,0.044743605,0.05448388355022875,0.047303352931829065
2017-06-21,0.10437180377197265,0.037007935,0.041964162,0.050831530796780384,0.043515016685205805
2017-06-22,0.09611608456420899,0.036535285,0.041344132,0.05361512003120458,0.045835054822818945
2017-06-23,0.07996969439697266,0.03815323,0.041221038,0.05361512003120458,0.045835054822818945
2017-06-26,0.07323384982299805,0.03848108,0.041940875,0.051186128151483996,0.044665501350707126
2017-06-27,0.08463613943481445,0.030097604,0.037128154,0.04086734512960546,0.03514381058318765
2017-06-28,0.08348994177246094,0.03917077,0.044133745,0.040158150420197825,0.03670109645638011
2017-06-29,0.07045034930419922,0.03023388,0.03597811,0.026577071735044873,0.02540600667408233
2017-06-30,0.0683481967163086,0.03181347,0.039024744,0.022853799510655626,0.018611155251867136
2017-07-03,0.06705938922119141,0.03419782,0.045333885,0.0343072940675863,0.03442555220085815
2017-07-04,0.051421253662109374,0.03419782,0.045333885,0.029839367398319282,0.03077705386937872
2017-07-05,0.04037406085205078,0.035700794,0.04528037,0.03356263962270853,0.03429842682345466
2017-07-06,0.040468209106445316,0.025997497,0.0375846,0.027640863799156114,0.030344827586206904
2017-07-07,0.04000452197265625,0.032567088,0.042173944,0.026541611999574534,0.027808676307007785
2017-07-10,0.04767567718505859,0.03352507,0.04189069,0.030956349065636036,0.032772922294613024
2017-07-11,0.05321695541381836,0.032716148,0.04191749,0.027126697634835766,0.030713491180676903
2017-07-12,0.05408016204833985,0.040260766,0.04790697,0.044289209602496396,0.049159383441919544
2017-07-13,0.04280400231933594,0.042210825,0.048926506,0.04006950108152197,0.0440108056570793
2017-07-14,0.02396928076171875,0.0470816,0.053046197,0.04264033190312413,0.04676942634673442
2017-07-17,0.02396928076171875,0.047026195,0.05265591,0.040938264600546136,0.042002224694104515
2017-07-18,0.02826175454711914,0.047652166,0.04997969,0.024148079855324286,0.02168123311616075
2017-07-19,-0.0045808822326660155,0.053280823,0.05319267,0.02574376795149105,0.023333863022405872
2017-07-20,0.001375439666748047,0.053118978,0.05178275,0.019272366228147948,0.015630065151755867
2017-07-21,0.009388004760742188,0.052731566,0.050239567,0.00966277791567683,0.005161290322580576
2017-07-24,0.009022388427734375,0.05161174,0.04698372,0.0008510336512889936,-0.004048943270300264
2017-07-25,0.007826547882080079,0.05468578,0.05186307,0.0014893088897557389,-0.0027586206896551206
2017-07-26,-0.008199708923339844,0.054983903,0.05661201,0.007233786035956245,0.004430319402510744
2017-07-27,-0.005980129791259766,0.05395773,0.060775045,0.0045565760079430695,-0.001760686477037967
2017-07-28,-0.00965949429321289,0.05254425,0.062418036,-0.004131059182298371,-0.0099729858573018
2017-07-31,0.004330231506347656,0.051777847,0.065377414,-0.008102549554980206,-0.015928809788654026
2017-08-01,0.006353301208496094,0.05435377,0.06892042,0.003084996985922501,-0.004411250595900241
2017-08-02,0.015316366271972656,0.0548732,0.07146669,0.0016311478316373051,-0.006381693945653878
2017-08-03,0.01360853369140625,0.05256972,0.071946524,0.0003191376192334734,-0.008638169394565338
2017-08-04,0.0074859038391113285,0.05455813,0.07519315,0.007677032729335912,0.00013983791514382793
2017-08-07,0.026758408111572266,0.0562952,0.076439485,0.009538668841530434,0.0014110916891784697
2017-08-08,0.024782527740478514,0.053744845,0.07482957,0.012765504769334501,0.005129508978229739
2017-08-09,0.019404516326904295,0.053361695,0.07304638,0.0060281550299634366,-0.0013030351183854789
2017-08-10,0.024176888031005858,0.03811487,0.06308474,-0.004840253891706,-0.011759097409820436
2017-08-11,0.0021589425354003908,0.03943906,0.06378119,-0.016116449771284763,-0.02179564595582391
2017-08-14,-0.004264090026855469,0.049878933,0.07037026,-0.0060281550299634366,-0.011867153980613426
2017-08-15,-0.006591359924316406,0.049355246,0.07062719,-0.013137831991773286,-0.018986175115207303
2017-08-16,-0.006459250579833984,0.050845437,0.07188664,-0.008350767703272999,-0.013405371047195244
2017-08-17,-0.01104016244506836,0.034623586,0.0585451,-0.014928548633027125,-0.02107738757349441
2017-08-18,-0.010234159393310547,0.03272467,0.054835662,-0.021807737314279554,-0.026143333863022474
2017-08-21,-0.01186370834350586,0.03392537,0.0562587,-0.026204744512605887,-0.03114571746384872
2017-08-22,-0.0037345389404296876,0.044203393,0.065804295,-0.014910818765291954,-0.018744636898140796
2017-08-23,-0.003766473205566406,0.04059714,0.061531287,-0.016098719903549392,-0.019774352455108786
2017-08-24,-0.005437644714355469,0.03843846,0.06013505,-0.020300698556788645,-0.02241220403623073
2017-08-25,-0.0040614599609375,0.040175635,0.061608184,-0.017251161306336686,-0.020613379945971753
2017-08-28,0.0043381787109375,0.040682275,0.06135173,-0.02209141519804269,-0.02311774988081989
2017-08-29,0.011953169677734375,0.041559383,0.064124234,-0.032250629410304495,-0.03327506753535669
2017-08-30,0.015803540740966796,0.046366334,0.06544119,-0.024041700648913065,-0.02370252661687587
2017-08-31,0.0413731731262207,0.052352574,0.06815049,-0.016151909506755106,-0.016774193548387162
2017-09-01,0.04545883071899414,0.054438904,0.07007094,-0.008492606645154364,-0.009191164786270483
2017-09-04,0.04614462326049805,0.054438904,0.07007094,-0.014059785114002962,-0.01357699030668991
2017-09-05,0.05604763116455078,0.04647704,0.058670666,-0.01604553030034388,-0.01669156205307484
2017-09-06,0.06797527081298828,0.04975118,0.061314754,-0.019946101202085034,-0.02032734784681393
2017-09-07,0.06799726751708984,0.049563866,0.06020216,-0.01226906847274912,-0.012852375655490245
2017-09-08,0.06038950912475586,0.048001222,0.06083531,-0.012038580192191702,-0.013303670745272566
2017-09-11,0.059797647552490236,0.05936082,0.07346832,-0.0007978440480832803,-0.0006928333068488277
2017-09-12,0.058869452880859374,0.06292446,0.07646087,0.0035282436793021687,0.004373112982679237
2017-09-13,0.05105423608398438,0.06372922,0.078374475,0.004645225346618922,0.004315906562847585
2017-09-14,0.05046546716308594,0.06255835,0.08057913,0.009308180560973016,0.009076751946607325
2017-09-15,0.04428032565307617,0.06452109,0.08373565,0.0048757136271763415,0.003572223105037274
2017-09-18,0.0576557727355957,0.06607095,0.086802155,0.007659302861600741,0.00605752423327505
2017-09-19,0.05427913848876953,0.0672545,0.08872213,0.008776284528917495,0.0071063085968536875
2017-09-20,0.05548477777099609,0.06793151,0.09075588,0.009130881883621109,0.007710154139520171
2017-09-21,0.09449642080688476,0.06467868,0.08815904,0.01450303180738283,0.014657556014619384
2017-09-22,0.0980744983215332,0.06536837,0.087689854,0.017215701570866347,0.01749245193071666
2017-09-25,0.09300868939208984,0.06300107,0.08508617,0.019148257154001754,0.01960908946448429
2017-09-26,0.08860545196533202,0.06307778,0.08451337,0.021293571149959205,0.023842364532019697
2017-09-27,0.09252727813720703,0.0674206,0.08725774,0.02753448459274489,0.03211187033211504
2017-09-28,0.09292336917114258,0.06870644,0.08922819,0.029697528456437715,0.032880978865406016
2017-09-29,0.0948272478942871,0.07266611,0.090390876,0.038385163646679155,0.041042428094708365
2017-10-02,0.09271866885375976,0.076821625,0.09781309,0.0409028048650758,0.04284125218496748
2017-10-03,0.09069478091430665,0.07914631,0.10190455,0.04556576007942989,0.04826314953122521
2017-10-04,0.08854999041748046,0.0804917,0.10287646,0.0456189496826354,0.049477196885428204
2017-10-05,0.08732106259155273,0.08659301,0.10841235,0.0469486897627744,0.050786588272683994
2017-10-06,0.08841523599243165,0.085426405,0.1083286,0.04200205666465738,0.04641983155887492
2017-10-09,0.0923572911682129,0.083467826,0.10771542,0.04256941243218324,0.047462259653583395
2017-10-10,0.09261737026977539,0.08598408,0.1111031,0.04038863870075524,0.04518671539806129
2017-10-11,0.0904417844543457,0.08794266,0.11315739,0.03827878444026813,0.043515016685205805
2017-10-12,0.0967623454284668,0.086107574,0.11160584,0.04088507499734063,0.045383759733036766
2017-10-13,0.10644747698974609,0.08706129,0.113100454,0.04198432679692221,0.0440108056570793
2017-10-16,0.1302399475402832,0.08896447,0.11724885,0.03879295060458848,0.041366597807087194
2017-10-17,0.13061239065551758,0.089696884,0.11921882,0.03733910145030329,0.0404830764341332
2017-10-18,0.1263412741394043,0.0905058,0.12701336,0.04226800468068514,0.045434609883998105
2017-10-19,0.12991945156860352,0.09086349,0.12727807,0.04155880997127771,0.04685205784204674
2017-10-20,0.1274779591064453,0.09644526,0.13533695,0.05194851246409714,0.059914190370252654
2017-10-23,0.12581172009277344,0.09208965,0.13267632,0.04935995177475982,0.05611949785475923
2017-10-24,0.13789949185180664,0.09385655,0.1408426,0.04318995780291482,0.04908310821547753
2017-10-25,0.16095087197875976,0.088755846,0.13537735,0.04219708520974446,0.04861910058795488
2017-10-26,0.16201006631469728,0.0901396,0.1388521,0.04914719336193757,0.0543715239154616
2017-10-27,0.16325122787475585,0.09894032,0.14047419,0.05544129640792877,0.05833147942157952
2017-10-30,0.1629206648864746,0.09543198,0.13631561,0.05288819545406199,0.05661528682663273
2017-10-31,0.17122266012573242,0.09646657,0.13770263,0.05875678167440869,0.0625329731447641
2017-11-01,0.17007418298339844,0.098212264,0.1405141,0.059536895854757,0.06278722389957093
2017-11-02,0.15668277209472656,0.09842089,0.14446831,0.05920002836778836,0.06326394406483392
2017-11-03,0.16157048492431642,0.101822786,0.14558423,0.06414666146590559,0.06635944700460836
2017-11-06,0.15597685061645508,0.10322348,0.14603345,0.061487181305627574,0.0653996504052122
2017-11-07,0.15506768576049804,0.10301486,0.14646223,0.05600865217545483,0.06164945177180995
2017-11-08,0.1566884266052246,0.104607224,0.14676051,0.05038828410340072,0.05704115684093438
2017-11-09,0.15573866091918945,0.10045182,0.14182469,0.03691358462465879,0.04450023836008263
2017-11-10,0.140586520111084,0.09946401,0.13989122,0.03202014112974728,0.03904655966947406
2017-11-13,0.13987966622924805,0.10054547,0.14074232,0.02643523279316331,0.036395995550611786
2017-11-14,0.13924610903930665,0.09800365,0.13927118,0.026772100280131952,0.03511202923883681
2017-11-15,0.138988065032959,0.09193643,0.13254581,0.024307648664941024,0.034164945177180994
2017-11-16,0.13915159378051759,0.10088601,0.14165045,0.0318251125846602,0.038398220244716404
2017-11-17,0.13227350173950195,0.097995125,0.13677795,0.02365164355873911,0.02825361512791994
2017-11-20,0.13003948147583008,0.09939581,0.14028636,0.026541611999574534,0.031965676148101044
2017-11-21,0.1318743088684082,0.10658712,0.14809743,0.034431403141732694,0.0402987446368982
2017-11-22,0.1279393931274414,0.10575689,0.14495108,0.024555866813233615,0.02813920228825678
2017-11-23,0.13427632159423827,0.10575689,0.14495108,0.021736817843338873,0.024992849197521014
2017-11-24,0.1303296834411621,0.10803043,0.1464992,0.023208396865359443,0.026295884315906494
2017-11-27,0.1207081383972168,0.10760466,0.14760828,0.018775929931562768,0.022558398220244722
2017-11-28,0.12802464584350587,0.11851292,0.16006373,0.025814687422431936,0.030230414746543744
2017-11-29,0.13156299105834962,0.118099935,0.1651236,0.02163043863692785,0.025622119815668167
2017-11-30,0.13765430776977539,0.12725824,0.18126501,0.02088578419204988,0.02342920705545838
2017-12-01,0.13509583834838867,0.12497607,0.17928135,0.010779759582993584,0.012045129508978259
2017-12-04,0.14282940408325195,0.12379242,0.18212648,0.024875004432466888,0.027681550929604292
2017-12-05,0.1492149800720215,0.119590126,0.1768018,0.02343888514591686,0.025494994438264675
2017-12-06,0.1641174065246582,0.11946238,0.17486823,0.013049182653097433,0.014104560622914384
2017-12-07,0.16557486123657228,0.12274504,0.17830269,0.015655473210169926,0.01655172413793101
2017-12-08,0.18914623489379884,0.12892722,0.18402982,0.021488599695046285,0.023880502145240703
2017-12-11,0.19376134255981445,0.132542,0.18679747,0.02703804829615971,0.029378674717940586
2017-12-12,0.18962822232055665,0.13429621,0.19257773,0.030123045282082213,0.0320991577943747
2017-12-13,0.18681656994628906,0.13375974,0.19650172,0.027924541682919045,0.02960114412839659
2017-12-14,0.17934333337402344,0.12914437,0.19276556,0.02187865678522044,0.023105037343079553
2017-12-15,0.19188324426269532,0.1392777,0.19972885,0.01478670969114576,0.013411727316065412
2017-12-18,0.19212445874023437,0.14538743,0.20656459,0.02645296266089868,0.026937867471794125
2017-12-19,0.19780977087402343,0.14168751,0.20474204,0.023704833161944622,0.02426823454632135
2017-12-20,0.2014607723388672,0.14074232,0.2033745,0.018190844296301533,0.01718735102494833
2017-12-21,0.23569824951171875,0.14300744,0.20608228,0.025867877025637444,0.02734466867948513
2017-12-22,0.24567393359375,0.14248374,0.20470849,0.02061983617602212,0.020975687271571588
2017-12-25,0.24419081924438477,0.14248374,0.20470849,0.02061983617602212,0.020975687271571588
2017-12-26,0.239616946685791,0.14127453,0.20432647,0.02061983617602212,0.020975687271571588
2017-12-27,0.2401414978027344,0.14217721,0.20569351,0.016453317258253206,0.01381852852375656
2017-12-28,0.24314660681152345,0.14427195,0.20876972,0.013971135775327109,0.00969966629588431
2017-12-29,0.25314186151123047,0.13834102,0.20301293,0.008474876777419193,0.0023454632130939486
2018-01-01,0.25184229974365235,0.13834102,0.20301293,0.008474876777419193,0.0023454632130939486
2018-01-02,0.264374512512207,0.14779308,0.20811272,0.010247863550937862,0.004176068647703758
2018-01-03,0.25595286743164064,0.1551376,0.21291469,0.01698521329030893,0.009095820753217826
2018-01-04,0.2571831787414551,0.15979123,0.22033405,0.027197617105776447,0.019335769903066947
2018-01-05,0.2541471112060547,0.16794893,0.23107675,0.03373993830006024,0.024191959319879195
2018-01-08,0.2545634942626953,0.16989046,0.23045044,0.03990993227190524,0.029168917845224917
2018-01-09,0.2550885773010254,0.17141475,0.23545346,0.048012481826885646,0.0375274114095026
2018-01-10,0.26128097134399414,0.17011186,0.23464218,0.0444133186766428,0.03562053074845064
2018-01-11,0.2631394690246582,0.17834203,0.24464811,0.04579624835998731,0.03625615763546796
2018-01-12,0.2609031084289551,0.18629536,0.25576654,0.04533527179887247,0.0350548228190053
2018-01-15,0.2609031084289551,0.18629536,0.25576654,0.04480337576681675,0.034349276974416
2018-01-16,0.2601599775695801,0.18211429,0.2552638,0.041913407325981325,0.03183219450182738
2018-01-17,0.25966919674682615,0.19324395,0.27097312,0.04129286195524975,0.031527093596059055
2018-01-18,0.26440815902709963,0.1913152,0.26621154,0.041895677458246156,0.03275385348800253
2018-01-19,0.2577036637878418,0.1965394,0.2688352,0.04717917804333182,0.03646591450818363
2018-01-22,0.2577036637878418,0.20619155,0.2757887,0.05006914648416724,0.03954870491021772
2018-01-23,0.28228209548950195,0.20881425,0.27560428,0.05501577958228427,0.04478627045924045
2018-01-24,0.27595477224731446,0.20813735,0.27761465,0.0484025389170598,0.036834578102653774
2018-01-25,0.26981544119262696,0.2088654,0.28446066,0.032658416368214024,0.019856983950421108
2018-01-26,0.26981544119262696,0.22317982,0.2953583,0.03806602602744588,0.025030986810742163
2018-01-29,0.2636426036987305,0.21494539,0.286733,0.03556611467678462,0.023613538852693527
2018-01-30,0.25415303240966797,0.20170394,0.2690868,0.02909471295344131,0.01910694422374063
2018-01-31,0.2604006931762695,0.20229155,0.27261516,0.025318251125846555,0.012648975051644742
2018-02-01,0.26091259936523437,0.20151235,0.27443144,0.030318073827169292,0.01817257269982515
2018-02-02,0.26202629458618165,0.17603002,0.2420313,0.018882309137973792,0.0073351342761798595
2018-02-05,0.2601210510559082,0.12783723,0.18483719,-0.007552923655189517,-0.017111075798506323
2018-02-06,0.2600439839172363,0.14750774,0.2124324,-0.028101840360270955,-0.03918639758461789
2018-02-07,0.25971430502319337,0.14176838,0.21148728,-0.000124109074146194,-0.014047354203082733
2018-02-08,0.22953649270629883,0.09891048,0.16121958,-0.02019431935037762,-0.03399332591768633
2018-02-09,0.24602602966308593,0.11532391,0.17730111,-0.0315237048331619,-0.04644525663435559
2018-02-12,0.26291916516113284,0.13084318,0.19727258,-0.017995815751214457,-0.03281741617670434
2018-02-13,0.2655672381591797,0.13379799,0.19917935,-0.02210914506577786,-0.038124900683298914
2018-02-14,0.26191324450683595,0.14899367,0.21149412,-0.010478351831495281,-0.026124265056411827
2018-02-15,0.27401537158203126,0.162861,0.22642903,-0.005425339526967032,-0.019405688860638787
2018-02-16,0.26927277780151365,0.1632953,0.22735427,0.004237438388709596,-0.010373430796122636
2018-02-19,0.2519556848754883,0.1632953,0.22735427,0.0006382752384667453,-0.014231686000317876
2018-02-20,0.2469104192504883,0.15650004,0.21496212,0.01148895429240101,-0.0022691879866517948
2018-02-21,0.24724832720947265,0.15014334,0.20683615,0.0134924293464771,0.0011886222787223207
2018-02-22,0.26176471856689454,0.15126306,0.21485168,0.013563348817417782,0.0004004449388209815
2018-02-23,0.2712130427246094,0.16971594,0.23176397,0.014946278500762498,0.002453519783886795
2018-02-26,0.2715736285400391,0.1834683,0.25119573,0.0203893478954647,0.008714444621007492
2018-02-27,0.27097829879760743,0.1684301,0.23663259,0.020974433530725933,0.009521690767519478
2018-02-28,0.26043916653442384,0.15546545,0.21809869,0.017463919719158935,0.006445256634355697
2018-03-01,0.26085949600219727,0.14006956,0.19764785,0.0022694230701038485,-0.008066105196249836
2018-03-02,0.2573550671386719,0.14585155,0.19419639,-0.016736995142016136,-0.029740982043540417
2018-03-05,0.2695971752929687,0.15849261,0.21058257,-0.004131059182298371,-0.016087716510408356
2018-03-06,0.2626371971435547,0.1615497,0.21103807,0.004113329314563402,-0.008460193866200505
2018-03-07,0.27061473849487305,0.16098766,0.20701039,0.00609907450090432,-0.005758779596376892
2018-03-08,0.27393636624145506,0.16616924,0.21157786,0.019999290805290545,0.007805498172572683
2018-03-09,0.2515766287536621,0.18643591,0.23301715,0.022321903478600108,0.010405212140473472
2018-03-12,0.2541852374572754,0.1849244,0.22537005,0.02515868231623002,0.013081201334816417
2018-03-13,0.24964801614379883,0.17738405,0.21701974,0.017605758661040503,0.00311457174638493
2018-03-14,0.2496704962463379,0.17064407,0.204906,0.02003475054076109,0.007665660257428855
2018-03-15,0.2300957317199707,0.16972873,0.21052906,0.02388213183929653,0.012095979659939598
2018-03-16,0.23593174411010742,0.1717213,0.21407443,0.013350590404595533,0.00014619418401399536
2018-03-19,0.24854802462768555,0.15507793,0.19774178,-0.0013297400801390023,-0.01641824249165735
2018-03-20,0.2508472664489746,0.15678953,0.20340465,0.0007269245771425981,-0.01352614015572857
2018-03-21,0.2586172829284668,0.15465643,0.20121662,-0.00037232722243898513,-0.014969013189257876
2018-03-22,0.27054931701660156,0.12560193,0.1659612,-0.020442537498670213,-0.03649133958366444
2018-03-23,0.28221248522949216,0.10200157,0.1452927,-0.021630438636927648,-0.03818210710313042
2018-03-26,0.2863706854858398,0.1319289,0.17787048,-0.03111591787525257,-0.04872715715874787
2018-03-27,0.29182720724487304,0.11237336,0.16108574,-0.021027623133931445,-0.0401334816462737
2018-03-28,0.2906900122375488,0.109128945,0.16063358,-0.020176589482642452,-0.03884951533449858
2018-03-29,0.2968576311340332,0.12440134,0.17302857,-0.007712492464806253,-0.024090259017956518
2018-03-30,0.2969923469543457,0.12440134,0.17302857,-0.007712492464806253,-0.024090259017956518
2018-04-02,0.27720761437988284,0.09928511,0.15069427,-0.007712492464806253,-0.024090259017956518
2018-04-03,0.2778107584838867,0.113152444,0.16963404,-0.02218006453671854,-0.04096615286826635
2018-04-04,0.26514480154418946,0.1260277,0.18087329,-0.03157689443636741,-0.04996027331956136
2018-04-05,0.2545480216064453,0.13375548,0.19259816,-0.01148895429240101,-0.02925790560940726
2018-04-06,0.2813916893310547,0.108903274,0.16473815,-0.018297223502712557,-0.03933259176863188
2018-04-09,0.30465274838256834,0.11260319,0.16699338,-0.018935498741179304,-0.03936437311298272
2018-04-10,0.29012809677124024,0.13121365,0.18786672,-0.010779759582993383,-0.029550293977435253
2018-04-11,0.28936092428588867,0.12496328,0.17723049,-0.02260558136236304,-0.043565866836167144
2018-04-12,0.28820712936401366,0.13424507,0.19151923,-0.011808091911634283,-0.034559033847131666
2018-04-13,0.3079810263366699,0.13097093,0.18553755,-0.007286975639161756,-0.02960750039726676
2018-04-16,0.30763745651245117,0.14014202,0.1958987,-0.0068969185489876,-0.029861751152073745
2018-04-17,0.3039976325378418,0.15229765,0.20629358,0.0054430693947024045,-0.01785475925631649
2018-04-18,0.3015904718322754,0.15325563,0.20441696,0.010052835005850986,-0.013195614174479574
2018-04-19,0.3051039924621582,0.14665194,0.20036884,0.01553136413602353,-0.009547115843000147
2018-04-20,0.3017797823486328,0.13686351,0.19054046,0.021258111414488863,-0.0004258700143016512
2018-04-23,0.3117778297729492,0.13692744,0.18984696,0.029750718059643227,0.009153027173049479
2018-04-24,0.3196894807739258,0.12171471,0.16918492,0.022463742420481672,0.0013665978070872976
2018-04-25,0.32110954779052736,0.12377537,0.1720903,0.013191021594978999,-0.010144605116796464
2018-04-26,0.3196962762145996,0.13550107,0.1836979,0.025335980993581725,0.0003241697123788278
2018-04-27,0.31438291744995117,0.1367656,0.18315522,0.02723307684124679,0.004786270459240408
2018-04-30,0.3209637452697754,0.12745833,0.1759506,0.023811212368355844,-0.0016144922930239718
2018-05-01,0.3234770085449219,0.13033228,0.17283106,0.023811212368355844,-0.0016144922930239718
2018-05-02,0.29916318615722653,0.12218726,0.16435955,0.033030743590652806,0.011263308437946942
2018-05-03,0.305330244934082,0.11965821,0.16461116,0.02189638665295561,-0.003998093119338925
2018-05-04,0.2941972706604004,0.13400236,0.18078613,0.024591326548703954,0.0024344509772762923
2018-05-07,0.2991423976135254,0.13792367,0.18540029,0.03609801070884014,0.01568727157158752
2018-05-08,0.28444968658447267,0.13762139,0.18554096,0.04235665401936099,0.022685523597648215
2018-05-09,0.29920937908935547,0.14863609,0.19441435,0.04455515761852416,0.027681550929604292
2018-05-10,0.31975708044433593,0.15939955,0.2040013,0.04455515761852416,0.027681550929604292
2018-05-11,0.3216129298095703,0.16137934,0.20846118,0.03866884153044229,0.019068806610519625
2018-05-14,0.3216129298095703,0.1624054,0.21178223,0.03595617176695857,0.01610042904814869
2018-05-15,0.3216129298095703,0.15445207,0.20238948,0.040353178965284904,0.021274431908469747
2018-05-16,0.31160457049560547,0.15913978,0.20543212,0.038757490869118144,0.01844589226124264
2018-05-17,0.3105188980712891,0.15814771,0.20275791,0.04602673664054473,0.029048148736691592
2018-05-18,0.3052880776367187,0.15509924,0.2028119,0.04838480904932443,0.030738916256157572
2018-05-21,0.30552148754882813,0.16363168,0.21732439,0.053331442147441656,0.033688225011918004
2018-05-22,0.3053439756164551,0.1599828,0.20861886,0.051771213786745235,0.03253774034641669
2018-05-23,0.29655108920288087,0.1637509,0.21116905,0.039165277827027466,0.01833783569044965
2018-05-24,0.287760836517334,0.16139638,0.20751654,0.03446686287720303,0.012915938344191918
2018-05-25,0.28697800912475585,0.15865871,0.20466125,0.03313712279706403,0.008727157158747827
2018-05-28,0.27845394784545896,0.15865871,0.20466125,0.029928016736995133,0.005256634355633232
2018-05-29,0.2776497137451172,0.14525977,0.18560123,0.023066557923477875,-0.0006038455426664837
2018-05-30,0.2911443639526367,0.15979975,0.20050943,0.01932555583135346,-0.006807563959955529
2018-05-31,0.29392942779541015,0.15182084,0.18824826,0.015371795326406994,-0.014816462736373714
2018-06-01,0.30049230499267576,0.1643172,0.19892442,0.026683450941456098,-0.002377244557444786
2018-06-04,0.3014439884643555,0.16953288,0.20761046,0.02725080670898196,-0.005415541077387562
2018-06-05,0.3039784127197266,0.17035459,0.20694327,0.024892734300202057,-0.009019545526775818
2018-06-06,0.28207160180664065,0.18038148,0.22380206,0.024892734300202057,-0.009019545526775818
2018-06-07,0.2826030958251953,0.17953846,0.22842638,0.024343108400411366,-0.011187033211504788
2018-06-08,0.27565936877441405,0.18322559,0.23208222,0.024112620119853947,-0.011047195296361105
2018-06-11,0.27634541571044924,0.1844901,0.23236357,0.030601751710932223,-0.0013157476561258138
2018-06-12,0.2588156293640137,0.18655513,0.23228668,0.029112442821176684,-0.0006229143492769859
2018-06-13,0.25816356423950193,0.18177791,0.22646943,0.028420977979504224,-0.0013856666136977999
