Dates,portfolio_returns,baseline_returns,djia_returns,DAX Index_returns,OMX Index_returns
2017-06-21,-0.05590956567382813,0.037007935,0.041964162,0.060230384186671156,0.0435170618689398
2017-06-22,-0.052951292724609376,0.036535285,0.041344132,0.06186875288934706,0.04583710737996947
2017-06-23,-0.040973258422851565,0.03815323,0.041221038,0.05683994034146792,0.04583710737996947
2017-06-26,-0.057896913818359375,0.03848108,0.041940875,0.059945703100035955,0.044670092706476136
2017-06-27,-0.06297264758300782,0.030097604,0.037128154,0.05166173247115639,0.03514964293546155
2017-06-28,-0.06820568035888672,0.03917077,0.044133745,0.0496905441890615,0.03670121309776927
2017-06-29,-0.047903160827636716,0.03023388,0.03597811,0.030511504684788388,0.025407994304765112
2017-06-30,-0.033874733215332034,0.03181347,0.039024744,0.02295293134371972,0.018615028174251348
2017-07-03,-0.035222476501464844,0.03419782,0.045333885,0.03541831105268092,0.03442883975477449
2017-07-04,-0.021723997985839842,0.03419782,0.045333885,0.03224947026908583,0.03078160108565426
2017-07-05,-0.011868744567871094,0.035700794,0.04528037,0.033623077261450994,0.034299807086626825
2017-07-06,-0.010251084899902344,0.025997497,0.0375846,0.0276115754815717,0.03034937342880484
2017-07-07,-0.007245865051269531,0.032567088,0.042173944,0.028228246173612352,0.027811307202629046
2017-07-10,-0.008440625793457031,0.03352507,0.04189069,0.032979017426964394,0.0327736620806042
2017-07-11,0.0029301983032226564,0.032716148,0.04191749,0.03224034055493728,0.0307167669371268
2017-07-12,-0.00038014251708984374,0.040260766,0.04790697,0.047973327955101744,0.049164624708802625
2017-07-13,-0.010964063903808594,0.042210825,0.048926506,0.049197539625034356,0.04401094552978081
2017-07-14,-0.01011747772216797,0.0470816,0.053046197,0.04839993459804771,0.04677084624454558
2017-07-17,-0.01626602166748047,0.047026195,0.05265591,0.044701570393830985,0.042002993812152674
2017-07-18,-0.005929120422363281,0.047652166,0.04997969,0.03169006778397766,0.021681302022253452
2017-07-19,-0.037930000366210935,0.053280823,0.05319267,0.03348779149724818,0.023339657840959326
2017-07-20,-0.034516060913085934,0.053118978,0.05178275,0.033089403970761704,0.015630114826362167
2017-07-21,-0.04729985485839844,0.052731566,0.050239567,0.015893172384772614,0.005165756128257316
2017-07-24,-0.0490614931640625,0.05161174,0.04698372,0.013311123228731793,-0.004046413622798729
2017-07-25,-0.051544119140625,0.05468578,0.05186307,0.017905859367543183,-0.0027560869413217814
2017-07-26,-0.028342674865722655,0.054983903,0.05661201,0.021292153342678914,0.004433511627241871
2017-07-27,-0.0191646748046875,0.05395773,0.060775045,0.013567585198907519,-0.0017600564438468122
2017-07-28,-0.019570176696777342,0.05254425,0.062418036,0.009472493416231223,-0.009969203779449463
2017-07-31,-0.013933862976074218,0.051777847,0.065377414,0.005783258926163046,-0.015926317897085207
2017-08-01,-0.011997230651855468,0.05435377,0.06892042,0.016825233201948543,-0.004406179584234998
2017-08-02,0.01259296856689453,0.0548732,0.07146669,0.011031184613609735,-0.00638171422759962
2017-08-03,0.015418979309082032,0.05256972,0.071946524,0.008810174153447226,-0.008637561219009082
2017-08-04,0.02333941046142578,0.05455813,0.07519315,0.020678802546692233,0.00014110961738331116
2017-08-07,0.011832031555175782,0.0562952,0.076439485,0.017313257921894497,0.0014155455761817703
2017-08-08,0.012037860656738281,0.053744845,0.07482957,0.020208207281029997,0.005132067796179279
2017-08-09,0.0060720719604492185,0.053361695,0.07304638,0.008750416024474298,-0.0012992254861765773
2017-08-10,0.015803955749511718,0.03811487,0.06308474,-0.00284432094431127,-0.011754049750674537
2017-08-11,0.04114246844482422,0.03943906,0.06378119,-0.002864240320635579,-0.02179507959662989
2017-08-14,0.04527527947998047,0.049878933,0.07037026,0.009673347127501529,-0.01186528480942251
2017-08-15,0.04770528436279297,0.049355246,0.07062719,0.01066267615160979,-0.018986235456016
2017-08-16,0.04851500775146484,0.050845437,0.07188664,0.01786851053693516,-0.013400328620144912
2017-08-17,0.04203143157958984,0.034623586,0.0585451,0.012855467495312673,-0.02107745456047841
2017-08-18,0.03699553485107422,0.03272467,0.054835662,0.0096791569455961,-0.02614214569250176
2017-08-21,0.03855561199951172,0.03392537,0.0562587,0.0014458147315407615,-0.031142638304904765
2017-08-22,0.06551528314208985,0.044203393,0.065804295,0.01500344024228605,-0.0187415183267704
2017-08-23,0.06811482891845703,0.04059714,0.061531287,0.01043526327190692,-0.019773779671951874
2017-08-24,0.06893782647705078,0.03843846,0.06013505,0.01097723630273138,-0.022409732749825908
2017-08-25,0.07121428839111328,0.040175635,0.061608184,0.00990739979931235,-0.020610267313736868
2017-08-28,0.05909392120361328,0.040682275,0.06135173,0.00621650536121711,-0.023113373950020392
2017-08-29,0.07239815264892578,0.041559383,0.064124234,-0.00852300314477158,-0.03326945262816656
2017-08-30,0.060845700988769534,0.046366334,0.06544119,-0.0038261802022978965,-0.02369688128676713
2017-08-31,0.04752204510498047,0.052352574,0.06815049,0.0006033911078244502,-0.016771068714663002
2017-09-01,0.04417138360595703,0.054438904,0.07007094,0.007807565545122758,-0.009187380223677781
2017-09-04,0.04430841168212891,0.054438904,0.07007094,0.0044519806084871005,-0.013573219682884621
2017-09-05,0.048230895935058596,0.04647704,0.058670666,0.006236424737541419,-0.01668907258564296
2017-09-06,0.0637262700805664,0.04975118,0.061314754,0.013775078702285929,-0.020323598676620574
2017-09-07,0.061255423645019534,0.049563866,0.06020216,0.020588335379219235,-0.012852416502197562
2017-09-08,0.04176543267822266,0.048001222,0.06083531,0.021198366279151788,-0.013302441768446673
2017-09-11,0.026957845153808595,0.05936082,0.07346832,0.03541250123458635,-0.0006877504775161402
2017-09-12,0.02793631329345703,0.06292446,0.07646087,0.03952336252351945,0.00437694065450721
2017-09-13,0.012221460571289063,0.06372922,0.078374475,0.041913687682438666,0.004317827166143939
2017-09-14,0.004112839477539062,0.06255835,0.08057913,0.04082476177670886,0.00907678079383707
2017-09-15,0.009797156982421874,0.06452109,0.08373565,0.039028698011465246,0.0035741413448001093
2017-09-18,0.01720462854003906,0.06607095,0.086802155,0.042396732558303576,0.006063264145126929
2017-09-19,0.013145528930664063,0.0672545,0.08872213,0.04259592632154697,0.00710696681063664
2017-09-20,0.015899147705078127,0.06793151,0.09075588,0.04320844714351997,0.0077133567880401455
2017-09-21,0.04872075708007813,0.06467868,0.08815904,0.045769746949223096,0.014662052000800898
2017-09-22,0.049015758178710934,0.06536837,0.087689854,0.0451323269068446,0.017497592555514252
2017-09-25,0.05260360290527344,0.06300107,0.08508617,0.04533650051416888,0.019611694300633434
2017-09-26,0.05642491345214844,0.06307778,0.08451337,0.04619884351420966,0.023843075935407517
2017-09-27,0.05057235327148438,0.0674206,0.08725774,0.050532137838764285,0.03211705741953734
2017-09-28,0.06096483630371094,0.06870644,0.08922819,0.05445293507860268,0.03288362588153794
2017-09-29,0.07067152331542968,0.07266611,0.090390876,0.06476204230045565,0.04104446542019844
2017-10-02,0.07084265637207031,0.076821625,0.09781309,0.0708864205461727,0.04284520211410186
2017-10-03,0.08219427087402344,0.07914631,0.10190455,0.0708864205461727,0.048264574176304406
2017-10-04,0.08394147094726563,0.0804917,0.10287646,0.07651945417588982,0.049479896646739734
2017-10-05,0.0813889140625,0.08659301,0.10841235,0.07631445059455184,0.05079056345324484
2017-10-06,0.079107689453125,0.085426405,0.1083286,0.07530935206418694,0.04642188597453043
2017-10-09,0.07466408569335937,0.083467826,0.10771542,0.07700747889583577,0.04746813115566876
2017-10-10,0.08771601818847656,0.08598408,0.1111031,0.07475409944914627,0.04519067278141676
2017-10-11,0.08650694287109376,0.08794266,0.11315739,0.07653273376010603,0.04351515498221831
2017-10-12,0.08488633203125,0.086107574,0.11160584,0.0775461320306061,0.04538581085590612
2017-10-13,0.0785758739013672,0.08706129,0.113100454,0.07829144869474146,0.044014759303223655
2017-10-16,0.10119564587402344,0.08896447,0.11724885,0.07927330795272809,0.04137117867846408
2017-10-17,0.09498221459960937,0.089696884,0.11921882,0.0785562104050522,0.04048892575536555
2017-10-18,0.09591212194824218,0.0905058,0.12701336,0.08253759574787721,0.0454392036841052
2017-10-19,0.08991275451660156,0.09086349,0.12727807,0.07814454329434951,0.046852842373565476
2017-10-20,0.08998405932617187,0.09644526,0.13533695,0.07824248022794414,0.05991438078620954
2017-10-23,0.08578755786132812,0.09208965,0.13267632,0.07922682940797121,0.05612348998407753
2017-10-24,0.07097322778320313,0.09385655,0.1408426,0.08006095329155251,0.049083264208689706
2017-10-25,0.09135069799804688,0.088755846,0.13537735,0.07509936863876794,0.048621161993205236
2017-10-26,0.10072507580566406,0.0901396,0.1388521,0.09002811121983778,0.054372332344930496
2017-10-27,0.09949779968261718,0.09894032,0.14047419,0.09702147225770372,0.0583335716941736
2017-10-30,0.10191140856933593,0.09543198,0.13631561,0.09801993099596051,0.05661928053164004
2017-10-31,0.10698730700683594,0.09646657,0.13770263,0.09801993099596051,0.06253571439921946
2017-11-01,0.10528774548339843,0.098212264,0.1405141,0.11760233787080131,0.06278805907535075
2017-11-02,0.12726548913574218,0.09842089,0.14446831,0.1155622617455848,0.06326478075569933
2017-11-03,0.12505091223144532,0.101822786,0.14558423,0.11871035317884204,0.06636537856468644
2017-11-06,0.13057699572753906,0.10322348,0.14603345,0.11787456934723384,0.06540367202819662
2017-11-07,0.13464676989746094,0.10301486,0.14646223,0.11044464197825972,0.061650283331585495
2017-11-08,0.1300768956298828,0.104607224,0.14676051,0.1107060837925165,0.057043245012696794
2017-11-09,0.13616152502441406,0.10045182,0.14182469,0.09411822315843289,0.044500379788272156
2017-11-10,0.1519862520751953,0.09946401,0.13989122,0.08954589631798626,0.03905049753852716
2017-11-13,0.14790959228515624,0.10054547,0.14074232,0.08514288417629647,0.03640056062469613
2017-11-14,0.15235731188964843,0.09800365,0.13927118,0.0817449705649716,0.03511214082994067
2017-11-15,0.14746527160644532,0.09193643,0.13254581,0.07700498897379532,0.03416823190285055
2017-11-16,0.1412764307861328,0.10088601,0.14165045,0.08288535485953932,0.038400249166531605
2017-11-17,0.1378749659423828,0.097995125,0.13677795,0.0784458238612549,0.028256247437621083
2017-11-20,0.13839134313964843,0.09939581,0.14028636,0.08383484513099897,0.03197022714198998
2017-11-21,0.13959838220214843,0.10658712,0.14809743,0.09287160219013553,0.04029950834104038
2017-11-22,0.14743366247558592,0.10575689,0.14495108,0.08021449848405256,0.02814056297652315
2017-11-23,0.1408521281738281,0.10575689,0.14495108,0.07967584534928208,0.024998013659665343
2017-11-24,0.16439493725585938,0.10803043,0.1464992,0.08393278206459359,0.02630041729037765
2017-11-27,0.1607837890625,0.10760466,0.14760828,0.07898281704799831,0.022564190574258954
2017-11-28,0.16425180590820312,0.11851292,0.16006373,0.08390705287017472,0.030233053338799793
2017-11-29,0.17304762109375,0.118099935,0.1651236,0.08410126678933692,0.025624743762096863
2017-11-30,0.16377423400878907,0.12725824,0.18126501,0.08095649525213365,0.023429917145772024
2017-12-01,0.16305204919433594,0.12497607,0.17928135,0.06747024750655058,0.012047710305769399
2017-12-04,0.1629022626953125,0.12379242,0.18212648,0.08382571541685026,0.0276829101633885
2017-12-05,0.17428496228027343,0.119590126,0.1768018,0.08299491142932325,0.025498889238484927
2017-12-06,0.1490841795654297,0.11946238,0.17486823,0.07887077055617395,0.014107783593782383
2017-12-07,0.1554436834716797,0.12274504,0.17830269,0.08271355023874202,0.0165524123706099
2017-12-08,0.1806532274169922,0.12892722,0.18402982,0.09172291815543264,0.023886298701092445
2017-12-11,0.18427167370605468,0.132542,0.18679747,0.08922884624482406,0.029383853118872184
2017-12-12,0.17968116125488282,0.13429621,0.19257773,0.09419873063774381,0.032103709212487605
2017-12-13,0.1568246553955078,0.13375974,0.19650172,0.08939401107351326,0.029605051978553898
2017-12-14,0.17874666442871093,0.12914437,0.19276556,0.08461668065172881,0.023107017660949226
2017-12-15,0.1909509024658203,0.1392777,0.19972885,0.08756142845167517,0.013414948085009022
2017-12-18,0.18615042834472656,0.14538743,0.20656459,0.1048863060097588,0.02694176685767328
2017-12-19,0.1625611533203125,0.14168751,0.20474204,0.09687622680533882,0.024274032334442558
2017-12-20,0.16280657116699218,0.14074232,0.2033745,0.08470714781920181,0.017189948164462687
2017-12-21,0.1976808563232422,0.14300744,0.20608228,0.08807435239202661,0.02734666247151597
2017-12-22,0.21566117028808593,0.14248374,0.20470849,0.08500759841209382,0.02097702519315185
2017-12-25,0.21317282104492188,0.14248374,0.20470849,0.08500759841209382,0.02097702519315185
2017-12-26,0.21145565112304687,0.14127453,0.20432647,0.08500759841209382,0.02097702519315185
2017-12-27,0.21998054760742186,0.14217721,0.20569351,0.0847776956103505,0.01381920806994474
2017-12-28,0.21500520092773437,0.14427195,0.20876972,0.07730128969661967,0.009700332751733008
2017-12-29,0.21229270874023437,0.13834102,0.20301293,0.07213055159242962,0.0023461062962221594
2018-01-01,0.22069823388671875,0.13834102,0.20301293,0.07213055159242962,0.0023461062962221594
2018-01-02,0.22735916455078126,0.14779308,0.20811272,0.06829192177992904,0.004177353177667888
2018-01-03,0.23426299865722655,0.1551376,0.21291469,0.0771577041922817,0.00910029906340081
2018-01-04,0.23254824963378906,0.15979123,0.22033405,0.09290065128060838,0.019340280757288365
2018-01-05,0.23205138720703125,0.16794893,0.23107675,0.10549550693567782,0.024192671834329778
2018-01-08,0.22632654736328126,0.16989046,0.23045044,0.10949100183673258,0.02916901054826178
2018-01-09,0.22953366259765626,0.17141475,0.23545346,0.11096918555480031,0.037527530677040254
2018-01-10,0.24352212646484375,0.17011186,0.23464218,0.10231670646392066,0.03562382210018152
2018-01-11,0.2401913984375,0.17834203,0.24464811,0.09580639030191965,0.03625754412059161
2018-01-12,0.23729709753417969,0.18629536,0.25576654,0.09930307082085268,0.03505556985720601
2018-01-15,0.23729709753417969,0.18629536,0.25576654,0.09560802651268993,0.034351928657011525
2018-01-16,0.23030510241699217,0.18211429,0.2552638,0.0994109674426094,0.031832931298049656
2018-01-17,0.23001950329589843,0.19324395,0.27097312,0.09423441952032477,0.031532914453883634
2018-01-18,0.2359357840576172,0.1913152,0.26621154,0.1023241762300423,0.03275650010011162
2018-01-19,0.22209074548339844,0.1965394,0.2688352,0.115024438584828,0.036469208546666285
2018-01-22,0.22209074548339844,0.20619155,0.2757887,0.11745128260034185,0.03954946623062524
2018-01-23,0.2437205633544922,0.20881425,0.27560428,0.12541156336395112,0.04479022656992403
2018-01-24,0.2353587117919922,0.20813735,0.27761465,0.11338855980419255,0.03683787331280262
2018-01-25,0.22369665173339845,0.2088654,0.28446066,0.1037293222349209,0.01985895394550764
2018-01-26,0.22851880798339844,0.22317982,0.2953583,0.10719944358542137,0.025032337620650352
2018-01-29,0.22947714624023438,0.21494539,0.286733,0.10589721435821843,0.02361552078665435
2018-01-30,0.2153191923828125,0.20170394,0.2690868,0.09537563378890603,0.019110183092906734
2018-01-31,0.23663539624023439,0.20229155,0.27261516,0.09469256517578434,0.012652829025358529
2018-02-01,0.2548486848144531,0.20151235,0.27443144,0.07928990743299827,0.018177715486144996
2018-02-02,0.25571117663574217,0.17603002,0.2420313,0.06113505586140099,0.007338335732832504
2018-02-05,0.25530163513183596,0.12783723,0.18483719,0.0530286996714133,-0.017105409519814034
2018-02-06,0.2534165438232422,0.14750774,0.2124324,0.028558575830990744,-0.03918397960902464
2018-02-07,0.2670231649169922,0.14176838,0.21148728,0.04497297189624998,-0.014046763218697618
2018-02-08,0.24576228149414062,0.09891048,0.16121958,0.01757220981411082,-0.033992798324482085
2018-02-09,0.2282090401611328,0.11532391,0.17730111,0.004889376913608823,-0.04643968358392998
2018-02-12,0.23949235412597655,0.13084318,0.19727258,0.019437991396489437,-0.03281307107284614
2018-02-13,0.23978287390136718,0.13379799,0.19917935,0.012277805581907254,-0.03812184370520797
2018-02-14,0.24171928771972656,0.14899367,0.21149412,0.024118214858692786,-0.026118627422937874
2018-02-15,0.2621472810058594,0.162861,0.22642903,0.024700026642165866,-0.01940130113237284
2018-02-16,0.2581070666503906,0.1632953,0.22735427,0.03348032173112655,-0.010369649990942195
2018-02-19,0.2449897635498047,0.1632953,0.22735427,0.02797261417745016,-0.01422728182832287
2018-02-20,0.23945275415039063,0.15650004,0.21496212,0.0364632483356946,-0.002266652682830585
2018-02-21,0.24941228857421874,0.15014334,0.20683615,0.035018263578167376,0.0011930754586858246
2018-02-22,0.2390191951904297,0.15126306,0.21485168,0.03430614587457268,0.0004061668716570679
2018-02-23,0.24570793200683594,0.16971594,0.23176397,0.036122129016140606,0.0024567057260630157
2018-02-26,0.24864725036621094,0.1834683,0.25119573,0.03971176662458708,0.008715743574586423
2018-02-27,0.2575525881347656,0.1684301,0.23663259,0.03669813098151896,0.009526170431178921
2018-02-28,0.2555742268066406,0.15546545,0.21809869,0.03214323359535618,0.006450997778477043
2018-03-01,0.25618604846191406,0.14006956,0.19764785,0.011816340030393715,-0.008062317058055147
2018-03-02,0.2556522506103516,0.14585155,0.19419639,-0.011193029546244956,-0.02973662716233003
2018-03-05,0.26584560998535156,0.15849261,0.21058257,0.0035107900771627746,-0.0160826826082396
2018-03-06,0.26563744787597654,0.1615497,0.21103807,0.00541973030824414,-0.00845640698047657
2018-03-07,0.26044690661621095,0.16098766,0.20701039,0.016333058611934934,-0.005758162269703682
2018-03-08,0.2633327061767578,0.16616924,0.21157786,0.025480202214868655,0.007811243639738385
2018-03-09,0.24900048486328125,0.18643591,0.23301715,0.024742355316855077,0.010408423354277307
2018-03-12,0.2551846746826172,0.1849244,0.22537005,0.030694098967761298,0.013081878537672221
2018-03-13,0.24167145263671874,0.17738405,0.21701974,0.01431373183705626,0.003116488531665456
2018-03-14,0.24020971728515625,0.17064407,0.204906,0.015700618413637474,0.007665684620005259
2018-03-15,0.21859679370117188,0.16972873,0.21052906,0.024649398227341485,0.012101738762875595
2018-03-16,0.21221022241210938,0.1717213,0.21407443,0.02830294383482855,0.00015127967989731823
2018-03-19,0.2261904111328125,0.15507793,0.19774178,0.013980912257637274,-0.01641829467120501
2018-03-20,0.24244899560546876,0.15678953,0.20340465,0.021476407573678885,-0.013522369370314152
2018-03-21,0.2316595439453125,0.15465643,0.20121662,0.021627462844138346,-0.014965246989502506
2018-03-22,0.220706033203125,0.12560193,0.1659612,0.004275196143608762,-0.03649018430060156
2018-03-23,0.2297276513671875,0.10200157,0.1452927,-0.01346715834327229,-0.0381771434201284
2018-03-26,0.22489446435546875,0.1319289,0.17787048,-0.021688050947124803,-0.048721591360531794
2018-03-27,0.2254730743408203,0.11237336,0.16108574,-0.006452217981054996,-0.04012915979392899
2018-03-28,0.22850097521972657,0.109128945,0.16063358,-0.008952099709758136,-0.03884455377261638
2018-03-29,0.2264193956298828,0.12440134,0.17302857,0.003997154849081664,-0.024086521806838592
2018-03-30,0.23331501281738282,0.12440134,0.17302857,0.003997154849081664,-0.024086521806838592
2018-04-02,0.21404837634277343,0.09928511,0.15069427,0.003997154849081664,-0.024086521806838592
2018-04-03,0.19551198962402344,0.113152444,0.16963404,-0.003827840150324809,-0.040964376177899754
2018-04-04,0.18135387805175782,0.1260277,0.18087329,-0.007525374380528152,-0.04995788958490255
2018-04-05,0.16097264221191407,0.13375548,0.19259816,0.021298793134787018,-0.029256091708538608
2018-04-06,0.18740519079589843,0.108903274,0.16473815,0.015993599240407844,-0.03932699611312915
2018-04-09,0.20029346228027345,0.11260319,0.16699338,0.017693386020083735,-0.039362591331928536
2018-04-10,0.22308163464355468,0.13121365,0.18786672,0.028945343721288087,-0.02954848100581909
2018-04-11,0.22000600402832032,0.12496328,0.17723049,0.02036756229162462,-0.043563462779160164
2018-04-12,0.2253735313720703,0.13424507,0.19151923,0.030413567751193752,-0.03455342302057205
2018-04-13,0.24879643200683593,0.13097093,0.18553755,0.03268686657420756,-0.029607594494182363
2018-04-16,0.2509355438232422,0.14014202,0.1958987,0.02845482907930154,-0.029857396654685037
2018-04-17,0.2480799764404297,0.15229765,0.20629358,0.0445696045256823,-0.01785163785678633
2018-04-18,0.24663839587402345,0.15325563,0.20441696,0.04500617085679049,-0.013195656112048659
2018-04-19,0.2674025588378906,0.14665194,0.20036884,0.04306320169115508,-0.009542696782764237
2018-04-20,0.26361516186523437,0.13686351,0.19054046,0.040828911646776364,-0.0004207863365208898
2018-04-23,0.28812182348632814,0.13692744,0.18984696,0.043475698775871305,0.0091562344072285
2018-04-24,0.2898112823486328,0.12171471,0.16918492,0.04168544482872241,0.0013704159237754936
2018-04-25,0.28855499597167966,0.12377537,0.1720903,0.031018618807045116,-0.010138916697653447
2018-04-26,0.29033186560058594,0.13550107,0.1836979,0.037506525670681225,0.00032607762935852165
2018-04-27,0.2804484552001953,0.1367656,0.18315522,0.04417951673933098,0.0047894638152354415
2018-04-30,0.28852452600097656,0.12745833,0.1759506,0.046772355557547565,-0.0016119549084852207
2018-05-01,0.2853828497314453,0.13033228,0.17283106,0.046772355557547565,-0.0016119549084852207
2018-05-02,0.2629987059326172,0.12218726,0.16435955,0.06255348145049582,0.011266522378904836
2018-05-03,0.2752886397705078,0.11965821,0.16461116,0.05324947275900791,-0.003993656423506766
2018-05-04,0.2661973614501953,0.13400236,0.18078613,0.063993486363942,0.0024395437455705837
2018-05-07,0.2674287772216797,0.13792367,0.18540029,0.07466197233364621,0.015689863943632556
2018-05-08,0.2400246561279297,0.13762139,0.18554096,0.07167987570309169,0.022686231324428194
2018-05-09,0.2461923612060547,0.14863609,0.19441435,0.07424034553478129,0.02768608830792408
2018-05-10,0.28317523693847657,0.15939955,0.2040013,0.08086436813663374,0.02768608830792408
2018-05-11,0.2847952237548828,0.16137934,0.20846118,0.07906913434540365,0.019073316616293117
2018-05-14,0.2847952237548828,0.1624054,0.21178223,0.07711620549160601,0.016101115846546554
2018-05-15,0.2847952237548828,0.15445207,0.20238948,0.07647961542324119,0.021277042037317877
2018-05-16,0.29996664953613283,0.15913978,0.20543212,0.07866161710476847,0.018450400287304294
2018-05-17,0.30547361364746095,0.15814771,0.20275791,0.08847854973660782,0.029053326087163846
2018-05-18,0.31934089306640623,0.15509924,0.2028119,0.08541677560075592,0.030744734609040644
2018-05-21,0.32583589990234374,0.16363168,0.21732439,0.08541677560075592,0.033694052738130434
2018-05-22,0.327681291015625,0.1599828,0.20861886,0.0930691360053517,0.032541657529501215
2018-05-23,0.31739370263671873,0.1637509,0.21116905,0.07704399775243041,0.018339800857463437
2018-05-24,0.3022510235595703,0.16139638,0.20751654,0.06693906413790188,0.012919793166353635
2018-05-25,0.3026762205810547,0.15865871,0.20466125,0.07382120865795697,0.008732905555078855
2018-05-28,0.3236111746826172,0.15865871,0.20466125,0.06763375238721271,0.0052617360932340615
2018-05-29,0.31104159924316405,0.14525977,0.18560123,0.05128741419106172,-0.0005981268016105588
2018-05-30,0.3281654766845703,0.15979975,0.20050943,0.061018859499509116,-0.006806314337563353
2018-05-31,0.33390361389160156,0.15182084,0.18824826,0.046173114319790626,-0.014811424793976723
2018-06-01,0.32304762756347655,0.1643172,0.19892442,0.056081344093116506,-0.0023721670814145102
2018-06-04,0.31675461657714843,0.16953288,0.20761046,0.05993906330792786,-0.005411108886409886
2018-06-05,0.3214705736083984,0.17035459,0.20694327,0.06129856074206313,-0.009019574192195004
2018-06-06,0.2956117576904297,0.18038148,0.22380206,0.06486246915609073,-0.009019574192195004
2018-06-07,0.3009841611328125,0.17953846,0.22842638,0.06328385858238775,-0.011185797507699028
2018-06-08,0.31257180834960935,0.18322559,0.23208222,0.05959047422225207,-0.011041509745780135
2018-06-11,0.3042234528808594,0.1844901,0.23236357,0.06592815578944225,-0.0013119380643191944
2018-06-12,0.26784961303710936,0.18655513,0.23228668,0.06587752737461787,-0.0006197381844530948
2018-06-13,0.2676941520996094,0.18177791,0.22646943,0.06988464191186176,-0.0013831285019179664
