Dates,portfolio_returns,baseline_returns,djia_returns,IPSA Index_returns,S5TELS Index_returns
2017-05-26,0.03189005684661865,0.028581945,0.025916185,0.016003842419226928,-0.041418300251950965
2017-05-29,0.03740524900817871,0.028581945,0.025916185,0.016845931048535396,-0.041418300251950965
2017-05-30,0.06344599237823487,0.02734289,0.023443477,0.019060312258939147,-0.027837522276162978
2017-05-31,0.06415390085601806,0.026870344,0.022430213,0.009622681917134267,-0.02439623916917593
2017-06-01,0.056032347694396974,0.034644894,0.029026031,0.016444639430124346,-0.018558348184108536
2017-06-02,0.05294594850921631,0.03848108,0.032048713,0.018673575258812195,-0.019111411540588617
2017-06-05,0.04127236678314209,0.03721656,0.030965872,0.01820158978016288,-0.020524795673815543
2017-06-06,0.04671435591888428,0.034334093,0.028639166,0.02131835732419575,-0.020954956062188883
2017-06-07,0.04971371269226074,0.035956193,0.030462187,0.01682513873670073,-0.020094635285442034
2017-06-08,0.05126875677490234,0.036233008,0.030892396,0.0104377405410575,-0.025748171818349402
2017-06-09,0.06330922360229492,0.035372943,0.03524525,0.007664046142298355,-0.017206415534935064
2017-06-12,0.06468498794555665,0.03435956,0.033478595,0.008514451696340722,-0.008357401831254134
2017-06-13,0.05784431924438477,0.039026078,0.037994944,0.015072346849029057,-0.018558348184108536
2017-06-14,0.06314265226745605,0.037991382,0.040238,0.014789571408076171,-0.01579303140170831
2017-06-15,0.04843720250701904,0.0356667,0.039524533,0.008416727830717223,-0.015362871013334972
2017-06-16,0.0695308246383667,0.035960454,0.040710986,0.005564022646985907,-0.016407546242241673
2017-06-19,0.06631727902984619,0.044607855,0.047753647,0.003106371388115447,-0.01837399373194851
2017-06-20,0.07500111106109619,0.037612494,0.044743605,-0.0028859728826669275,-0.028513488600749627
2017-06-21,0.07871215093994141,0.037007935,0.041964162,-0.011853696977005827,-0.040312173538990984
2017-06-22,0.06471711186218261,0.036535285,0.041344132,-0.01092012217562443,-0.041111042831684375
2017-06-23,0.0665343268661499,0.03815323,0.041221038,-0.008996833330907655,-0.04313894180544449
2017-06-26,0.049904871971130374,0.03848108,0.041940875,-0.008996833330907655,-0.03717814785227053
2017-06-27,0.05049410237884522,0.030097604,0.037128154,-0.010348333600168092,-0.050943280280218724
2017-06-28,0.03626138957214355,0.03917077,0.044133745,-0.01294113488596471,-0.04707183678485834
2017-06-29,0.03302565789794922,0.03023388,0.03597811,-0.016459194048408628,-0.05647391384501935
2017-06-30,0.032155662719726565,0.03181347,0.039024744,-0.012939055654781186,-0.05346279112640564
2017-07-03,0.03642540515899658,0.03419782,0.045333885,-0.005318673367335679,-0.04528974374731135
2017-07-04,0.03225495407104492,0.03419782,0.045333885,0.005622241120123416,-0.04528974374731135
2017-07-05,0.03556296380615234,0.035700794,0.04528037,0.008127714696213957,-0.04866957537024512
2017-07-06,0.032520535018920896,0.025997497,0.0375846,0.004742726329512293,-0.07048485220918085
2017-07-07,0.029180063575744628,0.032567088,0.042173944,0.009462581116006402,-0.07404903828427446
2017-07-10,0.03439737731170654,0.03352507,0.04189069,0.019218333828883303,-0.07871935107232841
2017-07-11,0.03339677735900879,0.032716148,0.04191749,0.017764951231632506,-0.0848644994776624
2017-07-12,0.031236811767578126,0.040260766,0.04790697,0.030664501493927514,-0.08050144410987523
2017-07-13,0.03242858155822754,0.042210825,0.048926506,0.036789916560452524,-0.08572482025440908
2017-07-14,0.022502213638305665,0.0470816,0.053046197,0.039698760986137636,-0.08351256682848894
2017-07-17,0.03399094715118408,0.047026195,0.05265591,0.049363027526941605,-0.08166902230688866
2017-07-18,0.04020801978302002,0.047652166,0.04997969,0.04787429799957168,-0.09064093897867634
2017-07-19,0.05221203199005127,0.053280823,0.05319267,0.04737528251553694,-0.08732255883979587
2017-07-20,0.042842075592041014,0.053118978,0.05178275,0.046909534730438004,-0.07441774718859452
2017-07-21,0.04999048654174805,0.052731566,0.050239567,0.04169898138464325,-0.0741719412523812
2017-07-24,0.050762540657043456,0.05161174,0.04698372,0.04392375875096424,-0.08357401831254221
2017-07-25,0.047050717414855954,0.05468578,0.05186307,0.04656230312279723,-0.08093160449824856
2017-07-26,0.048608861717224124,0.054983903,0.05661201,0.04836707579005584,-0.05370859706261895
2017-07-27,0.04058192421722412,0.05395773,0.060775045,0.049889073016361384,-0.004485958335893749
2017-07-28,0.03879559401702881,0.05254425,0.062418036,0.05543230335151263,-0.009463528544214294
2017-07-31,0.03834230312347412,0.051777847,0.065377414,0.05305366287761434,-0.005469182080747166
2017-08-01,0.0403767896194458,0.05435377,0.06892042,0.05570468263654828,-0.002519510846186915
2017-08-02,0.049603383277893064,0.0548732,0.07146669,0.059817401917466914,-0.015731579917655027
2017-08-03,0.04947227280426025,0.05256972,0.071946524,0.05518071637831183,-0.014871259140908177
2017-08-04,0.04899914017486572,0.05455813,0.07519315,0.061740690762183685,-0.010200946352854401
2017-08-07,0.056736640174865724,0.0562952,0.076439485,0.06888077064624579,-0.009709334480427606
2017-08-08,0.06270291847991943,0.053744845,0.07482957,0.0654458807311407,-0.015055613593068203
2017-08-09,0.059000953758239744,0.053361695,0.07304638,0.057553119158659925,-0.018496896700055252
2017-08-10,0.061500166145324706,0.03811487,0.06308474,0.05149216025882262,-0.02273704909973569
2017-08-11,0.06683848694610596,0.03943906,0.06378119,0.046545669273329426,-0.02359736987648254
2017-08-14,0.07650501848602295,0.049878933,0.07037026,0.052866532071101244,-0.011491427517974414
2017-08-15,0.0890595228805542,0.049355246,0.07062719,0.052866532071101244,-0.021446567934615503
2017-08-16,0.09272712718963623,0.050845437,0.07188664,0.06262644324634518,-0.020401892705708802
2017-08-17,0.09594478413391114,0.034623586,0.0585451,0.06270545403131736,-0.036317827075523855
2017-08-18,0.09087083430480956,0.03272467,0.054835662,0.06379081270909272,-0.041479751736004426
2017-08-21,0.08941723669433593,0.03392537,0.0562587,0.06076761056831611,-0.0347200884901369
2017-08-22,0.10746282677459716,0.044203393,0.065804295,0.06346229418210309,-0.026178332206722738
2017-08-23,0.1073816244430542,0.04059714,0.061531287,0.06621519626902757,-0.026608492595096074
2017-08-24,0.11018088987731933,0.03843846,0.06013505,0.07138624422233633,-0.030172678670189867
2017-08-25,0.11369879808044434,0.040175635,0.061608184,0.0762329321110225,-0.022552694647575665
2017-08-28,0.11067617616271973,0.040682275,0.06135173,0.07519539575046723,-0.02273704909973569
2017-08-29,0.12342300151824952,0.041559383,0.064124234,0.07348418848646525,-0.02494930252565601
2017-08-30,0.12202003511810303,0.046366334,0.06544119,0.07209942051826902,-0.031155902415043284
2017-08-31,0.0962146485824585,0.052352574,0.06815049,0.07145901731375794,-0.036133472623363826
2017-09-01,0.10321601532745361,0.054438904,0.07007094,0.07577550125065748,-0.03564186075093703
2017-09-04,0.09376006339263916,0.054438904,0.07007094,0.0703757378671661,-0.03564186075093703
2017-09-05,0.09338837668609619,0.04647704,0.058670666,0.0673067926403533,-0.046703127880538285
2017-09-06,0.10542084522247315,0.04975118,0.061314754,0.056372115846444595,-0.05844036133472618
2017-09-07,0.09990952292633057,0.049563866,0.06020216,0.06260149247214349,-0.07798193326368831
2017-09-08,0.1074373493423462,0.048001222,0.06083531,0.05870501323430651,-0.07914951146070175
2017-09-11,0.09842212560272216,0.05936082,0.07346832,0.07123861880830941,-0.07595403428992802
2017-09-12,0.09607209043884277,0.06292446,0.07646087,0.07473796489010219,-0.06329502857493999
2017-09-13,0.09271704273986817,0.06372922,0.078374475,0.0734883469488321,-0.05628955939285932
2017-09-14,0.08127347750091553,0.06255835,0.08057913,0.07297893530888014,-0.06003809992011296
2017-09-15,0.08269785436248779,0.06452109,0.08373565,0.08162645780096349,-0.04332329625760452
2017-09-18,0.08140130212402344,0.06607095,0.086802155,0.08162645780096349,-0.03846862901739072
2017-09-19,0.07719356616973877,0.0672545,0.08872213,0.08162645780096349,-0.016837706630615012
2017-09-20,0.08183960573577881,0.06793151,0.09075588,0.08982486635741553,-0.012474651262828006
2017-09-21,0.07997149936676025,0.06467868,0.08815904,0.0994974498229534,-0.02027898973760206
2017-09-22,0.08114217710113525,0.06536837,0.087689854,0.09989666221018112,-0.007005469182080664
2017-09-25,0.0862645523147583,0.06300107,0.08508617,0.09403530950395766,0.0015362871013334973
2017-09-26,0.0869941099319458,0.06307778,0.08451337,0.09453016652562536,-0.007005469182080664
2017-09-27,0.08831650182342529,0.0674206,0.08725774,0.10189064491513616,-0.006452405825600584
2017-09-28,0.09976095804595947,0.06870644,0.08922819,0.10396155917387986,-0.003994346463466953
2017-09-29,0.11161452738189698,0.07266611,0.090390876,0.11071074359544815,-0.0022122534259201455
2017-10-02,0.11214166542816162,0.076821625,0.09781309,0.11684447558670706,-0.0032569286548270212
2017-10-03,0.11996401229858399,0.07914631,0.10190455,0.12697241068142645,0.007681435506667486
2017-10-04,0.11191752329254151,0.0804917,0.10287646,0.13328287732328084,0.008234498863147567
2017-10-05,0.11309631652069092,0.08659301,0.10841235,0.13092087069885036,0.007066920666134123
2017-10-06,0.11105046183013915,0.085426405,0.1083286,0.1405892957020212,-0.013334972039574679
2017-10-09,0.11256331769561767,0.083467826,0.10771542,0.1405892957020212,-0.014871259140908177
2017-10-10,0.12865776566314696,0.08598408,0.1111031,0.1388614545885512,-0.010999815645547792
2017-10-11,0.1276621952896118,0.08794266,0.11315739,0.13643499179743285,-0.017636575923308404
2017-10-12,0.1202053210220337,0.086107574,0.11160584,0.1300787820695419,-0.05241811589749894
2017-10-13,0.11207456217956543,0.08706129,0.113100454,0.13535795004439158,-0.05911632765931283
2017-10-16,0.11775107041931153,0.08896447,0.11724885,0.14053731492243424,-0.051803601056965395
2017-10-17,0.10843409757995605,0.089696884,0.11921882,0.14010483483627093,-0.04983715356725856
2017-10-18,0.11430867234039306,0.0905058,0.12701336,0.14731352934938777,-0.055367787132059185
2017-10-19,0.11785049182891846,0.09086349,0.12727807,0.13885105843263398,-0.051004731764272004
2017-10-20,0.11549203984832764,0.09644526,0.13533695,0.14856106805947433,-0.04897683279051189
2017-10-23,0.11245896867370606,0.09208965,0.13267632,0.156065013400645,-0.05813310391445941
2017-10-24,0.11066093981933593,0.09385655,0.1408426,0.15112268087751865,-0.06390954341547335
2017-10-25,0.12718474127197266,0.088755846,0.13537735,0.142556248401591,-0.08523320838198228
2017-10-26,0.13017567197418212,0.0901396,0.1388521,0.1469995654406826,-0.08050144410987523
2017-10-27,0.11497773516845704,0.09894032,0.14047419,0.1469995654406826,-0.079026608492595
2017-10-30,0.11407149738311767,0.09543198,0.13631561,0.16617215618352954,-0.09199287162784982
2017-10-31,0.11545053522491455,0.09646657,0.13770263,0.16189309840793265,-0.08892029742518281
2017-11-01,0.11351322019195556,0.098212264,0.1405141,0.16189309840793265,-0.09303754685675651
2017-11-02,0.12260173410797119,0.09842089,0.14446831,0.14608678295113586,-0.10219381798070422
2017-11-03,0.1273831483078003,0.101822786,0.14558423,0.14064335571279166,-0.10311559024150435
2017-11-06,0.11906301600646972,0.10322348,0.14603345,0.1493075120543428,-0.12499231856449336
2017-11-07,0.11785138160705566,0.10301486,0.14646223,0.14166841668624597,-0.12284151662262632
2017-11-08,0.10867977806091308,0.104607224,0.14676051,0.14059345416438804,-0.11878571867510591
2017-11-09,0.10849719398498535,0.10045182,0.14182469,0.13191058474218573,-0.11645056228107903
2017-11-10,0.10820543762207031,0.09946401,0.13989122,0.12168284655065933,-0.11516008111595884
2017-11-13,0.10790312683868408,0.10054547,0.14074232,0.10968776185317716,-0.11731088305782587
2017-11-14,0.11200238745880127,0.09800365,0.13927118,0.10379314144801809,-0.12996988877281374
2017-11-15,0.11600611798858643,0.09193643,0.13254581,0.09653870384886487,-0.12892521354390704
2017-11-16,0.12113936603546142,0.10088601,0.14165045,0.10501365015271942,-0.1136852454986788
2017-11-17,0.12415677978515625,0.097995125,0.13677795,0.12106947335153348,-0.10797025748171815
2017-11-20,0.12272015693664551,0.09939581,0.14028636,0.05542190719559539,-0.09936704971425053
2017-11-21,0.12449926918029786,0.10658712,0.14809743,0.08100060921473669,-0.10422171695446433
2017-11-22,0.14023767023468017,0.10575689,0.14495108,0.06641064400027438,-0.08928900632950287
2017-11-23,0.14033171196746827,0.10575689,0.14495108,0.04675359239167718,-0.08928900632950287
2017-11-24,0.13643358052825927,0.10803043,0.1464992,0.0480385572630664,-0.09193142014379635
2017-11-27,0.13633787203216552,0.10760466,0.14760828,0.046379330778651175,-0.08836723406870274
2017-11-28,0.14120961092376708,0.11851292,0.16006373,0.052340486581681465,-0.06814969581515395
2017-11-29,0.13990718260955812,0.118099935,0.1651236,0.04223542302998046,-0.04270878141707116
2017-11-30,0.14048123455047606,0.12725824,0.18126501,0.04032253034118091,-0.03515024887851041
2017-12-01,0.1423242815475464,0.12497607,0.17928135,0.044693074288850915,-0.030971547962883258
2017-12-04,0.13906500646972655,0.12379242,0.18212648,0.04262423926129074,-0.015547225465495
2017-12-05,0.1417600181274414,0.119590126,0.1768018,0.024065021717569666,-0.03306089842069684
2017-12-06,0.12230902334594726,0.11946238,0.17486823,0.01635523248923475,-0.042217169544644356
2017-12-07,0.12243876236724853,0.12274504,0.17830269,0.01615354706443737,-0.04313894180544449
2017-12-08,0.13406828049468994,0.12892722,0.18402982,0.01615354706443737,-0.02857494008480291
2017-12-11,0.131810348777771,0.132542,0.18679747,0.04349751635835129,-0.01714496405088178
2017-12-12,0.13289547373962401,0.13429621,0.19257773,0.04791172416087414,0.010385300805014428
2017-12-13,0.12938778022003175,0.13375974,0.19650172,0.06772471810823216,0.0091562711239477
2017-12-14,0.13778630239105225,0.12914437,0.19276556,0.06442081975768638,-0.00030725742026659465
2017-12-15,0.13656868520355225,0.1392777,0.19972885,0.08840267222791702,0.010385300805014428
2017-12-18,0.13790722470855712,0.14538743,0.20656459,0.1634649971826416,0.020033183801388924
2017-12-19,0.13089862921142578,0.14168751,0.20474204,0.16189309840793265,0.010139494868801117
2017-12-20,0.1308760567703247,0.14074232,0.2033745,0.14954662364044266,0.015731579917655027
2017-12-21,0.1417610520401001,0.14300744,0.20608228,0.13335357118351912,0.02292140355189589
2017-12-22,0.15145598525238038,0.14248374,0.20470849,0.1513950601625543,0.024826399557549443
2017-12-25,0.15251078087615966,0.14248374,0.20470849,0.1513950601625543,0.024826399557549443
2017-12-26,0.15296651718139648,0.14127453,0.20432647,0.1466419376771244,0.02691575001536302
2017-12-27,0.15632904168701173,0.14217721,0.20569351,0.14279743921887436,0.024580593621335956
2017-12-28,0.15632904168701173,0.14427195,0.20876972,0.15416667533012993,0.029865421249923273
2017-12-29,0.16315706323242188,0.13834102,0.20301293,0.15700898435794383,0.020524795673815543
2018-01-01,0.1693110814743042,0.13834102,0.20301293,0.15700898435794383,0.020524795673815543
2018-01-02,0.16960941582489014,0.14779308,0.20811272,0.16830128891541055,0.022859952067842432
2018-01-03,0.1874513932723999,0.1551376,0.21291469,0.16779395650664208,0.0006145148405335386
2018-01-04,0.18769396992492676,0.15979123,0.22033405,0.17164261342725898,0.0065138573096540425
2018-01-05,0.18836672357177733,0.16794893,0.23107675,0.18421156593138122,0.007374178086400892
2018-01-08,0.18708759898376465,0.16989046,0.23045044,0.18632822327616128,0.008541756283414336
2018-01-09,0.18790629775238038,0.17141475,0.23545346,0.1871994211420385,-0.009893688932587632
2018-01-10,0.18969091551208497,0.17011186,0.23464218,0.18060617905923101,-0.01880415412032202
2018-01-11,0.19270862882995604,0.17834203,0.24464811,0.1888316176210683,-0.016960609598721754
2018-01-12,0.19433716578674318,0.18629536,0.25576654,0.19209601057912828,-0.013826583912001476
2018-01-15,0.19430266578674316,0.18629536,0.25576654,0.19471584187030994,-0.013826583912001476
2018-01-16,0.19850511390686035,0.18211429,0.2552638,0.19471584187030994,-0.018066736311681913
2018-01-17,0.19769100422668456,0.19324395,0.27097312,0.20307435122788983,-0.015608676949548284
2018-01-18,0.2019338097076416,0.1913152,0.26621154,0.21414001958635767,-0.013273520555521395
2018-01-19,0.19766138594055177,0.1965394,0.2688352,0.2176539202864349,-0.009340625576107552
2018-01-22,0.19720095182800293,0.20619155,0.2757887,0.21153058445109324,0.013888035396054934
2018-01-23,0.2138920990447998,0.20881425,0.27560428,0.2059145810245204,0.002089350457813577
2018-01-24,0.22941551763916015,0.20813735,0.27761465,0.20559022095989782,0.008664659251520903
2018-01-25,0.23762802746582032,0.2088654,0.28446066,0.20835351920273953,0.01585448288576177
2018-01-26,0.20119850497436523,0.22317982,0.2953583,0.2175291664154262,0.02550236588213609
2018-01-29,0.2028981640319824,0.21494539,0.286733,0.22268565975045065,0.012413199778774722
2018-01-30,0.19785763563537598,0.20170394,0.2690868,0.2183483835017163,0.012351748294721437
2018-01-31,0.2069060472717285,0.20229155,0.27261516,0.21746886871110535,0.013949486880108218
2018-02-01,0.21695388272094726,0.20151235,0.27443144,0.21896383593202565,0.03908314385792425
2018-02-02,0.22174025047302245,0.17603002,0.2420313,0.2113580082628646,0.012413199778774722
2018-02-05,0.22019609881591798,0.12783723,0.18483719,0.19170511511663446,-0.030602839058563203
2018-02-06,0.22045363592529296,0.14750774,0.2124324,0.18459622370032444,-0.024457690653229214
2018-02-07,0.2237604691314697,0.14176838,0.21148728,0.19568476360181047,-0.021569470902722244
2018-02-08,0.2287875922012329,0.09891048,0.16121958,0.17509413719183187,-0.05893197320715298
2018-02-09,0.22598490058135987,0.11532391,0.17730111,0.1537965721794708,-0.04553554968352484
2018-02-12,0.22805869423675537,0.13084318,0.19727258,0.15544332327678506,-0.037608308240643866
2018-02-13,0.23395449771118165,0.13379799,0.19917935,0.14369774632132015,-0.03385976771339023
2018-02-14,0.2434308378601074,0.14899367,0.21149412,0.15613154879851623,-0.04068088244331086
2018-02-15,0.24577018878173829,0.162861,0.22642903,0.17061963168498817,-0.02753026485589621
2018-02-16,0.2277336603088379,0.1632953,0.22735427,0.16887515672205042,-0.02242979167946892
2018-02-19,0.20261549985504151,0.1632953,0.22735427,0.17039923317953948,-0.02242979167946892
2018-02-20,0.20330633658599853,0.15650004,0.21496212,0.1796372573277305,-0.03920604682603082
2018-02-21,0.20987721865844727,0.15014334,0.20683615,0.18652159177622477,-0.05499907822773913
2018-02-22,0.19842497293853759,0.15126306,0.21485168,0.19058648873992348,-0.05352424261045892
2018-02-23,0.18593887894439698,0.16971594,0.23176397,0.1940068240367441,-0.04602716155595146
2018-02-26,0.18070994080352784,0.1834683,0.25119573,0.17889497179522887,-0.02863639156885637
2018-02-27,0.17897488613128662,0.1684301,0.23663259,0.17311262987397777,-0.046518773428378256
2018-02-28,0.1697545644454956,0.15546545,0.21809869,0.16495788517237858,-0.057580040557979335
2018-03-01,0.15348374013519286,0.14006956,0.19764785,0.14938236437694793,-0.06022245437227299
2018-03-02,0.14718914904022218,0.14585155,0.19419639,0.1530334943351345,-0.0530326307380323
2018-03-05,0.1314509632797241,0.15849261,0.21058257,0.15158634943143426,-0.04332329625760452
2018-03-06,0.12389881449890136,0.1615497,0.21103807,0.15360112444822396,-0.0390216923738708
2018-03-07,0.11764429624938964,0.16098766,0.20701039,0.15389845450746134,-0.03932894979413739
2018-03-08,0.10907950137329102,0.16616924,0.21157786,0.15945623946089685,-0.03527315184661698
2018-03-09,0.1200195367050171,0.18643591,0.23301715,0.17207093505105545,-0.03582621520309706
2018-03-12,0.11557630590057373,0.1849244,0.22537005,0.17547671572959178,-0.03342960732501689
2018-03-13,0.11340726293182372,0.17738405,0.21701974,0.1708732978893723,-0.03502734591040367
2018-03-14,0.114151796043396,0.17064407,0.204906,0.16819108966268628,-0.042340072512751105
2018-03-15,0.10653461821746826,0.16972873,0.21052906,0.16169972990786918,-0.04442942297056468
2018-03-16,0.10814317151641846,0.1717213,0.21407443,0.16368123722572328,-0.042217169544644356
2018-03-19,0.12625953572845458,0.15507793,0.19774178,0.15949366562219952,-0.050943280280218724
2018-03-20,0.125360809425354,0.15678953,0.20340465,0.15250329038334784,-0.060529711792539756
2018-03-21,0.1135556895828247,0.15465643,0.20121662,0.15095634238284042,-0.06845695323542056
2018-03-22,0.11871819919586182,0.12560193,0.1659612,0.1469018415750591,-0.08154611933878192
2018-03-23,0.12462415127563477,0.10200157,0.1452927,0.1415478212776043,-0.09623302402753026
2018-03-26,0.12011213065338135,0.1319289,0.17787048,0.1325094033230273,-0.0879370736803294
2018-03-27,0.11490217548370361,0.11237336,0.16108574,0.13948314471241116,-0.08320530940822217
2018-03-28,0.10706501416778565,0.109128945,0.16063358,0.13663667722223022,-0.06814969581515395
2018-03-29,0.10637049781799317,0.12440134,0.17302857,0.15235566496932093,-0.0680882443311005
2018-03-30,0.0912013194732666,0.12440134,0.17302857,0.15235566496932093,-0.0680882443311005
2018-04-02,0.099006351272583,0.09928511,0.15069427,0.1441177510203827,-0.08154611933878192
2018-04-03,0.09122347114562988,0.113152444,0.16963404,0.15072970618384132,-0.07447919867264781
2018-04-04,0.10004913075256347,0.1260277,0.18087329,0.1524741811467791,-0.06255761076629988
2018-04-05,0.11073186242675781,0.13375548,0.19259816,0.16583116226943914,-0.055920850488539266
2018-04-06,0.09752116833496094,0.108903274,0.16473815,0.1608659582032946,-0.06974743440054074
2018-04-09,0.10572908645629883,0.11260319,0.16699338,0.1631323201932853,-0.08062434707798179
2018-04-10,0.0808090538635254,0.13121365,0.18786672,0.16558789222097225,-0.05936213359552631
2018-04-11,0.07147590536499024,0.12496328,0.17723049,0.1672408810118371,-0.07337307195968781
2018-04-12,0.07193191969299316,0.13424507,0.19151923,0.17081300018505147,-0.07361887789590113
2018-04-13,0.07772095799255371,0.13097093,0.18553755,0.17079428710440014,-0.0749708105450746
2018-04-16,0.08121594313049317,0.14014202,0.1958987,0.16710157252254407,-0.061205678117126405
2018-04-17,0.09149932885742187,0.15229765,0.20629358,0.17131409490026953,-0.060283905856326446
2018-04-18,0.08665197146606446,0.15325563,0.20441696,0.18324680266224755,-0.06446260677195342
2018-04-19,0.0752090498046875,0.14665194,0.20036884,0.18463780832399396,-0.07183678485835432
2018-04-20,0.07944385525512696,0.13686351,0.19054046,0.18297234414602856,-0.07792048177963486
2018-04-23,0.08801227005004883,0.13692744,0.18984696,0.18613901323846485,-0.06796534136299394
2018-04-24,0.0832435045928955,0.12171471,0.16918492,0.17982854659661046,-0.05708842868555271
2018-04-25,0.08268656547546387,0.12377537,0.1720903,0.17791981237017795,-0.04946844466293851
2018-04-26,0.07527586503601075,0.13550107,0.1836979,0.18093053912385343,-0.08019418668960845
2018-04-27,0.0707872370300293,0.1367656,0.18315522,0.18318234649555964,-0.06409389786763338
2018-04-30,0.06500106716918945,0.12745833,0.1759506,0.1874281365722209,-0.08904320039328939
2018-05-01,0.06289742929077148,0.13033228,0.17283106,0.1874281365722209,-0.09604866957537023
2018-05-02,0.0752254439239502,0.12218726,0.16435955,0.18412631745285865,-0.11196460394518527
2018-05-03,0.06930987696838378,0.11965821,0.16461116,0.1727071797931997,-0.11362379401462534
2018-05-04,0.0670206261138916,0.13400236,0.18078613,0.16899367289950856,-0.10698703373686473
2018-05-07,0.07360651777648926,0.13792367,0.18540029,0.17390065849251576,-0.11239476433355862
2018-05-08,0.06624110214233399,0.13762139,0.18554096,0.17368857691180098,-0.12394764333558649
2018-05-09,0.06918606240844727,0.14863609,0.19441435,0.17771812694538058,-0.1338413322681743
2018-05-10,0.06375004592895508,0.15939955,0.2040013,0.18733457116896446,-0.11731088305782587
2018-05-11,0.06715578092956542,0.16137934,0.20846118,0.1857543554695216,-0.09881398635777044
2018-05-14,0.06715578092956542,0.1624054,0.21178223,0.18429265594753672,-0.10207091501259746
2018-05-15,0.06393195957946778,0.15445207,0.20238948,0.18741981964748702,-0.10932219013089162
2018-05-16,0.07517268682861328,0.15913978,0.20543212,0.19095451265939892,-0.10618816444417134
2018-05-17,0.08662860760498046,0.15814771,0.20275791,0.18297026491484503,-0.11116573465249188
2018-05-18,0.08829778723144531,0.15509924,0.2028119,0.17847912555853335,-0.11048976832790507
2018-05-21,0.0785963564453125,0.16363168,0.21732439,0.17847912555853335,-0.09721624777238366
2018-05-22,0.07964377172851562,0.1599828,0.20861886,0.17499433409502504,-0.09592576660726349
2018-05-23,0.09720734301757812,0.1637509,0.21116905,0.16698721480745277,-0.09979721010262387
2018-05-24,0.09756670764160157,0.16139638,0.20751654,0.15965168719214384,-0.09445093098998326
2018-05-25,0.09410472116088867,0.15865871,0.20466125,0.15948119023509857,-0.09979721010262387
2018-05-28,0.09291571719360352,0.15865871,0.20466125,0.15814216535293907,-0.09979721010262387
2018-05-29,0.09566293496704102,0.14525977,0.18560123,0.1424356529929493,-0.10489768327905115
2018-05-30,0.10719111730957032,0.15979975,0.20050943,0.14043751182562722,-0.09801511706507705
2018-05-31,0.09904406811523438,0.15182084,0.18824826,0.1342393236676806,-0.10975235051926496
2018-06-01,0.10297163549804687,0.1643172,0.19892442,0.13761599510964817,-0.1075400970933448
2018-06-04,0.10662004370117187,0.16953288,0.20761046,0.1557406533360224,-0.10846186935414477
2018-06-05,0.09669788858032227,0.17035459,0.20694327,0.14836977879059438,-0.10397591101825102
2018-06-06,0.09974509112548828,0.18038148,0.22380206,0.14302199618668993,-0.09045658452651631
2018-06-07,0.10316894856262207,0.17953846,0.22842638,0.13689658112016492,-0.07939531739691506
2018-06-08,0.09484721409606933,0.18322559,0.23208222,0.14836769955941084,-0.0775517728753148
2018-06-11,0.09507208743286133,0.1844901,0.23236357,0.14801630948940322,-0.0714066244699808
